"Dispensing.Practice","IMD","Average.payments.per.weighted.patient"
"Non-dispensing",23.96955444,152.32
"Non-dispensing",46.18068154,157.01
"Non-dispensing",19.95460457,166.86
"Dispensing",12.97241014,209.2
"Non-dispensing",32.31123152,139.26
"Non-dispensing",44.82926059,143.05
"Non-dispensing",36.12918128,171.97
"Non-dispensing",24.55453585,162.74
"Non-dispensing",37.27375319,174.43
"Non-dispensing",18.50693413,159.1
"Non-dispensing",11.77208548,188.1
"Non-dispensing",20.42917367,142.57
"Non-dispensing",15.94594209,172.83
"Non-dispensing",38.17670162,159.02
"Non-dispensing",16.7000276,174.09
"Non-dispensing",16.46422926,156.28
"Non-dispensing",15.21471201,134.17
"Non-dispensing",37.49496941,178
"Dispensing",16.83782551,237.17
"Non-dispensing",24.5244557,141.56
"Non-dispensing",42.95073393,204.35
"Non-dispensing",24.68067498,159.69
"Non-dispensing",36.34289419,147.73
"Non-dispensing",6.730666619,152.61
"Non-dispensing",19.36383504,129.36
"Dispensing",13.03803919,210.87
"Non-dispensing",19.85159383,161.45
"Non-dispensing",11.57353193,158.42
"Non-dispensing",23.27838098,154.68
"Non-dispensing",11.22847723,141.9
"Non-dispensing",57.79222141,157.39
"Non-dispensing",20.14721552,165.67
"Non-dispensing",22.63699046,137.21
"Non-dispensing",27.5022193,157.12
"Non-dispensing",39.81769398,135.78
"Non-dispensing",29.50658109,171.54
"Non-dispensing",21.6773195,160.99
"Non-dispensing",14.41835592,154.23
"Non-dispensing",14.33430063,167.68
"Non-dispensing",30.7828721,135.83
"Non-dispensing",26.71887596,133.61
"Non-dispensing",17.75835108,159.89
"Non-dispensing",26.68195167,134.78
"Non-dispensing",42.66176889,138.71
"Non-dispensing",12.87368796,154.95
"Non-dispensing",32.06715406,165.26
"Non-dispensing",10.80348983,163.2
"Non-dispensing",45.28375987,142.2
"Non-dispensing",12.7236657,160.15
"Non-dispensing",22.53304113,205.3
"Non-dispensing",13.29289144,162.12
"Non-dispensing",18.9118741,142.16
"Non-dispensing",12.6569223,194.39
"Non-dispensing",41.12798048,171.54
"Non-dispensing",42.32991108,138.47
"Non-dispensing",36.10006302,136.9
"Non-dispensing",38.58763019,132.21
"Non-dispensing",42.44234515,132
"Non-dispensing",31.88340888,158.81
"Non-dispensing",44.55673544,141.76
"Non-dispensing",9.657041784,161.23
"Non-dispensing",38.58824483,163.11
"Non-dispensing",15.78943044,171.79
"Non-dispensing",30.26297362,157.89
"Non-dispensing",17.97148847,168.98
"Non-dispensing",50.15354136,230.93
"Non-dispensing",42.75245538,164.15
"Dispensing",13.39593911,191.03
"Non-dispensing",20.67026903,167.38
"Non-dispensing",12.14094214,162.3
"Non-dispensing",31.54259223,163.9
"Non-dispensing",36.17705727,150.37
"Non-dispensing",28.69433866,133.62
"Non-dispensing",34.20528383,133.93
"Non-dispensing",24.20656643,194.25
"Non-dispensing",22.99418974,162.2
"Non-dispensing",28.50618193,138.44
"Non-dispensing",32.12284405,144.37
"Dispensing",16.31136634,318.33
"Non-dispensing",38.27926445,152.77
"Non-dispensing",25.1412575,127.68
"Non-dispensing",12.16707043,139.87
"Non-dispensing",36.86907492,151.49
"Non-dispensing",7.860532249,153.19
"Non-dispensing",30.19082642,153.68
"Non-dispensing",39.64890967,200.9
"Non-dispensing",12.45783378,139.92
"Non-dispensing",33.5165474,172.3
"Non-dispensing",36.39853113,127.91
"Non-dispensing",35.26531969,146.81
"Non-dispensing",24.38348397,124.64
"Non-dispensing",7.034785957,167.32
"Non-dispensing",8.722806588,161.82
"Non-dispensing",45.61513583,157.21
"Non-dispensing",8.438468308,137.45
"Non-dispensing",30.27218514,139.23
"Non-dispensing",22.84452528,158.06
"Non-dispensing",33.47847655,163.15
"Non-dispensing",42.97940696,140.37
"Non-dispensing",46.43661353,137.48
"Non-dispensing",9.18130821,150.51
"Non-dispensing",35.638083,139.45
"Non-dispensing",36.47698215,160.81
"Non-dispensing",35.2203838,132.94
"Non-dispensing",41.2004923,140.81
"Non-dispensing",43.75996663,136.56
"Non-dispensing",28.08917447,148.23
"Non-dispensing",42.33428102,170.94
"Dispensing",17.94202493,211.87
"Non-dispensing",42.89582763,134.06
"Non-dispensing",47.52608641,156.78
"Non-dispensing",41.72159427,176.51
"Non-dispensing",17.89657884,230.03
"Non-dispensing",29.64741692,155.82
"Non-dispensing",14.96803488,149.83
"Non-dispensing",20.16293571,143.38
"Non-dispensing",17.57668265,167.19
"Non-dispensing",23.41249669,147.67
"Non-dispensing",30.33253114,145.86
"Non-dispensing",16.16164854,133.39
"Non-dispensing",42.13765236,143.39
"Non-dispensing",36.33394228,140.48
"Non-dispensing",50.19160805,169
"Non-dispensing",37.21384366,165.02
"Non-dispensing",38.01743426,131.94
"Non-dispensing",20.62590282,148.71
"Non-dispensing",39.14189902,138.57
"Non-dispensing",17.65571659,141.27
"Non-dispensing",22.78738998,150.8
"Non-dispensing",30.23260547,143.76
"Non-dispensing",42.43327444,151.84
"Non-dispensing",31.25111351,158.89
"Non-dispensing",39.48385647,131.37
"Non-dispensing",34.39215414,146.44
"Non-dispensing",42.78262642,139.17
"Non-dispensing",42.70079328,133.38
"Non-dispensing",25.00941397,147.83
"Non-dispensing",16.07149771,149.02
"Non-dispensing",23.18892403,146.76
"Non-dispensing",42.92192642,161.65
"Non-dispensing",32.0358463,132.03
"Non-dispensing",29.3009018,173.98
"Non-dispensing",43.17409783,147.73
"Non-dispensing",13.33446417,153.22
"Non-dispensing",29.90853616,148.45
"Non-dispensing",44.36881462,160.37
"Non-dispensing",41.61886414,174.43
"Non-dispensing",21.14193239,155.15
"Non-dispensing",42.5274279,135.18
"Non-dispensing",9.765724507,147.08
"Non-dispensing",23.81770844,138.87
"Non-dispensing",41.80974674,137.06
"Non-dispensing",33.21877551,168.26
"Non-dispensing",39.84335268,142.41
"Non-dispensing",25.49847836,143.97
"Non-dispensing",41.75231776,145.98
"Non-dispensing",35.51604621,139.61
"Non-dispensing",45.65011905,126.67
"Non-dispensing",47.38081543,147.18
"Non-dispensing",28.13009262,143.66
"Non-dispensing",39.9176628,135.56
"Non-dispensing",41.75962456,140.2
"Non-dispensing",39.15546137,146.79
"Non-dispensing",40.90402203,125.83
"Non-dispensing",9.333666717,140.02
"Non-dispensing",41.40154129,130.3
"Non-dispensing",37.60266985,152.21
"Non-dispensing",22.36788077,127.71
"Non-dispensing",23.03545706,116.55
"Non-dispensing",28.84872034,120.44
"Non-dispensing",13.74076675,123.58
"Non-dispensing",30.11938796,140.3
"Non-dispensing",18.08386691,137.6
"Non-dispensing",29.69509879,136.33
"Non-dispensing",23.62785209,125.54
"Non-dispensing",16.20485044,137.94
"Non-dispensing",27.10103796,163.96
"Non-dispensing",21.64823327,128.92
"Non-dispensing",31.87191359,123.65
"Non-dispensing",32.42944798,131.28
"Non-dispensing",20.50926645,124.89
"Non-dispensing",20.67309504,118.74
"Non-dispensing",27.18292287,156.33
"Non-dispensing",22.46178424,138.46
"Non-dispensing",23.95284158,122.43
"Non-dispensing",22.00058653,128.15
"Non-dispensing",39.1726959,124.84
"Non-dispensing",14.65706586,123.76
"Non-dispensing",12.34283702,124.02
"Non-dispensing",45.65607348,127.83
"Non-dispensing",22.43294785,113.38
"Non-dispensing",50.7741621,130.53
"Non-dispensing",32.50372427,114.58
"Non-dispensing",41.79791727,142.51
"Non-dispensing",32.87745818,161.26
"Non-dispensing",29.83633161,163.18
"Non-dispensing",51.96421484,143.62
"Non-dispensing",38.74372078,136.6
"Non-dispensing",35.11943807,152.4
"Non-dispensing",26.26178673,122.86
"Non-dispensing",48.08296885,138.94
"Non-dispensing",50.28033116,137.55
"Non-dispensing",41.84309809,178.36
"Non-dispensing",31.2721458,125.81
"Non-dispensing",35.85285569,137.13
"Non-dispensing",44.09311996,145.76
"Non-dispensing",48.10482959,123.7
"Non-dispensing",43.89068449,128.97
"Non-dispensing",37.10800054,144.28
"Non-dispensing",50.38777176,123.98
"Non-dispensing",55.69092441,146.11
"Non-dispensing",42.11268293,146.45
"Non-dispensing",48.71697414,120.23
"Non-dispensing",47.70161065,133.12
"Non-dispensing",17.73509224,179.44
"Non-dispensing",28.42043378,146.45
"Non-dispensing",42.15401275,137.03
"Non-dispensing",27.92846686,133.66
"Non-dispensing",39.47152221,139.29
"Non-dispensing",55.0666911,133.44
"Non-dispensing",44.59965771,137.45
"Non-dispensing",48.13679068,154.57
"Non-dispensing",50.26117783,148.1
"Non-dispensing",43.1851301,136.84
"Non-dispensing",45.83950426,133.14
"Non-dispensing",51.6349631,126.74
"Non-dispensing",46.60355452,146.06
"Non-dispensing",45.8506276,147.21
"Non-dispensing",53.03832813,137.04
"Non-dispensing",48.53609044,126.35
"Non-dispensing",55.93102991,162.58
"Non-dispensing",38.24724656,150.44
"Non-dispensing",58.58119875,127.71
"Non-dispensing",41.27471347,138.69
"Non-dispensing",43.3472975,131.51
"Non-dispensing",32.5651039,141.1
"Non-dispensing",47.86886917,140.18
"Non-dispensing",52.86322598,114.79
"Non-dispensing",37.00280603,168.79
"Non-dispensing",33.57087922,131.83
"Non-dispensing",22.08272176,143.06
"Non-dispensing",54.9089678,121.74
"Non-dispensing",23.42163311,132.45
"Non-dispensing",37.87680455,129.32
"Non-dispensing",43.92510623,137.54
"Non-dispensing",60.33614461,121.97
"Non-dispensing",40.97487581,126.7
"Non-dispensing",35.93176687,122.11
"Non-dispensing",31.62379187,124.22
"Non-dispensing",45.03682198,128.77
"Non-dispensing",48.39255127,130.38
"Non-dispensing",29.75853684,125.9
"Non-dispensing",41.19728165,137.82
"Non-dispensing",44.07346121,131.6
"Non-dispensing",40.13891765,132.31
"Non-dispensing",32.37438425,145.14
"Non-dispensing",37.36354832,142.63
"Non-dispensing",44.3583915,129.7
"Non-dispensing",33.23703881,139.27
"Non-dispensing",35.67232811,131.04
"Non-dispensing",22.82308893,138.22
"Non-dispensing",43.07593492,235.18
"Non-dispensing",18.2509822,136.76
"Non-dispensing",54.94596715,119.42
"Non-dispensing",27.0960982,256.85
"Non-dispensing",38.83394309,131.2
"Non-dispensing",45.69927321,128.67
"Non-dispensing",53.41078891,121.14
"Non-dispensing",48.2553161,140.61
"Non-dispensing",48.92108245,128.27
"Non-dispensing",34.57045702,123.25
"Non-dispensing",18.09898026,126.77
"Non-dispensing",43.33004557,121.95
"Non-dispensing",25.09552073,126.65
"Non-dispensing",32.86345417,200.62
"Non-dispensing",46.97681082,125.14
"Non-dispensing",21.46533609,155.35
"Non-dispensing",40.88786868,137.6
"Non-dispensing",44.87719143,126.28
"Non-dispensing",9.640579132,196.37
"Non-dispensing",24.44094963,122.8
"Non-dispensing",40.68593924,169.79
"Non-dispensing",26.15271532,122.97
"Non-dispensing",37.45591452,126.5
"Non-dispensing",44.37478166,136.95
"Non-dispensing",33.30708498,140.5
"Non-dispensing",30.24453429,239.08
"Non-dispensing",38.94418519,135.56
"Non-dispensing",45.19265718,131.48
"Non-dispensing",42.5818366,132.82
"Non-dispensing",30.79679905,115.97
"Non-dispensing",50.42398815,406.6
"Non-dispensing",34.24242597,123.55
"Non-dispensing",45.46904718,192.29
"Non-dispensing",26.72430322,127.14
"Non-dispensing",44.83023979,190.53
"Non-dispensing",47.09014851,156.41
"Non-dispensing",48.34693457,130.14
"Non-dispensing",24.32365329,136.1
"Non-dispensing",45.59672821,118.21
"Non-dispensing",18.96085209,129.97
"Non-dispensing",30.19852602,138.77
"Non-dispensing",38.38742714,139.1
"Non-dispensing",36.84501609,130.18
"Non-dispensing",40.93359879,140.63
"Non-dispensing",42.00628584,131.07
"Non-dispensing",34.25605417,145.78
"Non-dispensing",25.53372809,130.03
"Non-dispensing",34.34892308,132.72
"Non-dispensing",42.29587992,125.13
"Non-dispensing",28.75075485,143.57
"Non-dispensing",49.35704911,128.54
"Non-dispensing",32.77783414,152.37
"Non-dispensing",37.68723718,136.41
"Non-dispensing",50.64548836,156.12
"Non-dispensing",23.56366749,131.74
"Non-dispensing",31.83378697,128.42
"Non-dispensing",23.96318775,124.95
"Non-dispensing",24.44418251,134.53
"Non-dispensing",28.83410113,130.31
"Non-dispensing",36.90295368,121.53
"Non-dispensing",36.59986017,136.01
"Non-dispensing",48.79009835,121.49
"Non-dispensing",24.23589255,126.76
"Non-dispensing",48.81055728,135.89
"Non-dispensing",49.14247109,138
"Non-dispensing",48.03318691,121.08
"Non-dispensing",44.04481879,124.22
"Non-dispensing",24.25877706,137.02
"Non-dispensing",27.39569852,158.35
"Non-dispensing",40.96086931,117.81
"Non-dispensing",31.56832226,152.51
"Non-dispensing",47.07996478,152.15
"Non-dispensing",14.05502117,165.73
"Non-dispensing",30.71668343,153.77
"Non-dispensing",32.7590211,164.66
"Non-dispensing",34.72894397,144.03
"Non-dispensing",45.30463535,129.5
"Non-dispensing",38.66561669,154.45
"Non-dispensing",28.58862226,157.79
"Non-dispensing",43.805479,167.72
"Non-dispensing",43.75346696,146.67
"Non-dispensing",33.37305228,169.36
"Non-dispensing",26.88801804,147.14
"Non-dispensing",35.55772296,149.69
"Non-dispensing",35.96277687,157.93
"Non-dispensing",26.88517992,161.68
"Non-dispensing",52.07802601,157.98
"Non-dispensing",36.6430384,179.69
"Non-dispensing",29.71335603,157.18
"Non-dispensing",14.44208303,161.89
"Non-dispensing",50.88093325,139.66
"Non-dispensing",15.58977077,149.17
"Non-dispensing",50.56260417,136.26
"Non-dispensing",47.38469074,158.99
"Non-dispensing",44.16974038,132.78
"Non-dispensing",34.20103898,158.71
"Non-dispensing",27.72315167,151.54
"Non-dispensing",32.55664507,159.07
"Non-dispensing",48.90450889,149.29
"Non-dispensing",26.4723262,148.37
"Non-dispensing",39.96574419,156.98
"Non-dispensing",47.04236182,133.86
"Non-dispensing",9.028197975,152.4
"Non-dispensing",33.41882929,147.43
"Non-dispensing",28.86213222,142.87
"Non-dispensing",15.10777968,168.58
"Non-dispensing",9.647068572,174.46
"Non-dispensing",14.19148411,152.35
"Non-dispensing",24.15854995,200.63
"Non-dispensing",37.09556131,141.91
"Non-dispensing",12.81604689,162.43
"Non-dispensing",22.86319842,160.79
"Non-dispensing",26.7577824,159.53
"Non-dispensing",5.80687586,184.45
"Non-dispensing",22.50913673,153.03
"Non-dispensing",19.21880172,157.41
"Non-dispensing",28.96501151,154.58
"Non-dispensing",26.58136489,189.32
"Non-dispensing",18.31281436,171.49
"Non-dispensing",14.65411579,159.28
"Non-dispensing",15.3061309,198
"Non-dispensing",12.98513255,178.08
"Non-dispensing",11.28967003,165.68
"Non-dispensing",21.01315663,155.98
"Non-dispensing",19.64535694,164.36
"Non-dispensing",31.49194689,294.01
"Non-dispensing",5.591654762,157.02
"Non-dispensing",15.45872911,190.69
"Non-dispensing",62.14585215,166.3
"Non-dispensing",27.73856963,160.57
"Non-dispensing",17.06136526,154.21
"Non-dispensing",39.88312646,148.04
"Non-dispensing",9.791364869,166.37
"Non-dispensing",23.08606084,193.01
"Non-dispensing",30.73556935,161.88
"Non-dispensing",30.69301178,121.15
"Non-dispensing",36.32991885,124.36
"Non-dispensing",25.73813638,121.82
"Non-dispensing",27.07211551,135.61
"Non-dispensing",18.42114167,128.57
"Non-dispensing",30.20731676,132.94
"Non-dispensing",36.41474433,130.08
"Non-dispensing",26.66219103,131.24
"Non-dispensing",39.92077098,123.56
"Non-dispensing",33.21858393,147.87
"Non-dispensing",55.3471935,114.79
"Non-dispensing",32.66611297,150.5
"Non-dispensing",27.72210122,155.99
"Non-dispensing",32.65221082,133.13
"Non-dispensing",31.17914395,134.9
"Non-dispensing",38.85144338,127.11
"Non-dispensing",30.94962124,211.24
"Non-dispensing",37.96308571,127.83
"Non-dispensing",29.99022081,158.08
"Non-dispensing",34.59779506,127.25
"Non-dispensing",29.66703859,137.05
"Non-dispensing",29.78372765,139.06
"Non-dispensing",40.19954085,134.71
"Non-dispensing",22.0356933,120.23
"Non-dispensing",39.16295218,235.85
"Non-dispensing",22.84352669,134.53
"Non-dispensing",32.34606898,122.98
"Non-dispensing",26.73921128,116.5
"Non-dispensing",9.041271933,148.38
"Non-dispensing",8.12217577,143.19
"Non-dispensing",14.66912757,136.97
"Non-dispensing",13.52349896,136.69
"Non-dispensing",6.3887439,156.15
"Non-dispensing",13.05672878,150.58
"Non-dispensing",6.15368855,218.09
"Non-dispensing",14.98079149,168.44
"Non-dispensing",26.4186264,140.83
"Non-dispensing",10.94944882,169.29
"Non-dispensing",10.73988519,173.73
"Non-dispensing",16.62047185,126.79
"Non-dispensing",22.75669313,186.46
"Non-dispensing",44.13843125,156.42
"Non-dispensing",38.09964073,131.7
"Non-dispensing",16.47239868,155.88
"Non-dispensing",43.72973382,178.25
"Non-dispensing",14.78026561,134.6
"Non-dispensing",13.16302458,136.43
"Non-dispensing",9.08880728,146.63
"Non-dispensing",7.275787873,146.94
"Non-dispensing",11.65325084,131.07
"Non-dispensing",10.08025979,124.21
"Non-dispensing",23.73644856,121.06
"Non-dispensing",27.3767746,127.72
"Non-dispensing",8.439443465,127.59
"Non-dispensing",9.874371494,61.93
"Non-dispensing",19.1880285,133.23
"Non-dispensing",15.35502011,143.15
"Non-dispensing",29.23643353,134.71
"Non-dispensing",26.11121266,131.32
"Non-dispensing",23.51284884,149.37
"Non-dispensing",33.90358184,137.94
"Non-dispensing",33.84548574,138.02
"Non-dispensing",25.91936391,159.47
"Non-dispensing",24.08617719,152.7
"Non-dispensing",31.90267126,154.41
"Non-dispensing",23.4452093,135.76
"Non-dispensing",11.5010247,158.66
"Non-dispensing",21.24235258,144.11
"Non-dispensing",25.46662934,162.26
"Non-dispensing",10.63650205,150.92
"Non-dispensing",36.27099714,135.31
"Non-dispensing",14.48159085,163.18
"Non-dispensing",33.60209673,137.73
"Non-dispensing",30.04926228,150.04
"Non-dispensing",23.34709829,150.65
"Non-dispensing",31.9648,137.29
"Non-dispensing",23.59634245,139.89
"Non-dispensing",33.28087142,148.4
"Non-dispensing",25.33860863,139.24
"Non-dispensing",32.6120105,128.62
"Non-dispensing",25.03294349,148.58
"Non-dispensing",20.31874974,157.16
"Non-dispensing",12.18430632,144.6
"Non-dispensing",20.57520242,152.55
"Non-dispensing",30.29324688,152
"Non-dispensing",32.17492821,134.33
"Non-dispensing",13.93632384,154.77
"Non-dispensing",29.35677813,136.64
"Non-dispensing",34.28952275,132.62
"Non-dispensing",39.91089266,191.46
"Non-dispensing",37.81769259,106.93
"Non-dispensing",29.81826139,132.82
"Non-dispensing",31.06551163,136.61
"Non-dispensing",22.82173861,148.57
"Non-dispensing",29.7895,137.28
"Non-dispensing",25.77311892,142.25
"Non-dispensing",31.75223094,118.74
"Non-dispensing",16.3949301,139.05
"Non-dispensing",22.05372093,131.5
"Non-dispensing",21.70917024,159.43
"Non-dispensing",13.04262156,138.82
"Non-dispensing",20.05279459,157.12
"Non-dispensing",18.3785492,136.16
"Non-dispensing",26.66229124,139.51
"Non-dispensing",31.69004489,155.9
"Non-dispensing",28.74356251,160.87
"Non-dispensing",25.06905007,143.78
"Non-dispensing",24.8236157,194.36
"Non-dispensing",34.54518444,140.02
"Non-dispensing",36.42803603,121.59
"Non-dispensing",46.82193862,455.76
"Non-dispensing",23.11984427,150.08
"Non-dispensing",19.1896193,211.27
"Non-dispensing",20.88714195,154.06
"Non-dispensing",56.35087909,145.97
"Non-dispensing",31.64088319,220.95
"Non-dispensing",25.23603496,122.51
"Non-dispensing",19.62367766,125.63
"Non-dispensing",32.86916914,155.01
"Non-dispensing",39.84339286,124.97
"Non-dispensing",9.968927359,175.81
"Non-dispensing",43.13046722,148.56
"Non-dispensing",29.47514879,155.73
"Non-dispensing",31.64056898,135.59
"Non-dispensing",38.69688623,145.55
"Non-dispensing",8.899676631,139.08
"Non-dispensing",11.36110149,177.76
"Non-dispensing",24.26258576,121.2
