"Practice.Code","ICB.NAME","IMD","IMD_quintile"
"J82134","Hampshire and Isle of Wight",17.85850916,2
"J82135","Frimley",4.707526411,1
"J82136","Hampshire and Isle of Wight",9.939088058,1
"J82138","Hampshire and Isle of Wight",7.37119084,1
"J82139","Hampshire and Isle of Wight",10.12595385,1
"J82142","Frimley",15.38052783,2
"J82143","Hampshire and Isle of Wight",4.953855723,1
"J82144","Hampshire and Isle of Wight",14.88049626,2
"J82145","Hampshire and Isle of Wight",10.37460623,1
"J82146","Hampshire and Isle of Wight",13.176729,2
"J82147","Hampshire and Isle of Wight",7.092496786,1
"J82149","Hampshire and Isle of Wight",26.53288066,4
"J82150","Hampshire and Isle of Wight",10.88643262,1
"J82151","Hampshire and Isle of Wight",11.41805654,1
"J82152","Hampshire and Isle of Wight",23.59754295,3
"J82154","Hampshire and Isle of Wight",11.58217868,1
"J82155","Hampshire and Isle of Wight",30.2593792,4
"J82156","Hampshire and Isle of Wight",14.41790812,2
"J82157","Hampshire and Isle of Wight",11.85805757,1
"J82161","Hampshire and Isle of Wight",10.82732017,1
"J82163","Hampshire and Isle of Wight",12.66260201,1
"J82164","Hampshire and Isle of Wight",10.89727915,1
"J82169","Hampshire and Isle of Wight",12.77393764,1
"J82174","Hampshire and Isle of Wight",6.063463817,1
"J82178","Frimley",20.23707804,3
"J82180","Hampshire and Isle of Wight",19.22101841,3
"J82181","Frimley",23.22365534,3
"J82183","Hampshire and Isle of Wight",16.23276043,2
"J82184","Hampshire and Isle of Wight",15.29578435,2
"J82194","Hampshire and Isle of Wight",22.80002796,3
"J82196","Hampshire and Isle of Wight",31.24774946,4
"J82198","Frimley",19.61415819,3
"J82199","Hampshire and Isle of Wight",29.59595422,4
"J82201","Hampshire and Isle of Wight",11.35392202,1
"J82207","Hampshire and Isle of Wight",19.13579611,3
"J82208","Hampshire and Isle of Wight",27.54369559,4
"J82210","Hampshire and Isle of Wight",16.28588643,2
"J82213","Hampshire and Isle of Wight",33.73243387,5
"J82214","Hampshire and Isle of Wight",9.39437452,1
"J82215","Hampshire and Isle of Wight",9.614985685,1
"J82216","Hampshire and Isle of Wight",7.578873451,1
"J82218","Hampshire and Isle of Wight",8.783586995,1
"J82605","Hampshire and Isle of Wight",19.01644115,3
"J82622","Hampshire and Isle of Wight",27.5784321,4
"J82625","Hampshire and Isle of Wight",8.685770781,1
"J82628","Frimley",5.638828445,1
"J82630","Frimley",13.0353602,2
"J82633","Hampshire and Isle of Wight",12.74941294,1
"J82639","Hampshire and Isle of Wight",8.632059635,1
"J82640","Hampshire and Isle of Wight",8.664299963,1
"J82646","Hampshire and Isle of Wight",34.58161433,5
"J82663","Hampshire and Isle of Wight",17.67622923,2
"J82669","Hampshire and Isle of Wight",26.40421688,4
"J83001","Bath and North East Somerset, Swindon and Wiltshire",14.77251394,2
"J83002","Bath and North East Somerset, Swindon and Wiltshire",12.03594535,1
"J83003","Bath and North East Somerset, Swindon and Wiltshire",14.31709414,2
"J83004","Bath and North East Somerset, Swindon and Wiltshire",9.613080733,1
"J83005","Bath and North East Somerset, Swindon and Wiltshire",11.9719608,1
"J83006","Bath and North East Somerset, Swindon and Wiltshire",11.69375907,1
"J83007","Bath and North East Somerset, Swindon and Wiltshire",12.9723976,2
"J83008","Bath and North East Somerset, Swindon and Wiltshire",16.79498149,2
"J83009","Bath and North East Somerset, Swindon and Wiltshire",11.87066548,1
"J83010","Bath and North East Somerset, Swindon and Wiltshire",13.06994966,2
"J83011","Bath and North East Somerset, Swindon and Wiltshire",16.09340253,2
"J83013","Bath and North East Somerset, Swindon and Wiltshire",10.2996611,1
"J83014","Bath and North East Somerset, Swindon and Wiltshire",15.17883042,2
"J83016","Bath and North East Somerset, Swindon and Wiltshire",17.20558222,2
"J83018","Bath and North East Somerset, Swindon and Wiltshire",14.72837614,2
"J83019","Bath and North East Somerset, Swindon and Wiltshire",15.08903959,2
"J83021","Bath and North East Somerset, Swindon and Wiltshire",16.09132457,2
"J83022","Bath and North East Somerset, Swindon and Wiltshire",12.73801957,1
"J83023","Bath and North East Somerset, Swindon and Wiltshire",11.59709548,1
"J83024","Bath and North East Somerset, Swindon and Wiltshire",34.13735831,5
"J83026","Bath and North East Somerset, Swindon and Wiltshire",13.60221893,2
"J83027","Bath and North East Somerset, Swindon and Wiltshire",29.01371512,4
"J83029","Bath and North East Somerset, Swindon and Wiltshire",12.82042223,2
"J83030","Bath and North East Somerset, Swindon and Wiltshire",10.6785178,1
"J83031","Bath and North East Somerset, Swindon and Wiltshire",23.33295257,3
"J83033","Bath and North East Somerset, Swindon and Wiltshire",23.33080996,3
"J83034","Bath and North East Somerset, Swindon and Wiltshire",15.49449588,2
"J83035","Bath and North East Somerset, Swindon and Wiltshire",23.81424008,3
"J83036","Bath and North East Somerset, Swindon and Wiltshire",16.11646543,2
"J83037","Bath and North East Somerset, Swindon and Wiltshire",12.44911029,1
"J83038","Bath and North East Somerset, Swindon and Wiltshire",34.60552696,5
"J83039","Bath and North East Somerset, Swindon and Wiltshire",15.59706702,2
"J83040","Bath and North East Somerset, Swindon and Wiltshire",15.06590895,2
"J83041","Bath and North East Somerset, Swindon and Wiltshire",10.02376405,1
"J83042","Bath and North East Somerset, Swindon and Wiltshire",13.32360729,2
"J83043","Bath and North East Somerset, Swindon and Wiltshire",8.884862411,1
"J83045","Bath and North East Somerset, Swindon and Wiltshire",7.920233111,1
"J83046","Bath and North East Somerset, Swindon and Wiltshire",15.42044684,2
"J83047","Bath and North East Somerset, Swindon and Wiltshire",20.73771794,3
"J83048","Bath and North East Somerset, Swindon and Wiltshire",12.70810145,1
"J83049","Bath and North East Somerset, Swindon and Wiltshire",15.25080885,2
"J83050","Bath and North East Somerset, Swindon and Wiltshire",12.9705954,2
"J83052","Bath and North East Somerset, Swindon and Wiltshire",14.47574348,2
"J83053","Bath and North East Somerset, Swindon and Wiltshire",15.50266128,2
"J83055","Bath and North East Somerset, Swindon and Wiltshire",11.68000089,1
"J83056","Bath and North East Somerset, Swindon and Wiltshire",11.00442102,1
"J83057","Bath and North East Somerset, Swindon and Wiltshire",13.61038522,2
"J83058","Bath and North East Somerset, Swindon and Wiltshire",16.15783824,2
"J83059","Bath and North East Somerset, Swindon and Wiltshire",14.15801576,2
"J83060","Bath and North East Somerset, Swindon and Wiltshire",14.66454652,2
"J83064","Bath and North East Somerset, Swindon and Wiltshire",12.49293676,1
"J83601","Bath and North East Somerset, Swindon and Wiltshire",11.12334463,1
"J83603","Bath and North East Somerset, Swindon and Wiltshire",11.79332095,1
"J83609","Bath and North East Somerset, Swindon and Wiltshire",10.33058916,1
"J83615","Bath and North East Somerset, Swindon and Wiltshire",12.0777803,1
"J83618","Bath and North East Somerset, Swindon and Wiltshire",10.44240404,1
"J83619","Bath and North East Somerset, Swindon and Wiltshire",11.8400404,1
"J83625","Bath and North East Somerset, Swindon and Wiltshire",9.798491544,1
"J83629","Bath and North East Somerset, Swindon and Wiltshire",15.33742228,2
"J83630","Bath and North East Somerset, Swindon and Wiltshire",18.09822767,2
"J83633","Bath and North East Somerset, Swindon and Wiltshire",16.86568732,2
"J83645","Bath and North East Somerset, Swindon and Wiltshire",21.78342354,3
"J83646","Bath and North East Somerset, Swindon and Wiltshire",20.02933712,3
"J84003","Hampshire and Isle of Wight",28.4153547,4
"J84004","Hampshire and Isle of Wight",24.03324371,3
"J84005","Hampshire and Isle of Wight",26.4441091,4
"J84007","Hampshire and Isle of Wight",12.60768875,1
"J84008","Hampshire and Isle of Wight",25.69132014,4
"J84011","Hampshire and Isle of Wight",23.75911393,3
"J84012","Hampshire and Isle of Wight",26.95532296,4
"J84013","Hampshire and Isle of Wight",26.29910677,4
"J84015","Hampshire and Isle of Wight",15.56577933,2
"J84016","Hampshire and Isle of Wight",20.96054241,3
"J84017","Hampshire and Isle of Wight",23.49796549,3
"J84019","Hampshire and Isle of Wight",20.58974347,3
"K81001","Frimley",11.70558724,1
"K81002","Buckinghamshire, Oxfordshire and Berkshire West",11.85799096,1
"K81003","Buckinghamshire, Oxfordshire and Berkshire West",7.735676407,1
"K81004","Buckinghamshire, Oxfordshire and Berkshire West",15.96886517,2
"K81005","Frimley",23.58277051,3
"K81006","Frimley",6.763071784,1
"K81007","Buckinghamshire, Oxfordshire and Berkshire West",21.49758231,3
"K81010","Frimley",4.366949186,1
"K81012","Buckinghamshire, Oxfordshire and Berkshire West",7.010525582,1
"K81014","Buckinghamshire, Oxfordshire and Berkshire West",9.466208989,1
"K81015","Frimley",9.990138253,1
"K81017","Buckinghamshire, Oxfordshire and Berkshire West",10.4637569,1
"K81018","Frimley",7.596110637,1
"K81019","Frimley",12.64920518,1
"K81020","Frimley",9.054326457,1
"K81021","Frimley",13.25222315,2
"K81022","Buckinghamshire, Oxfordshire and Berkshire West",5.982014919,1
"K81024","Frimley",20.83829724,3
"K81025","Buckinghamshire, Oxfordshire and Berkshire West",5.85351653,1
"K81026","Buckinghamshire, Oxfordshire and Berkshire West",23.52818018,3
"K81027","Buckinghamshire, Oxfordshire and Berkshire West",9.729292005,1
"K81028","Frimley",4.158260984,1
"K81030","Frimley",12.91043014,2
"K81034","Frimley",25.50615718,4
"K81036","Frimley",10.68994923,1
"K81039","Frimley",28.53713649,4
"K81040","Buckinghamshire, Oxfordshire and Berkshire West",25.63478787,4
"K81041","Buckinghamshire, Oxfordshire and Berkshire West",8.065128797,1
"K81042","Frimley",5.964077899,1
"K81043","Frimley",23.57285704,3
"K81045","Buckinghamshire, Oxfordshire and Berkshire West",8.558657388,1
"K81046","Frimley",7.877238581,1
"K81047","Buckinghamshire, Oxfordshire and Berkshire West",4.836976604,1
"K81048","Buckinghamshire, Oxfordshire and Berkshire West",29.6075524,4
"K81050","Buckinghamshire, Oxfordshire and Berkshire West",10.42629711,1
"K81051","Buckinghamshire, Oxfordshire and Berkshire West",8.078574816,1
"K81052","Buckinghamshire, Oxfordshire and Berkshire West",13.95671468,2
"K81055","Buckinghamshire, Oxfordshire and Berkshire West",6.481915885,1
"K81056","Buckinghamshire, Oxfordshire and Berkshire West",15.26991171,2
"K81057","Buckinghamshire, Oxfordshire and Berkshire West",11.07932504,1
"K81059","Frimley",8.72587361,1
"K81060","Frimley",7.084388195,1
"K81062","Buckinghamshire, Oxfordshire and Berkshire West",21.47497527,3
"K81063","Buckinghamshire, Oxfordshire and Berkshire West",12.06309546,1
"K81066","Frimley",7.636103142,1
"K81068","Frimley",7.878688808,1
"K81069","Buckinghamshire, Oxfordshire and Berkshire West",5.416718228,1
"K81070","Buckinghamshire, Oxfordshire and Berkshire West",4.765480243,1
"K81073","Buckinghamshire, Oxfordshire and Berkshire West",9.550914805,1
"K81074","Frimley",7.550775466,1
"K81075","Frimley",23.33626986,3
"K81076","Frimley",5.457959442,1
"K81077","Buckinghamshire, Oxfordshire and Berkshire West",11.57582374,1
"K81078","Buckinghamshire, Oxfordshire and Berkshire West",20.66840289,3
"K81080","Buckinghamshire, Oxfordshire and Berkshire West",6.401621765,1
"K81081","Buckinghamshire, Oxfordshire and Berkshire West",23.19218174,3
"K81082","Frimley",19.24352731,3
"K81083","Frimley",23.32608062,3
"K81084","Frimley",7.188548885,1
"K81085","Frimley",23.01483487,3
"K81086","Frimley",24.01985803,3
"K81087","Frimley",14.77525098,2
"K81089","Frimley",25.20391612,4
"K81092","Buckinghamshire, Oxfordshire and Berkshire West",3.933291177,1
"K81094","Frimley",14.82040063,2
"K81097","Frimley",7.801558691,1
"K81100","Buckinghamshire, Oxfordshire and Berkshire West",14.25554178,2
"K81102","Buckinghamshire, Oxfordshire and Berkshire West",7.65987967,1
"K81103","Buckinghamshire, Oxfordshire and Berkshire West",10.06183176,1
"K81605","Buckinghamshire, Oxfordshire and Berkshire West",15.61899671,2
"K81607","Frimley",11.799484,1
"K81608","Frimley",22.38625833,3
"K81610","Frimley",13.0756081,2
"K81616","Frimley",22.80698359,3
"K81622","Buckinghamshire, Oxfordshire and Berkshire West",8.588125367,1
"K81630","Frimley",10.96499245,1
"K81633","Buckinghamshire, Oxfordshire and Berkshire West",20.04382348,3
"K81636","Buckinghamshire, Oxfordshire and Berkshire West",19.17680923,3
"K81638","Buckinghamshire, Oxfordshire and Berkshire West",8.267169263,1
"K81644","Buckinghamshire, Oxfordshire and Berkshire West",14.06276145,2
"K81645","Frimley",23.66652011,3
"K81651","Buckinghamshire, Oxfordshire and Berkshire West",18.47095353,3
"K81655","Frimley",6.637265994,1
"K81656","Frimley",11.90976705,1
"K81657","Frimley",15.8215553,2
"K82001","Buckinghamshire, Oxfordshire and Berkshire West",6.141517328,1
"K82003","Bedfordshire, Luton and Milton Keynes",24.90912953,4
"K82004","Buckinghamshire, Oxfordshire and Berkshire West",5.968071871,1
"K82006","Buckinghamshire, Oxfordshire and Berkshire West",12.37071828,1
"K82007","Buckinghamshire, Oxfordshire and Berkshire West",10.58460482,1
"K82008","Buckinghamshire, Oxfordshire and Berkshire West",6.123139392,1
"K82009","Bedfordshire, Luton and Milton Keynes",11.14478159,1
"K82010","Buckinghamshire, Oxfordshire and Berkshire West",13.95582907,2
"K82011","Buckinghamshire, Oxfordshire and Berkshire West",6.062972003,1
"K82012","Buckinghamshire, Oxfordshire and Berkshire West",3.404973209,1
"K82013","Bedfordshire, Luton and Milton Keynes",19.27508286,3
"K82014","Buckinghamshire, Oxfordshire and Berkshire West",12.7117543,1
"K82015","Bedfordshire, Luton and Milton Keynes",18.40192352,3
"K82016","Bedfordshire, Luton and Milton Keynes",10.62819685,1
"K82017","Buckinghamshire, Oxfordshire and Berkshire West",11.22665447,1
"K82018","Buckinghamshire, Oxfordshire and Berkshire West",19.94661824,3
"K82019","Buckinghamshire, Oxfordshire and Berkshire West",17.76232198,2
"K82020","Buckinghamshire, Oxfordshire and Berkshire West",11.79993069,1
"K82021","Buckinghamshire, Oxfordshire and Berkshire West",7.717397572,1
"K82022","Buckinghamshire, Oxfordshire and Berkshire West",15.32796174,2
"K82023","Buckinghamshire, Oxfordshire and Berkshire West",7.937154291,1
"K82024","Buckinghamshire, Oxfordshire and Berkshire West",11.65459185,1
"K82025","Bedfordshire, Luton and Milton Keynes",17.12085398,2
"K82026","Bedfordshire, Luton and Milton Keynes",17.70718069,2
"K82027","Bedfordshire, Luton and Milton Keynes",23.1407993,3
"K82028","Buckinghamshire, Oxfordshire and Berkshire West",6.656840346,1
"K82029","Buckinghamshire, Oxfordshire and Berkshire West",11.4405934,1
"K82030","Buckinghamshire, Oxfordshire and Berkshire West",16.38479872,2
"K82031","Buckinghamshire, Oxfordshire and Berkshire West",9.636994171,1
"K82032","Bedfordshire, Luton and Milton Keynes",20.6457996,3
"K82033","Buckinghamshire, Oxfordshire and Berkshire West",14.32503957,2
"K82035","Buckinghamshire, Oxfordshire and Berkshire West",4.91447572,1
"K82036","Buckinghamshire, Oxfordshire and Berkshire West",15.44956163,2
"K82037","Buckinghamshire, Oxfordshire and Berkshire West",10.79942243,1
"K82038","Buckinghamshire, Oxfordshire and Berkshire West",13.52522744,2
"K82039","Bedfordshire, Luton and Milton Keynes",17.44725163,2
"K82040","Buckinghamshire, Oxfordshire and Berkshire West",17.0376727,2
"K82044","Buckinghamshire, Oxfordshire and Berkshire West",13.65040285,2
"K82045","Buckinghamshire, Oxfordshire and Berkshire West",8.781674334,1
"K82046","Buckinghamshire, Oxfordshire and Berkshire West",4.566269799,1
"K82047","Buckinghamshire, Oxfordshire and Berkshire West",7.729876221,1
"K82048","Buckinghamshire, Oxfordshire and Berkshire West",10.28136304,1
"K82049","Buckinghamshire, Oxfordshire and Berkshire West",4.174574876,1
"K82051","Buckinghamshire, Oxfordshire and Berkshire West",4.349250226,1
"K82053","Buckinghamshire, Oxfordshire and Berkshire West",14.17795348,2
"K82054","Bedfordshire, Luton and Milton Keynes",38.87218614,5
"K82055","Buckinghamshire, Oxfordshire and Berkshire West",12.34847462,1
"K82057","Bedfordshire, Luton and Milton Keynes",7.026101362,1
"K82058","Buckinghamshire, Oxfordshire and Berkshire West",11.72714182,1
"K82059","Bedfordshire, Luton and Milton Keynes",25.99570563,4
"K82060","Bedfordshire, Luton and Milton Keynes",18.45765931,3
"K82061","Buckinghamshire, Oxfordshire and Berkshire West",8.471127327,1
"K82064","Bedfordshire, Luton and Milton Keynes",25.58244068,4
"K82065","Bedfordshire, Luton and Milton Keynes",22.50379483,3
"K82066","Buckinghamshire, Oxfordshire and Berkshire West",6.661513921,1
"K82067","Bedfordshire, Luton and Milton Keynes",12.37950331,1
"K82068","Buckinghamshire, Oxfordshire and Berkshire West",10.96138827,1
"K82070","Buckinghamshire, Oxfordshire and Berkshire West",8.361205309,1
"K82073","Buckinghamshire, Oxfordshire and Berkshire West",6.443036047,1
"K82074","Bedfordshire, Luton and Milton Keynes",10.6459523,1
"K82076","Bedfordshire, Luton and Milton Keynes",11.17996569,1
"K82078","Buckinghamshire, Oxfordshire and Berkshire West",6.157605564,1
"K82079","Buckinghamshire, Oxfordshire and Berkshire West",9.992240901,1
"K82603","Buckinghamshire, Oxfordshire and Berkshire West",15.96908617,2
"K82610","Bedfordshire, Luton and Milton Keynes",40.98468533,5
"K82615","Bedfordshire, Luton and Milton Keynes",12.73295955,1
"K82617","Bedfordshire, Luton and Milton Keynes",10.15732369,1
"K82618","Buckinghamshire, Oxfordshire and Berkshire West",5.649779642,1
"K82621","Buckinghamshire, Oxfordshire and Berkshire West",6.252535733,1
"K82631","Bedfordshire, Luton and Milton Keynes",9.958936272,1
"K82633","Bedfordshire, Luton and Milton Keynes",11.06438274,1
"K83002","Northamptonshire",26.05460085,4
"K83003","Northamptonshire",25.1205521,4
"K83005","Northamptonshire",29.35914699,4
"K83006","Northamptonshire",20.79856043,3
"K83007","Northamptonshire",16.59422607,2
"K83008","Northamptonshire",16.13394048,2
"K83009","Northamptonshire",13.68553348,2
"K83010","Northamptonshire",20.75439634,3
"K83011","Northamptonshire",21.04706493,3
"K83012","Northamptonshire",22.10720887,3
"K83013","Northamptonshire",23.85579313,3
"K83014","Northamptonshire",26.64749184,4
"K83015","Northamptonshire",18.25809187,2
"K83017","Cambridgeshire and Peterborough",13.3020694,2
"K83018","Northamptonshire",7.061871845,1
"K83019","Northamptonshire",10.86795172,1
"K83020","Northamptonshire",33.12563771,5
"K83021","Northamptonshire",15.72527824,2
"K83022","Northamptonshire",8.18338252,1
"K83023","Northamptonshire",9.520652182,1
"K83024","Northamptonshire",17.20319348,2
"K83025","Northamptonshire",29.52869671,4
"K83026","Northamptonshire",26.26396294,4
"K83027","Northamptonshire",27.05096192,4
"K83028","Northamptonshire",17.84395896,2
"K83029","Northamptonshire",21.69766562,3
"K83030","Northamptonshire",13.18291911,2
"K83031","Northamptonshire",11.97424039,1
"K83032","Northamptonshire",17.75301224,2
"K83035","Northamptonshire",24.48986219,3
"K83036","Northamptonshire",21.14140671,3
"K83037","Northamptonshire",15.03238462,2
"K83039","Northamptonshire",20.84862046,3
"K83040","Northamptonshire",30.87290254,4
"K83041","Northamptonshire",18.42639922,3
"K83042","Northamptonshire",23.40127202,3
"K83043","Northamptonshire",23.43536138,3
"K83044","Northamptonshire",15.53239217,2
"K83047","Northamptonshire",22.86816349,3
"K83048","Northamptonshire",32.93892038,5
"K83049","Northamptonshire",7.545144452,1
"K83050","Northamptonshire",24.60594649,4
"K83051","Northamptonshire",22.64777938,3
"K83052","Northamptonshire",7.41541798,1
"K83053","Northamptonshire",10.07588481,1
"K83055","Northamptonshire",8.86250159,1
"K83056","Northamptonshire",22.84547158,3
"K83059","Northamptonshire",29.88951155,4
"K83064","Northamptonshire",8.575078918,1
"K83065","Northamptonshire",9.981697872,1
"K83066","Northamptonshire",11.05271865,1
"K83068","Northamptonshire",8.490024466,1
"K83069","Northamptonshire",13.50008986,2
"K83070","Northamptonshire",11.2085787,1
"K83076","Northamptonshire",31.35027781,4
"K83077","Northamptonshire",22.90279586,3
"K83079","Northamptonshire",10.5066645,1
"K83080","Northamptonshire",11.9932001,1
"K83081","Northamptonshire",20.38521519,3
"K83601","Northamptonshire",11.43394915,1
"K83607","Northamptonshire",22.50300541,3
"K83610","Northamptonshire",9.363012867,1
"K83614","Northamptonshire",25.34550493,4
"K83616","Northamptonshire",10.13445148,1
"K83618","Northamptonshire",31.5757756,4
"K83620","Northamptonshire",7.655478175,1
"K83621","Northamptonshire",31.49030322,4
"K83622","Northamptonshire",20.74923638,3
"K83625","Northamptonshire",10.76634324,1
"K84001","Buckinghamshire, Oxfordshire and Berkshire West",7.329774488,1
"K84002","Buckinghamshire, Oxfordshire and Berkshire West",10.81829284,1
"K84003","Buckinghamshire, Oxfordshire and Berkshire West",13.38881295,2
"K84004","Buckinghamshire, Oxfordshire and Berkshire West",21.31270886,3
"K84006","Buckinghamshire, Oxfordshire and Berkshire West",7.196100461,1
"K84007","Buckinghamshire, Oxfordshire and Berkshire West",20.48542351,3
"K84008","Buckinghamshire, Oxfordshire and Berkshire West",9.107304288,1
"K84009","Buckinghamshire, Oxfordshire and Berkshire West",13.73887774,2
"K84010","Buckinghamshire, Oxfordshire and Berkshire West",8.184828458,1
"K84011","Buckinghamshire, Oxfordshire and Berkshire West",9.489270445,1
"K84012","Bath and North East Somerset, Swindon and Wiltshire",6.609062204,1
"K84013","Buckinghamshire, Oxfordshire and Berkshire West",15.53226557,2
"K84014","Buckinghamshire, Oxfordshire and Berkshire West",8.709977734,1
"K84015","Buckinghamshire, Oxfordshire and Berkshire West",11.43253123,1
"K84016","Buckinghamshire, Oxfordshire and Berkshire West",14.86127967,2
"K84017","Buckinghamshire, Oxfordshire and Berkshire West",9.861442829,1
"K84019","Buckinghamshire, Oxfordshire and Berkshire West",8.772883885,1
"K84020","Buckinghamshire, Oxfordshire and Berkshire West",5.819844518,1
"K84021","Buckinghamshire, Oxfordshire and Berkshire West",9.338424306,1
"K84023","Buckinghamshire, Oxfordshire and Berkshire West",16.34176946,2
"K84024","Buckinghamshire, Oxfordshire and Berkshire West",19.96394023,3
"K84025","Buckinghamshire, Oxfordshire and Berkshire West",6.492706944,1
"K84026","Buckinghamshire, Oxfordshire and Berkshire West",10.1812273,1
"K84027","Buckinghamshire, Oxfordshire and Berkshire West",9.862466778,1
"K84028","Buckinghamshire, Oxfordshire and Berkshire West",18.77737202,3
"K84030","Buckinghamshire, Oxfordshire and Berkshire West",12.06798616,1
"K84031","Buckinghamshire, Oxfordshire and Berkshire West",31.88046702,4
"K84032","Buckinghamshire, Oxfordshire and Berkshire West",20.15270994,3
"K84033","Buckinghamshire, Oxfordshire and Berkshire West",9.027106355,1
"K84034","Buckinghamshire, Oxfordshire and Berkshire West",11.02879572,1
"K84035","Buckinghamshire, Oxfordshire and Berkshire West",7.187684421,1
"K84036","Buckinghamshire, Oxfordshire and Berkshire West",5.637161143,1
"K84037","Buckinghamshire, Oxfordshire and Berkshire West",8.028445085,1
"K84038","Buckinghamshire, Oxfordshire and Berkshire West",13.02990661,2
"K84041","Buckinghamshire, Oxfordshire and Berkshire West",8.963036122,1
"K84042","Buckinghamshire, Oxfordshire and Berkshire West",6.642194907,1
"K84043","Buckinghamshire, Oxfordshire and Berkshire West",9.87820965,1
"K84044","Buckinghamshire, Oxfordshire and Berkshire West",13.34942159,2
"K84045","Buckinghamshire, Oxfordshire and Berkshire West",10.31937762,1
"K84046","Buckinghamshire, Oxfordshire and Berkshire West",7.260643913,1
"K84047","Buckinghamshire, Oxfordshire and Berkshire West",9.62128287,1
"K84048","Buckinghamshire, Oxfordshire and Berkshire West",19.11198331,3
"K84049","Buckinghamshire, Oxfordshire and Berkshire West",15.90898984,2
"K84050","Buckinghamshire, Oxfordshire and Berkshire West",7.820351703,1
"K84051","Buckinghamshire, Oxfordshire and Berkshire West",9.554552887,1
"K84052","Buckinghamshire, Oxfordshire and Berkshire West",13.06331288,2
"K84054","Buckinghamshire, Oxfordshire and Berkshire West",9.587794594,1
"K84055","Buckinghamshire, Oxfordshire and Berkshire West",10.1296774,1
"K84056","Buckinghamshire, Oxfordshire and Berkshire West",13.65388433,2
"K84058","Buckinghamshire, Oxfordshire and Berkshire West",9.491578057,1
"K84059","Buckinghamshire, Oxfordshire and Berkshire West",14.14276103,2
"K84060","Buckinghamshire, Oxfordshire and Berkshire West",17.46602585,2
"K84062","Buckinghamshire, Oxfordshire and Berkshire West",19.23966012,3
"K84063","Buckinghamshire, Oxfordshire and Berkshire West",19.96472044,3
"K84065","Buckinghamshire, Oxfordshire and Berkshire West",12.05067954,1
"K84071","Buckinghamshire, Oxfordshire and Berkshire West",5.250787215,1
"K84072","Buckinghamshire, Oxfordshire and Berkshire West",9.869814855,1
"K84075","Buckinghamshire, Oxfordshire and Berkshire West",8.449670638,1
"K84078","Buckinghamshire, Oxfordshire and Berkshire West",14.61990045,2
"K84079","Buckinghamshire, Oxfordshire and Berkshire West",6.358225067,1
"K84080","Buckinghamshire, Oxfordshire and Berkshire West",13.34854198,2
"K84082","Buckinghamshire, Oxfordshire and Berkshire West",10.83101651,1
"K84605","Buckinghamshire, Oxfordshire and Berkshire West",15.63955926,2
"K84610","Buckinghamshire, Oxfordshire and Berkshire West",7.499100241,1
"K84613","Buckinghamshire, Oxfordshire and Berkshire West",10.35509188,1
"K84618","Buckinghamshire, Oxfordshire and Berkshire West",9.299066143,1
"K84624","Buckinghamshire, Oxfordshire and Berkshire West",7.846628208,1
"L81004","Bristol, North Somerset and South Gloucestershire",7.495707543,1
"L81007","Bristol, North Somerset and South Gloucestershire",24.06602075,3
"L81008","Bristol, North Somerset and South Gloucestershire",31.72147288,4
"L81009","Bristol, North Somerset and South Gloucestershire",26.19792585,4
"L81010","Bath and North East Somerset, Swindon and Wiltshire",16.28351251,2
"L81012","Bristol, North Somerset and South Gloucestershire",30.7944399,4
"L81013","Bristol, North Somerset and South Gloucestershire",25.27011871,4
"L81014","Bristol, North Somerset and South Gloucestershire",8.414408822,1
"L81015","Bristol, North Somerset and South Gloucestershire",39.65350668,5
"L81016","Bristol, North Somerset and South Gloucestershire",35.32112532,5
"L81017","Bristol, North Somerset and South Gloucestershire",9.189744269,1
"L81018","Bristol, North Somerset and South Gloucestershire",9.628398416,1
"L81019","Bristol, North Somerset and South Gloucestershire",11.42960636,1
"L81020","Bath and North East Somerset, Swindon and Wiltshire",10.74447362,1
"L81021","Bristol, North Somerset and South Gloucestershire",11.55230513,1
"L81022","Bristol, North Somerset and South Gloucestershire",26.52158258,4
"L81023","Bristol, North Somerset and South Gloucestershire",33.12822505,5
"L81024","Bristol, North Somerset and South Gloucestershire",12.12537124,1
"L81025","Bath and North East Somerset, Swindon and Wiltshire",11.6888472,1
"L81026","Bristol, North Somerset and South Gloucestershire",14.30727554,2
"L81027","Bath and North East Somerset, Swindon and Wiltshire",7.535156805,1
"L81029","Bristol, North Somerset and South Gloucestershire",9.871683563,1
"L81030","Bath and North East Somerset, Swindon and Wiltshire",9.690109194,1
"L81031","Bristol, North Somerset and South Gloucestershire",24.2718657,3
"L81033","Bristol, North Somerset and South Gloucestershire",21.91025661,3
"L81034","Bristol, North Somerset and South Gloucestershire",8.119603029,1
"L81036","Bristol, North Somerset and South Gloucestershire",19.63922926,3
"L81037","Bristol, North Somerset and South Gloucestershire",33.44004257,5
"L81038","Bristol, North Somerset and South Gloucestershire",24.04673418,3
"L81039","Bath and North East Somerset, Swindon and Wiltshire",11.97057589,1
"L81040","Bristol, North Somerset and South Gloucestershire",11.04905216,1
"L81041","Bristol, North Somerset and South Gloucestershire",59.95554207,5
"L81042","Bristol, North Somerset and South Gloucestershire",12.12040968,1
"L81044","Bristol, North Somerset and South Gloucestershire",27.06395998,4
"L81045","Bath and North East Somerset, Swindon and Wiltshire",10.32491708,1
"L81046","Bristol, North Somerset and South Gloucestershire",10.30557086,1
