"Practice.Code","prop65","IMD","Practice.Rurality"
"F81216",17.01405,12.25869084,"Urban"
"F81218",10.65795,21.43264809,"Urban"
"F81219",18.60925,16.73655626,"Urban"
"F81222",15.60201,9.436234074,"Urban"
"F81223",22.61572,17.74722523,"Urban"
"F81613",18.57327,25.13623483,"Urban"
"F81618",19.30815,10.58757248,"Urban"
"F81623",16.15321,20.42716555,"Urban"
"F81632",10.62845,28.31065148,"Urban"
"F81635",15.6141,17.10091138,"Urban"
"F81636",11.65696,12.73734415,"Urban"
"F81640",12.71651,32.85598108,"Urban"
"F81641",13.94969,19.78887238,"Urban"
"F81645",18.82825,36.96834157,"Urban"
"F81649",21.04654,22.88413022,"Urban"
"F81651",21.16879,13.87714697,"Urban"
"F81652",20.15459,30.81047774,"Urban"
"F81656",16.1728,36.3480433,"Urban"
"F81665",13.91876,8.880620377,"Urban"
"F81666",16.25175,20.5372682,"Urban"
"F81679",14.9586,15.95628034,"Urban"
"F81683",13.06455,16.11545093,"Urban"
"F81684",15.65864,25.1007741,"Urban"
"F81696",24.7321,17.99641176,"Urban"
"F81697",23.22861,17.13470309,"Urban"
"F81700",20.65375,24.83800045,"Urban"
"F81704",13.833,7.680905327,"Urban"
"F81707",8.12435,36.92872904,"Urban"
"F81708",11.79132,35.0351818,"Urban"
"F81711",12.31165,30.7104382,"Urban"
"F81713",17.61246,11.36076536,"Urban"
"F81716",13.52567,13.82137403,"Urban"
"F81725",16.73105,18.55955459,"Urban"
"F81729",13.49862,29.0724527,"Urban"
"F81732",21.19665,14.72374025,"Urban"
"F81737",13.995,13.05561998,"Urban"
"F81739",27.2661,25.02699908,"Urban"
"F81740",31.73975,24.90597122,"Urban"
"F81744",24.28624,12.76515244,"Urban"
"F81746",6.40633,15.76935855,"Urban"
"F81749",17.2034,21.26481424,"Urban"
"F82001",8.26268,34.62761252,"Urban"
"F82003",10.51477,28.87432778,"Urban"
"F82005",9.52164,35.71379824,"Urban"
"F82007",23.8333,14.29162292,"Urban"
"F82009",17.04446,18.78830262,"Urban"
"F82010",12.8535,28.83870746,"Urban"
"F82011",16.56965,20.14862129,"Urban"
"F82014",14.49652,30.10304911,"Urban"
"F82015",9.62733,35.47893489,"Urban"
"F82016",12.60578,30.77924973,"Urban"
"F82019",15.21443,23.34629402,"Urban"
"F82022",21.45215,15.15174458,"Urban"
"F82023",20.52535,18.32421386,"Urban"
"F82025",9.3954,33.17950238,"Urban"
"F82027",18.8588,21.7160411,"Urban"
"F82031",17.67171,24.59766313,"Urban"
"F82033",24.63394,9.850995236,"Urban"
"F82038",11.35145,31.23099028,"Urban"
"F82039",12.01172,21.80496458,"Urban"
"F82604",9.03996,35.80259814,"Urban"
"F82607",16.91384,18.39707576,"Urban"
"F82609",24.70434,10.72933118,"Urban"
"F82612",10.64458,26.6538248,"Urban"
"F82619",15.44611,20.69891897,"Urban"
"F82621",9.48295,29.97692111,"Urban"
"F82624",23.74464,9.674189887,"Urban"
"F82630",16.49356,20.37496221,"Urban"
"F82634",6.80611,33.23511867,"Urban"
"F82638",9.84171,21.39129133,"Urban"
"F82642",10.50513,34.736492,"Urban"
"F82647",8.80172,27.93432051,"Urban"
"F82648",12.33066,28.9878895,"Urban"
"F82650",6.39541,30.40557124,"Urban"
"F82663",13.40283,16.90891473,"Urban"
"F82666",17.25475,11.75513425,"Urban"
"F82670",7.39863,31.1701842,"Urban"
"F82671",14.53879,29.41365697,"Urban"
"F82675",23.36369,10.07631717,"Urban"
"F82678",14.58671,33.24062882,"Urban"
"F82679",9.21195,29.0757316,"Urban"
"F82680",10.14951,31.08020263,"Urban"
"F83002",9.20579,29.0996056,"Urban"
"F83005",2.25161,19.56982591,"Urban"
"F83006",11.27761,31.39783681,"Urban"
"F83007",14.14745,32.00762549,"Urban"
"F83008",11.19227,29.84584646,"Urban"
"F83010",8.59954,23.87840875,"Urban"
"F83011",14.73698,14.48957617,"Urban"
"F83012",15.16543,27.75838589,"Urban"
"F83015",12.33473,29.89203949,"Urban"
"F83019",11.53731,22.56017037,"Urban"
"F83020",14.13848,15.87800962,"Urban"
"F83021",8.55536,25.19913224,"Urban"
"F83022",11.60663,22.94418927,"Urban"
"F83032",9.2732,25.22605733,"Urban"
"F83034",17.5974,26.79984094,"Urban"
"F83039",14.59175,31.96811862,"Urban"
"F83043",1.03469,23.84148718,"Urban"
"F83044",6.38865,25.71192619,"Urban"
"F83045",12.78719,22.07939794,"Urban"
"F83050",14.99369,15.29842499,"Urban"
"F83052",15.23179,23.45713046,"Urban"
"F83053",8.42018,29.47538903,"Urban"
"F83060",9.37392,27.83839335,"Urban"
"F83063",7.10097,28.71242522,"Urban"
"F83064",6.61944,25.88859492,"Urban"
"F83624",3.93465,22.59806453,"Urban"
"F83632",10.37912,30.13516393,"Urban"
"F83652",7.40809,26.29171156,"Urban"
"F83658",11.42023,24.50815231,"Urban"
"F83660",8.98,21.54902595,"Urban"
"F83664",5.20184,34.10400213,"Urban"
"F83665",6.75306,14.36611495,"Urban"
"F83666",9.71519,32.86675154,"Urban"
"F83671",8.53472,31.8843081,"Urban"
"F83672",0.99456,21.90966842,"Urban"
"F83674",11.96452,24.65685355,"Urban"
"F83678",17.59789,25.71545869,"Urban"
"F83680",8.31125,30.43796205,"Urban"
"F83681",10.86151,31.53210454,"Urban"
"F83686",6.76094,27.31845425,"Urban"
"F84003",10.62089,34.03515015,"Urban"
"F84008",11.5839,26.42610855,"Urban"
"F84012",6.20902,33.60229116,"Urban"
"F84016",7.44076,30.79535627,"Urban"
"F84021",7.05508,32.65687397,"Urban"
"F84022",6.30681,27.34309635,"Urban"
"F84025",6.7131,31.95336736,"Urban"
"F84030",7.82166,30.14300942,"Urban"
"F84031",8.60847,31.51288795,"Urban"
"F84033",8.21837,31.88955978,"Urban"
"F84034",9.24107,29.13190684,"Urban"
"F84036",8.49198,35.02960218,"Urban"
"F84038",9.7472,32.88599554,"Urban"
"F84044",5.72969,28.48963616,"Urban"
"F84051",3.6845,33.56594298,"Urban"
"F84054",6.5609,28.34961969,"Urban"
"F84055",7.69043,26.63251449,"Urban"
"F84060",10.48599,32.29892496,"Urban"
"F84062",7.21525,36.96414568,"Urban"
"F84063",8.27439,34.9958734,"Urban"
"F84069",8.95342,35.07677985,"Urban"
"F84070",7.0626,27.58862432,"Urban"
"F84072",4.258,31.73442173,"Urban"
"F84077",8.27463,28.3207893,"Urban"
"F84079",7.05982,15.70284767,"Urban"
"F84080",12.07684,30.88227361,"Urban"
"F84081",5.6212,29.25184564,"Urban"
"F84083",8.91992,31.7815647,"Urban"
"F84086",11.38349,27.60124982,"Urban"
"F84087",6.71389,33.31012459,"Urban"
"F84088",7.91003,28.47298004,"Urban"
"F84092",7.66326,31.50351364,"Urban"
"F84096",8.47964,34.46281053,"Urban"
"F84111",6.73799,30.13015277,"Urban"
"F84114",6.84592,28.47966682,"Urban"
"F84115",8.00802,25.56141603,"Urban"
"F84117",9.06436,33.14704243,"Urban"
"F84118",4.97613,30.2007466,"Urban"
"F84119",7.52005,35.03143235,"Urban"
"F84122",6.95878,31.92278903,"Urban"
"F84123",2.71399,28.37000232,"Urban"
"F84124",4.24818,30.30496467,"Urban"
"F84619",6.75325,34.14792103,"Urban"
"F84620",9.85843,40.38823419,"Urban"
"F84635",5.67585,31.92701513,"Urban"
"F84636",4.57212,31.45388035,"Urban"
"F84640",14.58671,15.76660815,"Urban"
"F84641",9.79124,28.66962644,"Urban"
"F84656",5.71661,16.07278582,"Urban"
"F84660",3.77481,27.35234071,"Urban"
"F84666",5.22743,33.15813645,"Urban"
"F84668",5.73442,32.704049,"Urban"
"F84670",6.15167,29.96562998,"Urban"
"F84672",7.74168,27.19155425,"Urban"
"F84685",9.65026,29.31061753,"Urban"
"F84686",4.32608,29.3017103,"Urban"
"F84694",4.89926,29.41721347,"Urban"
"F84696",6.66234,27.79373567,"Urban"
"F84698",2.639,32.76749848,"Urban"
"F84710",6.66974,17.92926404,"Urban"
"F84711",10.08933,31.93028458,"Urban"
"F84718",4.5433,30.80753018,"Urban"
"F84720",11.20582,34.63704853,"Urban"
"F84730",5.58031,28.6573059,"Urban"
"F84731",12.86889,11.2971406,"Urban"
"F84735",7.26595,28.50214349,"Urban"
"F84741",10.62725,28.11633919,"Urban"
"F85008",11.53361,30.4933372,"Urban"
"F85010",16.03053,30.25287659,"Urban"
"F85016",22.06197,12.59618141,"Urban"
"F85017",12.22576,38.8623864,"Urban"
"F85019",10.74523,40.73923137,"Urban"
"F85028",11.732,39.20556395,"Urban"
"F85034",10.70439,25.6618251,"Urban"
"F85035",18.42291,12.04280509,"Urban"
"F85044",10.4894,34.57374886,"Urban"
"F85046",4.72147,28.88646546,"Urban"
"F85061",16.48533,21.57577416,"Urban"
"F85065",12.41894,31.32124775,"Urban"
"F85628",10.55927,35.14048289,"Urban"
"F85642",16.39042,18.14458527,"Urban"
"F85650",14.18907,28.90255837,"Urban"
"F85663",14.83393,32.63399367,"Urban"
"F85669",3.64415,30.31241252,"Urban"
"F85675",15.05662,18.84182607,"Urban"
"F85697",13.82979,26.71597314,"Urban"
"F85701",10.03329,19.44559673,"Urban"
"F86001",11.02306,26.43720964,"Urban"
"F86004",15.10222,19.32119376,"Urban"
"F86007",12.98369,22.91335914,"Urban"
"F86008",11.32534,13.56056244,"Urban"
"F86009",16.8171,15.88702358,"Urban"
"F86011",10.73839,30.27433663,"Urban"
"F86012",22.50838,13.08383116,"Urban"
"F86013",14.05051,10.59183297,"Urban"
"F86020",18.41046,10.25271414,"Urban"
"F86022",9.40439,24.18554062,"Urban"
"F86025",8.34926,20.07039826,"Urban"
"F86026",11.21152,22.42006673,"Urban"
"F86032",16.33561,11.74721022,"Urban"
"F86034",10.42484,23.62618167,"Urban"
"F86040",7.66956,32.96449318,"Urban"
"F86042",8.24956,20.60821931,"Urban"
"F86044",6.56023,25.40438552,"Urban"
"F86045",9.67269,27.30232194,"Urban"
"F86057",14.2313,21.74032236,"Urban"
"F86060",10.41001,15.73346964,"Urban"
"F86064",14.60768,11.33002784,"Urban"
"F86078",22.0377,20.35462149,"Urban"
"F86082",10.13626,24.517346,"Urban"
"F86085",12.63496,18.98714964,"Urban"
"F86087",9.64044,19.41685554,"Urban"
"F86088",12.05772,27.74640747,"Urban"
"F86612",15.09662,17.9520639,"Urban"
"F86616",12.91597,21.88618967,"Urban"
"F86621",10.17595,22.32104399,"Urban"
"F86626",6.1677,25.24201548,"Urban"
"F86627",16.34212,24.56121402,"Urban"
"F86637",15.70113,19.88175314,"Urban"
"F86641",10.90955,12.17635787,"Urban"
"F86642",8.11131,21.46890103,"Urban"
"F86652",10.97443,17.86543614,"Urban"
"F86657",7.33229,23.04419196,"Urban"
"F86689",7.15265,25.3700291,"Urban"
"F86691",14.09836,15.35891244,"Urban"
"F86692",7.89231,24.92272213,"Urban"
"F86696",6.02578,22.18897949,"Urban"
"F86698",10.49945,15.53231195,"Urban"
"F86701",8.98398,27.98967675,"Urban"
"F86702",15.05863,18.66882299,"Urban"
"F86703",10.42642,11.91286381,"Urban"
"F86705",8.17865,27.49164972,"Urban"
"F86708",10.42113,27.62372202,"Urban"
"G81001",19.32535,20.35299604,"Urban"
"G81002",23.82488,21.62805793,"Urban"
"G81003",25.58817,24.28125261,"Urban"
"G81004",33.39891,13.20114574,"Urban"
"G81006",13.89454,33.76829137,"Urban"
"G81008",24.89968,15.43268612,"Urban"
"G81011",13.26982,27.81661526,"Urban"
"G81012",25.28718,20.21026325,"Urban"
"G81014",14.82353,16.2322447,"Urban"
"G81016",19.39285,26.45381036,"Urban"
"G81017",17.87809,25.4619882,"Urban"
"G81018",11.99527,14.30704284,"Urban"
"G81021",23.78771,13.96677379,"Urban"
"G81022",26.85726,21.64133437,"Urban"
"G81028",10.57654,25.15591512,"Urban"
"G81029",34.69159,13.81375003,"Urban"
"G81031",25.77087,28.15027258,"Urban"
"G81032",21.7509,14.08837181,"Urban"
"G81034",12.41175,15.35059359,"Urban"
"G81036",21.83425,11.25996225,"Urban"
"G81037",23.82998,10.96548831,"Urban"
"G81038",11.26156,19.60641011,"Urban"
"G81039",39.85001,18.00692238,"Urban"
"G81041",29.56262,25.9172308,"Urban"
"G81042",17.11976,11.40855407,"Urban"
"G81043",22.53066,8.872816935,"Urban"
"G81044",12.61798,18.60392598,"Urban"
"G81046",17.22707,23.07213838,"Urban"
"G81047",13.10797,16.39067215,"Urban"
"G81048",24.81812,37.17695197,"Urban"
"G81049",23.41791,20.09427164,"Urban"
"G81050",31.03842,18.59128442,"Urban"
"G81054",15.85249,30.98341099,"Urban"
"G81055",28.56241,8.286628774,"Urban"
"G81059",24.73721,20.82501927,"Urban"
"G81061",20.27635,25.61531611,"Urban"
"G81065",22.87126,17.23800872,"Urban"
"G81070",13.99062,16.54617106,"Urban"
"G81073",16.04527,21.46434218,"Urban"
"G81074",20.72789,31.36510142,"Urban"
"G81075",11.24387,37.42277548,"Urban"
"G81076",28.80197,10.54215671,"Urban"
"G81077",30.50799,19.83758904,"Urban"
"G81083",15.12325,16.30908532,"Urban"
"G81084",25.30227,27.9659206,"Urban"
"G81086",19.81821,10.58615232,"Urban"
"G81089",14.96063,29.77755334,"Urban"
"G81095",19.64785,29.83372195,"Urban"
"G81096",22.43024,29.30523856,"Urban"
"G81098",23.5334,15.72793348,"Urban"
"G81099",34.55967,13.7177851,"Urban"
"G81100",24.37019,19.31331631,"Urban"
"G81104",20.83401,24.57348906,"Urban"
"G81613",12.74738,29.57750925,"Urban"
"G81638",8.67752,19.81464396,"Urban"
"G81641",15.63334,38.50559964,"Urban"
"G81646",12.23128,12.46836924,"Urban"
"G81656",12.46796,32.71993041,"Urban"
"G81658",15.18573,40.49298377,"Urban"
"G81663",19.36345,22.29690744,"Urban"
"G81669",15.70458,46.01855287,"Urban"
"G81694",8.06962,26.36642945,"Urban"
"G82002",17.86559,26.89784594,"Urban"
"G82006",12.81832,21.57680909,"Urban"
"G82013",22.21374,7.458136918,"Urban"
"G82014",14.28922,23.97149258,"Urban"
"G82015",17.09514,30.39949039,"Urban"
"G82016",20.46831,8.753484703,"Urban"
"G82018",32.47085,18.70831183,"Urban"
"G82020",21.35705,31.38881108,"Urban"
"G82021",18.17745,20.15081126,"Urban"
"G82022",17.69222,14.01145143,"Urban"
"G82023",17.07785,42.54419792,"Urban"
"G82025",15.82566,10.81869991,"Urban"
"G82026",18.65831,19.6643284,"Urban"
"G82027",23.13544,22.66884003,"Urban"
"G82028",21.24629,21.30335665,"Urban"
"G82031",20.95591,14.71997948,"Urban"
"G82032",16.75318,25.21255142,"Urban"
"G82035",21.8576,24.54575227,"Urban"
"G82036",28.03981,18.10475096,"Urban"
"G82037",22.54388,12.10234715,"Urban"
"G82038",27.34168,18.43751328,"Urban"
"G82039",18.99395,21.49752761,"Urban"
"G82041",15.80647,10.3375442,"Urban"
"G82042",16.51573,13.29680484,"Urban"
"G82044",10.52678,24.84360288,"Urban"
"G82046",22.22024,37.07743042,"Urban"
"G82048",18.2266,22.35721266,"Urban"
"G82050",14.38693,23.39344538,"Urban"
"G82051",15.94876,22.75555147,"Urban"
"G82052",15.7021,44.52913403,"Urban"
"G82056",17.32365,15.40543933,"Urban"
"G82057",22.91907,46.67402809,"Urban"
"G82058",20.81609,17.7201765,"Urban"
"G82059",18.98814,12.73702506,"Urban"
"G82060",16.9514,19.56599263,"Urban"
"G82062",18.96475,26.61261371,"Urban"
"G82064",18.2,33.40434149,"Urban"
"G82066",19.04085,40.43799523,"Urban"
"G82067",19.92636,19.9910158,"Urban"
"G82069",18.73832,20.03196371,"Urban"
"G82071",26.39836,14.49846759,"Urban"
"G82074",25.02613,8.356083657,"Urban"
"G82076",16.7294,22.67828913,"Urban"
"G82079",27.82961,22.93684263,"Urban"
"G82080",12.20127,21.99606115,"Urban"
"G82083",20.33747,16.3199924,"Urban"
"G82086",18.18269,31.19569796,"Urban"
"G82087",19.40966,17.17132635,"Urban"
"G82089",19.66408,19.68231161,"Urban"
"G82090",29.17925,20.27672046,"Urban"
"G82091",15.89297,36.64805431,"Urban"
"G82095",17.44242,23.38137647,"Urban"
"G82097",27.35735,11.20220211,"Urban"
"G82098",18.44321,14.18428516,"Urban"
"G82099",15.18778,18.77539139,"Urban"
"G82105",20.81732,42.54260101,"Urban"
"G82108",20.45413,23.12595173,"Urban"
"G82110",17.19214,6.970444461,"Urban"
"G82111",31.81989,17.51192869,"Urban"
"G82113",16.41809,28.09303454,"Urban"
"G82115",20.21507,17.72470746,"Urban"
"G82117",19.65745,26.21654321,"Urban"
"G82119",24.69131,19.78084968,"Urban"
"G82121",24.60872,21.28315564,"Urban"
"G82123",15.75977,34.10960751,"Urban"
"G82126",23.31011,31.05235575,"Urban"
"G82129",21.34293,27.2356168,"Urban"
"G82137",16.77964,11.13915379,"Urban"
"G82139",19.01345,23.91338967,"Urban"
"G82140",3.62589,10.52584493,"Urban"
"G82143",15.59813,21.92541204,"Urban"
"G82150",16.65009,39.03239118,"Urban"
"G82152",21.3023,11.56561613,"Urban"
"G82154",25.45828,13.06026701,"Urban"
"G82160",34.33822,17.04988219,"Urban"
"G82161",18.11447,16.52081183,"Urban"
"G82162",26.96921,15.94487689,"Urban"
"G82164",14.97911,15.03366683,"Urban"
"G82180",24.81645,13.65142365,"Urban"
"G82184",27.41935,27.77379576,"Urban"
"G82185",18.31738,14.76204256,"Urban"
"G82203",14.30736,26.73042908,"Urban"
"G82205",14.37632,9.125680847,"Urban"
"G82212",9.88156,21.64700128,"Urban"
"G82217",16.95502,29.60484065,"Urban"
"G82219",29.38606,17.39987519,"Urban"
"G82225",18.81077,20.25040072,"Urban"
"G82226",26.51303,10.16335131,"Urban"
"G82231",24.74979,20.73469867,"Urban"
"G82232",18.1733,31.57272615,"Urban"
"G82600",22.7783,23.12968389,"Urban"
"G82604",15.76931,19.11267387,"Urban"
"G82631",11.77062,38.30410792,"Urban"
"G82635",26.78652,15.15283237,"Urban"
"G82641",9.60956,32.07047296,"Urban"
"G82647",11.15206,23.76238418,"Urban"
"G82648",13.47555,24.40934829,"Urban"
"G82650",29.31393,18.38635277,"Urban"
"G82653",13.58074,26.16188858,"Urban"
"G82666",35.64105,18.9409839,"Urban"
"G82679",15.47431,23.33382873,"Urban"
"G82682",16.37728,40.95931083,"Urban"
"G82687",17.25451,41.37392341,"Urban"
"G82693",18.6949,22.23023643,"Urban"
"G82696",30.54499,19.87559243,"Urban"
"G82697",12.61777,27.55061007,"Urban"
"G82698",20.68376,23.47215753,"Urban"
"G82700",21.83414,22.76252252,"Urban"
"G82702",10.47393,24.68676141,"Urban"
"G82708",10.48483,25.60107402,"Urban"
"G82711",17.7583,19.51296025,"Urban"
"G82719",16.40495,6.501867601,"Urban"
"G82721",25.92802,12.22065192,"Urban"
"G82729",18.48766,27.77704495,"Urban"
"G82730",13.56647,13.28046391,"Urban"
"G82737",16.77431,11.63378846,"Urban"
"G82741",9.09059,19.44961795,"Urban"
"G82744",13.55676,33.07992887,"Urban"
"G82753",9.29961,40.73375714,"Urban"
"G82762",13.03329,28.65440999,"Urban"
"G82763",14.68101,28.03051885,"Urban"
"G82768",16.78073,8.685088356,"Urban"
"G82775",16.58219,22.34344482,"Urban"
"G82780",9.41392,27.89188268,"Urban"
"G82796",25.77692,17.91760162,"Urban"
"G82799",20.97821,46.78183568,"Urban"
"G82802",8.76674,15.49397742,"Urban"
"G82808",13.90782,25.53937775,"Urban"
"G82888",14.06733,7.001801943,"Urban"
"G83024",17.57195,10.72288233,"Urban"
"G83029",21.67655,8.100445882,"Urban"
"G83046",18.07745,14.43608567,"Urban"
"G83641",8.15236,25.58383046,"Urban"
"G83642",9.76197,20.91191641,"Urban"
"G84001",16.78756,10.68695675,"Urban"
"G84002",13.59988,9.056090112,"Urban"
"G84003",13.35064,29.64799192,"Urban"
"G84005",20.34684,24.99229795,"Urban"
"G84008",17.2625,10.73578768,"Urban"
"G84009",23.647,8.817057746,"Urban"
"G84011",16.11965,11.53258117,"Urban"
"G84013",14.00359,30.62711836,"Urban"
"G84015",24.79898,7.23158725,"Urban"
"G84018",24.70783,8.4353939,"Urban"
"G84019",13.85867,31.53184342,"Urban"
"G84024",13.10939,14.98898408,"Urban"
"G84029",17.36701,23.75878866,"Urban"
"G84030",19.93504,6.823544332,"Urban"
"G84039",16.57887,10.81901645,"Urban"
"G84041",9.31662,24.71861673,"Urban"
"G84604",13.31794,12.7460584,"Urban"
"G84607",19.29284,12.62654715,"Urban"
"G84609",22.8746,12.07734902,"Urban"
"G84621",15.81921,7.94128843,"Urban"
"G84624",12.42188,25.5566689,"Urban"
"G84629",11.78114,15.92743864,"Urban"
"G84630",14.66624,23.32442318,"Urban"
"G85002",3.59346,22.96255479,"Urban"
"G85020",6.68412,26.98663801,"Urban"
"G85029",4.54323,31.0332527,"Urban"
"G85040",5.36913,33.36426649,"Urban"
"G85044",13.5206,22.09852751,"Urban"
"G85047",6.89838,26.34650153,"Urban"
"G85087",5.04722,29.66785866,"Urban"
"G85120",11.7701,30.15403256,"Urban"
"G85121",8.04984,29.03904622,"Urban"
"G85132",7.33648,19.89760223,"Urban"
"G85674",5.5103,19.79000521,"Urban"
"G85695",4.98909,30.08776386,"Urban"
"G85715",6.43322,31.43618643,"Urban"
"G85724",4.37111,22.81753453,"Urban"
"G85736",8.51393,29.15214455,"Urban"
"H81002",14.47324,13.63849682,"Urban"
"H81003",18.79078,14.49615358,"Urban"
"H81004",26.70955,11.67445789,"Urban"
"H81006",18.43678,7.038691151,"Urban"
"H81007",17.01881,7.264987856,"Urban"
"H81009",19.3987,13.27600397,"Urban"
"H81011",19.24755,6.562532625,"Urban"
"H81013",19.81065,9.753878568,"Urban"
"H81016",28.65848,6.982866111,"Urban"
"H81017",21.18054,8.02225931,"Urban"
"H81019",16.41839,11.0129646,"Urban"
"H81020",16.43879,9.078903503,"Urban"
"H81021",18.65672,8.543510828,"Urban"
"H81024",17.30916,11.34729476,"Urban"
"H81025",23.64619,9.141801575,"Urban"
"H81026",19.48536,10.06361467,"Urban"
"H81027",19.79661,8.577243645,"Urban"
"H81028",25.62064,10.37063644,"Urban"
"H81029",13.48837,11.20260782,"Urban"
"H81030",14.40434,11.70913727,"Urban"
"H81032",14.10918,9.993750612,"Urban"
"H81033",16.94134,14.96937561,"Urban"
"H81034",20.91533,7.928434449,"Urban"
"H81035",16.58371,6.281785997,"Urban"
"H81036",22.04239,8.56427457,"Urban"
"H81037",16.75287,13.13708285,"Urban"
"H81038",20.37952,6.037385122,"Urban"
"H81040",18.39465,8.365185716,"Urban"
"H81041",14.16874,12.55257799,"Urban"
"H81042",16.58964,13.56593144,"Urban"
"H81045",18.17657,10.16085428,"Urban"
"H81046",18.27771,13.7996515,"Urban"
"H81047",21.26567,10.31776143,"Urban"
"H81048",11.07202,10.97096869,"Urban"
"H81050",20.23938,8.011904582,"Urban"
"H81055",21.34742,11.95330899,"Urban"
"H81056",22.1607,10.17489108,"Urban"
"H81057",16.87109,13.8273633,"Urban"
"H81058",15.21339,12.17171782,"Urban"
"H81060",20.68171,10.68730773,"Urban"
"H81061",12.08784,10.97136023,"Urban"
"H81062",21.28694,7.244638045,"Urban"
"H81065",19.42675,10.21419206,"Urban"
"H81066",15.37561,11.56419607,"Urban"
"H81067",19.50273,9.982765879,"Urban"
"H81069",18.96819,8.843488737,"Urban"
"H81070",23.17717,9.014361495,"Urban"
"H81071",15.72259,11.48624742,"Urban"
"H81072",17.58034,10.05750266,"Urban"
"H81073",18.19343,6.752867144,"Urban"
"H81074",22.22917,5.593959088,"Urban"
"H81075",18.41406,10.33861892,"Urban"
"H81081",21.89149,14.26778273,"Urban"
"H81082",17.83155,12.38116778,"Urban"
"H81083",13.90643,18.4288371,"Urban"
"H81085",16.76447,6.79891329,"Urban"
"H81086",18.45137,5.352046058,"Urban"
"H81087",10.78064,24.73015997,"Urban"
"H81089",14.81395,8.993285714,"Urban"
"H81090",10.51985,11.34212529,"Urban"
"H81091",18.57708,8.347978477,"Urban"
"H81094",15.86993,11.30157498,"Urban"
"H81095",18.07407,11.90522972,"Urban"
"H81099",15.10695,7.471360102,"Urban"
"H81103",23.88543,6.350433699,"Urban"
"H81104",13.90264,15.20150134,"Urban"
"H81107",17.04847,4.792572957,"Urban"
"H81109",19.58472,5.061241318,"Urban"
"H81110",22.29056,5.297031118,"Urban"
"H81111",21.79536,6.075424636,"Urban"
"H81116",24.28289,10.49698177,"Urban"
"H81119",16.01343,11.80096569,"Urban"
"H81122",16.70486,13.31960566,"Urban"
"H81123",9.17826,22.754665,"Urban"
"H81126",21.75649,8.95680491,"Urban"
"H81128",20.46734,8.390957016,"Urban"
"H81129",14.90901,6.303761119,"Urban"
"H81131",16.08939,11.556375,"Urban"
"H81134",18.96417,12.95969946,"Urban"
"H81615",17.29468,6.676501695,"Urban"
"H81618",19.91582,9.32331969,"Urban"
"H81632",20.20969,13.54672748,"Urban"
"H81642",16.82287,15.3175656,"Urban"
"H81643",6.54862,19.52157588,"Urban"
"H81644",19.61311,9.018829407,"Urban"
"H81656",23.30232,6.195673606,"Urban"
"H81658",21.85085,9.954545968,"Urban"
"H81663",11.12219,10.24731045,"Urban"
"H81672",17.55063,5.434301308,"Urban"
"H82003",19.89995,8.984092184,"Urban"
"H82007",32.39786,14.99986608,"Urban"
"H82009",20.79619,13.29841922,"Urban"
"H82011",21.54191,18.17386019,"Urban"
"H82012",11.22647,21.92739934,"Urban"
"H82013",27.05616,13.57343973,"Urban"
"H82014",29.63507,14.03774959,"Urban"
"H82016",20.12725,22.53767808,"Urban"
"H82017",20.9126,9.757579258,"Urban"
"H82020",18.04414,30.92270831,"Urban"
"H82023",22.48995,13.9528765,"Urban"
"H82025",15.26455,16.46739912,"Urban"
"H82028",15.35355,9.543768208,"Urban"
"H82033",14.41157,20.20307797,"Urban"
"H82034",28.01018,14.71605826,"Urban"
"H82035",26.45475,5.993613751,"Urban"
"H82036",28.92757,9.611634732,"Urban"
"H82038",30.77791,12.85004265,"Urban"
"H82039",23.18737,25.21563427,"Urban"
"H82041",18.31762,21.90467317,"Urban"
"H82042",21.83371,15.79949147,"Urban"
"H82043",40.75152,13.66868196,"Urban"
"H82044",20.51937,6.968262185,"Urban"
"H82045",21.78093,22.03363853,"Urban"
"H82046",19.23705,14.71033,"Urban"
"H82047",15.3277,15.16288316,"Urban"
"H82048",31.37154,15.34931391,"Urban"
"H82049",23.91728,14.40435275,"Urban"
"H82050",14.66181,21.08718794,"Urban"
"H82051",26.38415,13.98937678,"Urban"
"H82052",18.79039,9.990378327,"Urban"
"H82053",21.03261,16.24743859,"Urban"
"H82056",20.22234,7.312431675,"Urban"
"H82057",22.86727,8.227394823,"Urban"
"H82058",19.43647,23.28174224,"Urban"
"H82059",35.39255,14.44929099,"Urban"
"H82061",18.48293,21.60801905,"Urban"
"H82063",21.2737,7.499821156,"Urban"
"H82064",11.53015,21.29362844,"Urban"
"H82065",25.93502,19.46705748,"Urban"
"H82066",20.58547,28.13084234,"Urban"
"H82072",19.44012,7.901862642,"Urban"
"H82076",30.2122,10.71700981,"Urban"
"H82077",23.46115,14.05914345,"Urban"
"H82078",25.86367,11.10487078,"Urban"
"H82084",21.73275,9.215403149,"Urban"
"H82087",50.89353,9.417274733,"Urban"
"H82088",9.00196,23.65848236,"Urban"
"H82089",17.5493,9.797902469,"Urban"
"H82091",24.08238,19.67596795,"Urban"
"H82096",24.1391,20.8463738,"Urban"
"H82099",30.83603,19.70990475,"Urban"
"H82100",17.03976,7.702688169,"Urban"
"H82640",18.01192,8.452029092,"Urban"
"H83006",9.5009,35.24827293,"Urban"
"H83008",15.17349,18.72800558,"Urban"
"H83030",13.3805,29.7443022,"Urban"
