"Practice.Code","prop65","IMD","Practice.Rurality"
"C85024",22.99407,28.83598343,"Urban"
"C85030",17.8342,30.75649773,"Urban"
"C85614",18.14901,17.73395517,"Urban"
"C86003",24.02993,28.44731058,"Urban"
"C86005",24.28951,40.45910428,"Urban"
"C86006",17.77756,29.7286988,"Urban"
"C86007",20.92283,23.61159319,"Urban"
"C86011",19.22478,22.57679914,"Urban"
"C86012",25.10646,20.23409661,"Urban"
"C86015",20.57573,31.74244205,"Urban"
"C86017",16.59841,27.93608484,"Urban"
"C86018",20.36208,32.24766375,"Urban"
"C86019",17.2177,31.19971483,"Urban"
"C86020",19.31883,35.78106734,"Urban"
"C86021",24.63531,22.42330198,"Urban"
"C86023",16.18212,36.75299861,"Urban"
"C86024",20.09712,35.21671601,"Urban"
"C86026",16.67691,36.64959617,"Urban"
"C86029",18.84478,26.00764647,"Urban"
"C86032",21.07631,20.81945395,"Urban"
"C86033",15.35403,37.34152672,"Urban"
"C86034",18.5697,40.44316098,"Urban"
"C86037",21.81553,38.44147386,"Urban"
"C86038",18.35333,24.0630237,"Urban"
"C86609",17.50901,18.54637817,"Urban"
"C86614",19.58655,34.36755288,"Urban"
"C86625",13.10708,37.59320656,"Urban"
"C87016",22.49898,16.96310873,"Urban"
"C87024",15.7638,34.3191628,"Urban"
"C87029",18.83862,28.0793737,"Urban"
"C87030",23.07283,32.20101471,"Urban"
"C87031",21.20812,33.35381373,"Urban"
"C87616",19.85399,30.95544981,"Urban"
"C88005",19.98252,15.42979389,"Urban"
"C88006",12.7046,44.06368433,"Urban"
"C88011",14.15294,54.88639125,"Urban"
"C88014",15.87467,52.90909904,"Urban"
"C88016",21.73587,9.694653389,"Urban"
"C88018",21.09589,19.64482744,"Urban"
"C88020",11.99067,54.37701677,"Urban"
"C88021",23.83888,23.0737274,"Urban"
"C88022",26.56583,21.40475018,"Urban"
"C88028",22.27128,7.139736692,"Urban"
"C88030",13.41806,39.31277315,"Urban"
"C88031",18.737,19.38516986,"Urban"
"C88032",26.02882,19.07059684,"Urban"
"C88036",17.52093,22.17546187,"Urban"
"C88037",18.66229,24.41981912,"Urban"
"C88038",18.79443,25.50777036,"Urban"
"C88039",22.36597,32.00299833,"Urban"
"C88046",20.36324,12.56798419,"Urban"
"C88049",18.72864,29.50398133,"Urban"
"C88052",17.8005,11.78788074,"Urban"
"C88054",20.72286,27.18481933,"Urban"
"C88059",13.40608,33.5059416,"Urban"
"C88060",9.57225,25.00042424,"Urban"
"C88070",13.15823,48.04957329,"Urban"
"C88073",15.47288,31.74003275,"Urban"
"C88076",9.37122,26.95108621,"Urban"
"C88079",12.16138,10.24399705,"Urban"
"C88082",18.93617,31.52385597,"Urban"
"C88095",23.43919,18.99301058,"Urban"
"C88631",17.18529,21.26120765,"Urban"
"C88648",24.84752,25.42185399,"Urban"
"C88652",14.1779,5.682441089,"Urban"
"C88655",14.80519,36.50564611,"Urban"
"D81001",11.51281,12.95336031,"Urban"
"D81002",11.87746,9.151699718,"Urban"
"D81003",11.73059,15.71174105,"Urban"
"D81005",8.73804,9.085974944,"Urban"
"D81008",20.89028,32.01261154,"Urban"
"D81010",17.40632,18.36828532,"Urban"
"D81011",25.18952,32.1938938,"Urban"
"D81012",19.05533,10.79956621,"Urban"
"D81016",12.29431,22.87606859,"Urban"
"D81017",8.66933,13.5431223,"Urban"
"D81023",14.38163,29.73597091,"Urban"
"D81025",14.70202,13.61358474,"Urban"
"D81026",18.06707,29.82231452,"Urban"
"D81029",17.0933,25.24552315,"Urban"
"D81030",24.56311,9.074388879,"Urban"
"D81034",24.92947,10.49953189,"Urban"
"D81037",7.04578,12.52337809,"Urban"
"D81046",17.45658,20.10726498,"Urban"
"D81049",21.74577,9.958070513,"Urban"
"D81050",17.30901,13.51917217,"Urban"
"D81052",25.8568,23.54229157,"Urban"
"D81054",7.89928,15.34456588,"Urban"
"D81056",8.22062,11.68127421,"Urban"
"D81057",20.98765,13.07981623,"Urban"
"D81064",27.73946,23.52136064,"Urban"
"D81065",8.25004,35.13482833,"Urban"
"D81066",14.46004,9.483642463,"Urban"
"D81070",6.05696,11.71439792,"Urban"
"D81073",10.85635,38.25062019,"Urban"
"D81082",18.01121,13.57601657,"Urban"
"D81086",12.83243,28.48721627,"Urban"
"D81603",20.82786,23.48668924,"Urban"
"D81606",20.38115,8.789726667,"Urban"
"D81612",18.39103,10.3401695,"Urban"
"D81615",12.55827,20.90330459,"Urban"
"D81622",13.94057,34.16522098,"Urban"
"D81625",5.9631,34.47053806,"Urban"
"D81633",9.23788,20.85164236,"Urban"
"D81645",11.48907,24.37159721,"Urban"
"D82002",16.96627,23.69700919,"Urban"
"D82003",22.08827,29.93674509,"Urban"
"D82007",18.98754,44.29383396,"Urban"
"D82008",21.46042,23.27422369,"Urban"
"D82011",19.8521,24.27075932,"Urban"
"D82012",19.36328,23.27830469,"Urban"
"D82013",18.9158,12.76240754,"Urban"
"D82017",16.44529,24.94865895,"Urban"
"D82018",25.52141,12.74855332,"Urban"
"D82019",25.98972,22.70886836,"Urban"
"D82020",22.43187,19.808772,"Urban"
"D82023",15.90477,13.66665079,"Urban"
"D82024",21.6272,9.25388016,"Urban"
"D82026",20.7029,27.18583472,"Urban"
"D82029",24.02268,11.3966066,"Urban"
"D82041",17.83021,24.12429818,"Urban"
"D82045",22.95658,11.67484921,"Urban"
"D82047",20.1272,28.74565976,"Urban"
"D82048",21.35369,16.82349851,"Urban"
"D82050",26.0345,19.69593312,"Urban"
"D82059",29.29829,20.70647612,"Urban"
"D82060",18.92343,25.12660524,"Urban"
"D82064",22.65417,8.758822523,"Urban"
"D82066",30.65191,20.75169587,"Urban"
"D82067",17.35473,50.31245767,"Urban"
"D82071",24.65324,13.87601443,"Urban"
"D82073",16.47467,23.57581538,"Urban"
"D82076",18.27117,19.90607804,"Urban"
"D82096",12.46537,36.22492276,"Urban"
"D82106",15.15759,24.32385482,"Urban"
"D82618",24.4139,11.96837478,"Urban"
"D82624",16.90586,12.6817457,"Urban"
"D83002",21.31454,40.20340276,"Urban"
"D83009",29.77637,19.16591075,"Urban"
"D83011",29.09521,21.8636866,"Urban"
"D83015",34.54951,18.08857577,"Urban"
"D83016",26.35029,28.98191863,"Urban"
"D83018",22.69193,18.70366863,"Urban"
"D83023",22.5476,38.09327859,"Urban"
"D83024",20.43858,20.08862977,"Urban"
"D83029",21.03602,15.41350266,"Urban"
"D83047",24.4091,20.33154263,"Urban"
"D83067",17.80344,13.70993934,"Urban"
"D83073",14.06225,26.29395624,"Urban"
"D83075",21.66004,18.72339119,"Urban"
"D83608",28.35178,23.68696583,"Urban"
"E81001",9.75133,27.27440161,"Urban"
"E81002",16.68196,8.820136409,"Urban"
"E81003",19.45875,12.33262201,"Urban"
"E81004",19.14512,12.78075077,"Urban"
"E81005",13.07177,29.25576339,"Urban"
"E81006",17.98482,20.17500628,"Urban"
"E81008",14.79576,25.14118262,"Urban"
"E81009",20.75102,16.84072809,"Urban"
"E81010",12.8938,23.56380986,"Urban"
"E81013",11.84923,24.0965774,"Urban"
"E81014",12.27826,18.94456614,"Urban"
"E81015",20.22788,8.767926722,"Urban"
"E81016",11.12522,26.44265624,"Urban"
"E81018",15.09168,21.75322618,"Urban"
"E81019",11.15568,24.82374911,"Urban"
"E81021",10.11964,24.54889127,"Urban"
"E81025",13.35231,24.5151418,"Urban"
"E81026",13.18537,20.72096141,"Urban"
"E81027",11.70027,24.57358347,"Urban"
"E81028",7.76344,28.02163708,"Urban"
"E81032",7.33787,28.59730162,"Urban"
"E81033",19.56499,9.32999917,"Urban"
"E81035",19.66242,13.67238565,"Urban"
"E81036",19.09172,12.48628528,"Urban"
"E81037",20.78027,18.43860698,"Urban"
"E81038",19.39156,18.19487175,"Urban"
"E81040",19.23368,18.4843648,"Urban"
"E81041",11.22812,28.96909459,"Urban"
"E81044",16.02484,11.40342002,"Urban"
"E81045",20.17417,17.23188452,"Urban"
"E81047",18.11752,16.58589795,"Urban"
"E81048",10.97955,29.23431649,"Urban"
"E81052",18.93848,16.49211946,"Urban"
"E81057",18.40824,11.73513578,"Urban"
"E81060",17.25912,25.74445074,"Urban"
"E81061",16.77401,6.271045526,"Urban"
"E81063",7.85911,28.82739721,"Urban"
"E81073",9.38863,29.19871172,"Urban"
"E81074",21.0495,8.548080638,"Urban"
"E81076",9.9383,27.76415013,"Urban"
"E81077",12.11394,9.981631827,"Urban"
"E81612",11.01737,29.18818441,"Urban"
"E81615",7.06522,31.6635443,"Urban"
"E81617",19.97559,20.59954314,"Urban"
"E81631",7.62463,30.5333657,"Urban"
"E81632",19.85322,16.76972477,"Urban"
"E81633",8.59152,21.03787568,"Urban"
"E81635",12.93651,16.02624183,"Urban"
"E82001",20.14647,8.361942609,"Urban"
"E82002",14.3503,17.57882363,"Urban"
"E82004",8.12734,10.68523116,"Urban"
"E82005",14.34379,18.1699272,"Urban"
"E82007",17.88203,8.691291777,"Urban"
"E82008",18.59449,17.47333678,"Urban"
"E82009",15.33003,13.90959149,"Urban"
"E82012",13.68537,19.63567964,"Urban"
"E82013",12.40673,15.58792188,"Urban"
"E82014",16.34906,10.70507744,"Urban"
"E82015",17.11504,14.69736009,"Urban"
"E82017",13.02769,14.67381732,"Urban"
"E82018",13.72867,16.99001504,"Urban"
"E82019",25.40387,7.61565781,"Urban"
"E82020",16.01758,20.5624948,"Urban"
"E82022",14.89619,17.67966676,"Urban"
"E82023",10.60581,17.33990389,"Urban"
"E82024",17.54984,9.848719284,"Urban"
"E82027",21.23697,11.62611347,"Urban"
"E82031",12.69127,9.700711897,"Urban"
"E82032",16.48227,16.80419006,"Urban"
"E82037",21.82774,5.902666077,"Urban"
"E82040",16.13023,16.82187228,"Urban"
"E82041",14.08926,12.39480888,"Urban"
"E82042",13.78673,26.98790083,"Urban"
"E82044",21.1173,9.644002125,"Urban"
"E82045",9.36347,18.58895604,"Urban"
"E82046",20,12.09779339,"Urban"
"E82048",15.95622,19.9299506,"Urban"
"E82049",24.28815,5.286608457,"Urban"
"E82050",15.9022,22.19039637,"Urban"
"E82051",16.60665,18.37633046,"Urban"
"E82053",16.32789,11.08865154,"Urban"
"E82055",21.98576,7.932036116,"Urban"
"E82056",15.20462,20.17171609,"Urban"
"E82059",17.39677,8.67897658,"Urban"
"E82060",13.93252,8.322824764,"Urban"
"E82061",19.30908,15.66263927,"Urban"
"E82062",20.26595,14.23183593,"Urban"
"E82063",13.98734,19.82327564,"Urban"
"E82064",19.42577,4.444442535,"Urban"
"E82066",17.99557,9.724276872,"Urban"
"E82067",16.76877,6.33586917,"Urban"
"E82068",18.58116,7.72322657,"Urban"
"E82069",8.6639,12.43233075,"Urban"
"E82070",10.06049,16.83963075,"Urban"
"E82071",15.95181,5.704364177,"Urban"
"E82072",20.97081,8.120933733,"Urban"
"E82073",13.48517,12.37525222,"Urban"
"E82074",14.75734,6.553018034,"Urban"
"E82075",17.84528,10.76476766,"Urban"
"E82077",17.23547,4.806825454,"Urban"
"E82078",18.3284,14.1380568,"Urban"
"E82079",14.05896,21.10991222,"Urban"
"E82082",22.70079,17.47758368,"Urban"
"E82083",19.60992,8.819764404,"Urban"
"E82084",14.75783,8.160666349,"Urban"
"E82086",14.39131,18.53464297,"Urban"
"E82088",18.56665,13.44875103,"Urban"
"E82090",23.4601,11.02494882,"Urban"
"E82091",17.77947,13.84859719,"Urban"
"E82092",18.29411,8.808593581,"Urban"
"E82093",15.60765,22.23906982,"Urban"
"E82094",18.98608,6.174513748,"Urban"
"E82096",16.23359,12.7921862,"Urban"
"E82098",22.2323,10.84860268,"Urban"
"E82099",19.684,11.35027453,"Urban"
"E82100",21.00641,8.898525467,"Urban"
"E82102",18.17189,8.66005872,"Urban"
"E82105",13.26488,13.90238533,"Urban"
"E82106",20.12161,4.874098341,"Urban"
"E82107",15.45258,12.22020659,"Urban"
"E82111",16.50748,19.00386342,"Urban"
"E82113",13.26994,10.42949403,"Urban"
"E82115",19.70267,17.81658563,"Urban"
"E82117",12.07819,19.24014103,"Urban"
"E82123",20.60004,19.54292969,"Urban"
"E82124",15.2326,13.95059242,"Urban"
"E82129",19.79604,7.892550529,"Urban"
"E82133",13.90021,20.62760973,"Urban"
"E82638",11.14485,25.50518332,"Urban"
"E82640",10.94807,23.416007,"Urban"
"E82652",17.9279,8.422749114,"Urban"
"E82654",11.32298,6.622586106,"Urban"
"E82655",12.41308,20.21952124,"Urban"
"E82657",22.50983,9.036842839,"Urban"
"E82661",14.25946,18.62695311,"Urban"
"E83003",16.87195,14.02950253,"Urban"
"E83005",10.62624,12.5059403,"Urban"
"E83007",14.7134,19.12810848,"Urban"
"E83011",7.4164,30.40216781,"Urban"
"E83012",19.92957,14.78739995,"Urban"
"E83013",17.09343,12.00519248,"Urban"
"E83018",14.81249,20.72787463,"Urban"
"E83025",14.48169,24.42204981,"Urban"
"E83026",19.10771,11.98643018,"Urban"
"E83030",19.64314,13.2379982,"Urban"
"E83032",9.62524,22.30957072,"Urban"
"E83034",16.00928,18.65881522,"Urban"
"E83038",14.87558,19.35750983,"Urban"
"E83041",11.29069,20.23648629,"Urban"
"E83044",17.85345,14.83563387,"Urban"
"E83045",13.68955,17.61800339,"Urban"
"E83046",12.3913,21.36508977,"Urban"
"E83050",14.46598,10.89563308,"Urban"
"E83053",16.87186,14.28185485,"Urban"
"E83600",8.5895,13.64389188,"Urban"
"E83621",18.41623,13.62941763,"Urban"
"E83622",15.79845,12.0122969,"Urban"
"E83639",9.58055,15.1544346,"Urban"
"E83650",11.63636,15.30685843,"Urban"
"E83653",12.96477,16.03045442,"Urban"
"E83657",14.87976,15.99104997,"Urban"
"E83668",11.37019,17.08258867,"Urban"
"E84002",14.25689,23.82022348,"Urban"
"E84003",8.0189,21.37683113,"Urban"
"E84005",16.79238,12.364521,"Urban"
"E84006",14.91233,25.95315417,"Urban"
"E84007",21.67707,15.75270252,"Urban"
"E84008",18.67275,16.64666761,"Urban"
"E84011",19.59545,28.3846203,"Urban"
"E84012",14.11164,24.84736363,"Urban"
"E84014",17.36424,17.10810974,"Urban"
"E84017",15.4682,19.01709444,"Urban"
"E84020",15.7584,19.2766974,"Urban"
"E84021",9.54654,27.99675893,"Urban"
"E84025",11.11658,22.66836879,"Urban"
"E84028",12.12256,40.0962919,"Urban"
"E84030",12.02198,29.49874094,"Urban"
"E84032",10.34397,25.62569943,"Urban"
"E84033",7.62379,25.21527464,"Urban"
"E84036",8.90404,30.46474055,"Urban"
"E84039",13.45409,16.08555,"Urban"
"E84042",10.82891,33.21472929,"Urban"
"E84044",13.43912,17.53119958,"Urban"
"E84048",16.78739,18.82686515,"Urban"
"E84049",9.5437,20.20873218,"Urban"
"E84051",12.02811,22.23513863,"Urban"
"E84053",25.29853,10.00762875,"Urban"
"E84059",15.18933,13.76679817,"Urban"
"E84062",12.05564,18.10141236,"Urban"
"E84063",5.62204,23.45814954,"Urban"
"E84066",2.42307,24.94321741,"Urban"
"E84069",14.37483,17.49680166,"Urban"
"E84074",9.26927,34.80243323,"Urban"
"E84076",13.69012,28.7269923,"Urban"
"E84078",18.35182,18.20359895,"Urban"
"E84086",11.79304,22.53947142,"Urban"
"E84601",11.22981,14.87335847,"Urban"
"E84626",11.0667,22.18004769,"Urban"
"E84637",5.61202,41.19877415,"Urban"
"E84638",11.50982,21.9839942,"Urban"
"E84646",5.12755,15.22395509,"Urban"
"E84647",19.03409,14.91631545,"Urban"
"E84653",9.15493,17.93871705,"Urban"
"E84656",9.02581,31.86140235,"Urban"
"E84663",11.39494,14.13864509,"Urban"
"E84665",11.9053,32.97356348,"Urban"
"E84674",9.88113,26.54475104,"Urban"
"E84678",14.25462,20.75231653,"Urban"
"E84701",8.58361,22.25528499,"Urban"
"E84702",6.79591,25.40382326,"Urban"
"E84709",7.56753,22.55404912,"Urban"
"E85001",14.80871,16.30430715,"Urban"
"E85004",12.76209,26.20978594,"Urban"
"E85005",10.74415,30.1975247,"Urban"
"E85008",16.38786,23.78191292,"Urban"
"E85012",17.93365,27.47987731,"Urban"
"E85013",9.72512,22.12434373,"Urban"
"E85014",15.24176,11.61961632,"Urban"
"E85015",15.1846,21.57344233,"Urban"
"E85016",12.63831,24.24028619,"Urban"
"E85019",12.94304,27.44853879,"Urban"
"E85020",10.34461,21.32550242,"Urban"
"E85021",9.9579,29.80197837,"Urban"
"E85023",18.02413,26.26949453,"Urban"
"E85026",12.29836,19.9322688,"Urban"
"E85028",11.7002,20.18278414,"Urban"
"E85029",10.12696,18.99368218,"Urban"
"E85030",12.22031,13.7528095,"Urban"
"E85032",14.4247,23.78331654,"Urban"
"E85033",11.10332,23.99829194,"Urban"
"E85034",15.90592,26.40001609,"Urban"
"E85035",11.61049,25.52702494,"Urban"
"E85038",11.79254,13.31887213,"Urban"
"E85040",19.13243,14.67986655,"Urban"
"E85041",11.76862,21.71519172,"Urban"
"E85042",8.87689,26.8476042,"Urban"
"E85046",13.40726,22.96366536,"Urban"
"E85048",7.34995,32.02883484,"Urban"
"E85049",9.27006,28.90946085,"Urban"
"E85050",13.51004,21.77915393,"Urban"
"E85052",10.87889,22.12196174,"Urban"
"E85054",13.21958,16.12950234,"Urban"
"E85055",11.02821,28.45994651,"Urban"
"E85056",11.44509,23.15845169,"Urban"
"E85057",18.90056,12.37357971,"Urban"
"E85058",15.4702,22.00531559,"Urban"
"E85059",13.88024,21.98513535,"Urban"
"E85061",10.56675,28.11291817,"Urban"
"E85062",4.003,21.13531693,"Urban"
"E85064",11.62187,29.17053267,"Urban"
"E85066",16.03364,12.0147336,"Urban"
"E85069",11.4687,23.55019271,"Urban"
"E85071",20.25316,23.67411243,"Urban"
"E85074",9.46079,19.62134517,"Urban"
"E85075",10.54974,20.4211031,"Urban"
"E85077",11.34289,27.71911777,"Urban"
"E85088",10.97372,30.09063769,"Urban"
"E85090",12.16031,26.52516719,"Urban"
"E85091",11.43427,20.74845818,"Urban"
"E85096",10.02856,23.76617243,"Urban"
"E85098",7.85428,28.79001119,"Urban"
"E85099",8.04223,19.14629794,"Urban"
"E85103",19.17688,26.70317402,"Urban"
"E85107",11.09408,28.5729802,"Urban"
"E85108",13.2347,26.68555742,"Urban"
"E85109",7.38193,29.32495436,"Urban"
"E85111",11.2387,18.54275173,"Urban"
"E85112",10.17162,14.39221363,"Urban"
"E85114",15.6058,22.94346048,"Urban"
"E85115",13.24553,23.43380859,"Urban"
"E85118",12.96015,18.99844292,"Urban"
"E85119",8.93497,26.16498866,"Urban"
"E85120",13.27071,21.5582441,"Urban"
"E85122",11.15371,17.38935928,"Urban"
"E85123",8.72336,16.67762783,"Urban"
"E85124",0.83907,23.13621298,"Urban"
"E85125",10.33793,20.78915193,"Urban"
"E85126",9.67477,22.1333485,"Urban"
"E85128",10.21301,18.74265542,"Urban"
"E85129",15.25054,20.8286279,"Urban"
"E85130",10.70362,18.91687699,"Urban"
"E85605",13.195,25.35197431,"Urban"
"E85617",8.3903,21.22064538,"Urban"
"E85623",9.57009,23.87466975,"Urban"
"E85624",12.99754,29.46783081,"Urban"
"E85625",8.59069,14.89706784,"Urban"
"E85628",11.93552,15.07705229,"Urban"
"E85630",40,25.35797272,"Urban"
"E85633",8.45312,27.29029324,"Urban"
"E85635",9.56412,23.77192835,"Urban"
"E85636",9.32088,21.49745401,"Urban"
"E85640",10.20995,24.97650424,"Urban"
"E85643",8.45443,20.65320455,"Urban"
"E85649",6.13734,19.51953601,"Urban"
"E85656",10.4051,27.79854336,"Urban"
"E85657",9.21358,21.23460995,"Urban"
"E85659",10.03121,32.59337821,"Urban"
"E85663",8.32946,28.15339541,"Urban"
"E85677",6.39579,24.47848764,"Urban"
"E85680",7.19755,22.68489482,"Urban"
"E85681",9.91,26.03199383,"Urban"
"E85682",9.76811,29.41202554,"Urban"
"E85683",14.90291,13.33491369,"Urban"
"E85685",12.99822,12.6340271,"Urban"
"E85687",5.46634,21.83621193,"Urban"
"E85692",11.88463,15.40875089,"Urban"
"E85693",15.13021,15.21064579,"Urban"
"E85694",11.26723,13.52549051,"Urban"
"E85696",6.43927,22.99168254,"Urban"
"E85707",14.7214,22.8152429,"Urban"
"E85708",9.54812,22.82908424,"Urban"
"E85712",8.59915,30.31520305,"Urban"
"E85713",10.97958,21.28736431,"Urban"
"E85714",16.24801,13.74936643,"Urban"
"E85716",7.91771,22.43534907,"Urban"
"E85718",11.19683,21.26584581,"Urban"
"E85719",8.54016,14.21830983,"Urban"
"E85721",5.05725,26.33700141,"Urban"
"E85725",11.13764,22.72704703,"Urban"
"E85726",15.50468,21.2017739,"Urban"
"E85735",8.51027,24.99487638,"Urban"
"E85736",11.54022,24.54770986,"Urban"
"E85743",9.88155,25.63023388,"Urban"
"E85745",12.01799,25.69730408,"Urban"
"E85748",5.48922,26.71234789,"Urban"
"E85750",11.91845,18.37813412,"Urban"
"E86004",11.7007,26.42984482,"Urban"
"E86005",18.03706,13.46552972,"Urban"
"E86006",20.14566,9.716953663,"Urban"
"E86009",13.62602,16.16016669,"Urban"
"E86010",7.41686,27.49150682,"Urban"
"E86011",16.32653,9.143223285,"Urban"
"E86012",20.01582,8.464001544,"Urban"
"E86014",11.10393,9.154372836,"Urban"
"E86015",15.40534,17.52338365,"Urban"
"E86016",13.08003,20.81931829,"Urban"
"E86017",7.03078,23.79807297,"Urban"
"E86019",15.24859,24.24319851,"Urban"
"E86020",11.41425,26.40704105,"Urban"
"E86022",22.55222,8.575457586,"Urban"
"E86026",11.91416,22.6360946,"Urban"
"E86028",20.6336,7.596172871,"Urban"
"E86030",2.62047,13.18459135,"Urban"
"E86033",19.06596,8.7244565,"Urban"
"E86034",13.49121,20.00618157,"Urban"
"E86036",18.21441,11.97793871,"Urban"
"E86042",8.75633,26.82296751,"Urban"
"E86609",5.72451,23.93784342,"Urban"
"E86610",11.89043,26.45839205,"Urban"
"E86612",7.62694,22.94472714,"Urban"
"E86615",13.21185,14.57570011,"Urban"
"E86618",15.19231,13.55028491,"Urban"
"E86619",15.26092,7.249462017,"Urban"
"E86620",9.77252,21.99483696,"Urban"
"E86629",12.59219,12.67288782,"Urban"
"E86632",10.9447,16.2207071,"Urban"
"E86637",12.14009,23.36867157,"Urban"
"E86640",16.33498,9.414417756,"Urban"
"E87002",13.60256,18.88636608,"Urban"
"E87003",14.6015,32.47035344,"Urban"
"E87005",16.15239,15.56114825,"Urban"
"E87006",12.54779,24.38952472,"Urban"
"E87010",11.6643,17.47654569,"Urban"
"E87021",17.39412,29.00096374,"Urban"
"E87026",17.65169,34.91330895,"Urban"
"E87034",12.83568,21.28614787,"Urban"
"E87038",16.2099,29.36597071,"Urban"
"E87043",9.67837,13.55332056,"Urban"
"E87045",13.15674,25.96220916,"Urban"
"E87047",13.85307,24.64343733,"Urban"
"E87052",12.13808,29.35057959,"Urban"
"E87065",14.20263,32.22091455,"Urban"
"E87066",9.76659,18.29072665,"Urban"
"E87067",15.29896,32.43155796,"Urban"
"E87069",8.81226,22.30044114,"Urban"
"E87070",9.34094,16.05239808,"Urban"
"E87609",12.8047,11.66394508,"Urban"
"E87648",15.08021,12.94086713,"Urban"
"E87663",10.79784,22.57191927,"Urban"
"E87677",1.63513,15.9541844,"Urban"
"E87691",1.47059,18.69018605,"Urban"
"E87694",10.4,10.54130651,"Urban"
"E87702",15.59041,12.79997592,"Urban"
"E87706",14.30263,36.44016155,"Urban"
"E87733",12.22116,36.85789466,"Urban"
"E87741",10.1318,29.43831704,"Urban"
"E87746",7.83706,21.59567731,"Urban"
"E87750",11.43329,22.96932791,"Urban"
"E87751",13.32357,30.37064045,"Urban"
"E87753",11.66346,19.56189128,"Urban"
"E87755",9.99158,30.47466082,"Urban"
"E87762",12.49422,22.13220298,"Urban"
"F81001",23.68588,10.27411876,"Urban"
"F81003",16.23203,29.29328444,"Urban"
"F81006",14.93092,36.75603932,"Urban"
"F81007",20.40137,17.64469587,"Urban"
"F81009",21.92798,8.118856511,"Urban"
"F81013",20.70883,7.408207133,"Urban"
"F81015",19.39872,8.187811091,"Urban"
"F81017",38.59796,28.03706,"Urban"
"F81019",23.68436,28.89313973,"Urban"
"F81022",24.04585,15.37062353,"Urban"
"F81023",14.25831,10.56716079,"Urban"
"F81024",11.35609,14.93242181,"Urban"
"F81025",13.15325,27.35350973,"Urban"
"F81027",14.15827,23.15809637,"Urban"
"F81029",11.85305,21.65610526,"Urban"
"F81030",21.45065,15.69761892,"Urban"
"F81031",13.54633,34.89529518,"Urban"
"F81032",24.46315,11.4222298,"Urban"
"F81037",22.41729,45.31723742,"Urban"
"F81038",22.79351,11.43789162,"Urban"
"F81041",23.94757,14.29599244,"Urban"
"F81042",16.71686,21.8287872,"Urban"
"F81045",21.31324,7.771658477,"Urban"
"F81046",27.6698,17.26012751,"Urban"
"F81047",16.37785,23.21588704,"Urban"
"F81051",21.20617,26.05196887,"Urban"
"F81052",32.33006,39.19166729,"Urban"
"F81055",21.33568,7.892902474,"Urban"
"F81056",19.01915,15.17267379,"Urban"
"F81057",15.60503,12.84867222,"Urban"
"F81060",13.69724,31.17102449,"Urban"
"F81062",18.6507,14.5101942,"Urban"
"F81065",19.78073,10.28879368,"Urban"
"F81066",31.13356,6.60984107,"Urban"
"F81067",23.46549,13.5271705,"Urban"
"F81068",22.28014,16.41703381,"Urban"
"F81069",19.0513,13.84539157,"Urban"
"F81075",27.46172,12.25378513,"Urban"
"F81078",12.70998,13.095355,"Urban"
"F81080",22.77038,7.104408996,"Urban"
"F81083",19.21066,12.53416654,"Urban"
"F81085",18.21063,11.81226814,"Urban"
"F81086",17.89659,27.49059583,"Urban"
"F81087",22.34957,16.65978461,"Urban"
"F81088",17.87354,15.8800676,"Urban"
"F81091",17.34172,22.07519408,"Urban"
"F81092",21.32777,17.94338792,"Urban"
"F81095",13.97806,24.9753677,"Urban"
"F81096",25.4828,24.21133175,"Urban"
"F81097",15.91978,24.53212674,"Urban"
"F81099",27.7231,15.45889328,"Urban"
"F81101",25.81467,9.8224181,"Urban"
"F81102",19.52214,7.648004502,"Urban"
"F81104",23.93784,12.17114088,"Urban"
"F81106",15.16707,23.49603259,"Urban"
"F81108",17.88293,29.9564937,"Urban"
"F81112",24.93793,8.214952306,"Urban"
"F81113",8.36315,10.28292757,"Urban"
"F81114",24.71251,13.54838537,"Urban"
"F81115",22.12605,15.07342726,"Urban"
"F81120",15.39889,23.6223485,"Urban"
"F81121",25.80613,13.97675896,"Urban"
"F81122",19.6473,17.81353042,"Urban"
"F81125",24.78639,7.158064999,"Urban"
"F81128",26.0228,14.84808944,"Urban"
"F81132",20.31347,16.00394021,"Urban"
"F81134",16.60025,22.28913504,"Urban"
"F81136",13.16745,15.03196106,"Urban"
"F81142",23.76923,10.57721105,"Urban"
"F81144",18.91174,11.93570194,"Urban"
"F81147",23.86987,25.42125495,"Urban"
"F81150",11.41925,30.01008945,"Urban"
"F81152",16.11087,18.02515889,"Urban"
"F81153",20.47539,15.00826734,"Urban"
"F81155",15.29605,17.03594974,"Urban"
"F81156",22.93105,45.05024135,"Urban"
"F81158",17.4574,37.10218723,"Urban"
"F81159",7.85403,37.80486467,"Urban"
"F81164",15.29181,25.76461222,"Urban"
"F81165",19.74968,8.205180114,"Urban"
"F81169",19.89973,7.757441974,"Urban"
"F81170",21.78868,8.44962062,"Urban"
"F81173",14.37089,18.67757087,"Urban"
"F81176",19.01112,29.93029618,"Urban"
"F81177",17.4177,16.75225409,"Urban"
"F81181",11.06506,24.12908377,"Urban"
"F81186",11.43549,35.93456055,"Urban"
"F81192",21.52805,18.16286235,"Urban"
"F81193",16.23366,17.28022078,"Urban"
"F81197",14.1051,27.93687072,"Urban"
"F81205",21.91947,24.93004452,"Urban"
"F81207",12.51071,30.34181572,"Urban"
"F81211",12.96154,19.05222279,"Urban"
