"Practice.Code","Year","TOTAL_PATIENTS","TOTAL_GP_EXTGL_HC","TOTAL_GP_EXTGL_FTE","IMD","IMD_quintile"
"J82104","2019",12969,8,5.8,6.194851044,"1"
"J82104","2020",12889,9,6.4,6.194851044,"1"
"J82104","2021",12784,9,6.4,6.194851044,"1"
"J82104","2022",12707.4,9,6.8,6.194851044,"1"
"J82104","2023",12642.5,10,6.9,6.194851044,"1"
"J82104","2024",12626.4,9,6.8,6.194851044,"1"
"J82106","2016",6659,4,3.2,8.77453419925,"1"
"J82106","2017",6677,5,4.2,9.1547257785,"1"
"J82106","2018",6659,5,4.2,9.53491735775,"1"
"J82106","2019",6681,5,4.2,9.915108937,"1"
"J82106","2020",6742,5,4.2,9.915108937,"1"
"J82106","2021",6777,4,3.5,9.915108937,"1"
"J82106","2022",6933.7,4,3.2,9.915108937,"1"
"J82106","2023",7057.83333333333,4,3.2,9.915108937,"1"
"J82106","2024",7115.8,4,3.2,9.915108937,"1"
"J82110","2016",14805,9,6.2,4.11320679975,"1"
"J82110","2017",14699,7,4.6,4.2754725785,"1"
"J82110","2018",14675,5,3.1,4.43773835725,"1"
"J82110","2019",14562,9,5,4.600004136,"1"
"J82110","2020",14603,9,5.1,4.600004136,"1"
"J82110","2021",14729,9,5.1,4.600004136,"1"
"J82110","2022",14787.3,9,5.6,4.600004136,"1"
"J82110","2023",14802.9166666667,8,5.9,4.600004136,"1"
"J82110","2024",28564.6,14,10,4.600004136,"1"
"J82112","2016",13401,9,7.2,12.6439995725,"1"
"J82112","2017",13472,10,7.3,12.944485635,"2"
"J82112","2018",13414,10,7.3,13.2449716975,"2"
"J82112","2019",13474,10,7.3,13.54545776,"2"
"J82112","2020",24942,15,11.3,13.54545776,"2"
"J82112","2021",24442.6666666667,18,10.6,13.54545776,"2"
"J82112","2022",24199.8,19,11.1,13.54545776,"2"
"J82112","2023",24115.8333333333,20,11.5,13.54545776,"2"
"J82112","2024",23948.5,18,10.4,13.54545776,"2"
"J82113","2016",11837,7,5.7,22.82289947,"3"
"J82113","2017",11847,5,4.4,22.82289947,"3"
"J82113","2018",0,5,4.4,22.82289947,"3"
"J82113","2019",0,5,4.2,22.82289947,"3"
"J82114","2016",8961,5,6.6,30.2283033175,"4"
"J82114","2017",9038,5,6.6,30.521829305,"4"
"J82114","2018",9201,5,6.6,30.8153552925,"4"
"J82114","2019",9290,5,6.6,31.10888128,"4"
"J82114","2020",9520,5,6.6,31.10888128,"4"
"J82114","2021",9708.66666666667,5,6.6,31.10888128,"4"
"J82114","2022",9754.4,5,6.5,31.10888128,"4"
"J82114","2023",8804.16666666667,4,5.8,31.10888128,"4"
"J82115","2016",4729,3,3,27.0031428575,"4"
"J82115","2017",4728,3,3,27.206570705,"4"
"J82115","2018",4913,3,3,27.4099985525,"4"
"J82115","2019",5163,2,1.9,27.6134264,"4"
"J82115","2020",5385,3,2.4,27.6134264,"4"
"J82115","2021",5568,4,2.5,27.6134264,"4"
"J82115","2022",5683.1,4,2.6,27.6134264,"4"
"J82115","2023",5649.75,4,2.6,27.6134264,"4"
"J82115","2024",5741,4,2.6,27.6134264,"4"
"J82116","2016",9616,6,5.2,5.05580049225,"1"
"J82116","2017",9542,5,4.7,5.1991215035,"1"
"J82116","2018",9587,5,4.7,5.34244251475,"1"
"J82116","2019",9615,5,4.7,5.485763526,"1"
"J82116","2020",9590,5,4.7,5.485763526,"1"
"J82116","2021",9725,4,4,5.485763526,"1"
"J82116","2022",9836.3,5,4,5.485763526,"1"
"J82116","2023",9916.58333333333,5,3.8,5.485763526,"1"
"J82116","2024",9983.4,6,4.6,5.485763526,"1"
"J82117","2016",11697,5,4.5,33.312711925,"4"
"J82117","2017",11820,5,4.5,33.37627671,"4"
"J82117","2018",14117,5,4.4,33.439841495,"4"
"J82117","2019",14126,5,4.4,33.50340628,"5"
"J82117","2020",14300,7,6,33.50340628,"5"
"J82119","2016",9144,5,6.4,8.388601329,"1"
"J82119","2017",9188,5,6.4,8.716360933,"1"
"J82119","2018",9170,5,6.4,9.044120537,"1"
"J82119","2019",9361,5,6.4,9.371880141,"1"
"J82119","2020",9428,5,6.4,9.371880141,"1"
"J82119","2021",9538.66666666667,5,5.6,9.371880141,"1"
"J82119","2022",9589.6,4,4.6,9.371880141,"1"
"J82119","2023",9761.91666666667,5,4.9,9.371880141,"1"
"J82119","2024",10044.2,5,4.7,9.371880141,"1"
"J82120","2016",9183,7,4.6,10.248618325,"1"
"J82120","2017",9093,7,5.3,10.38844273,"1"
"J82120","2018",9138,7,5.3,10.528267135,"1"
"J82120","2019",9240,7,5.3,10.66809154,"1"
"J82120","2020",9412,7,5.3,10.66809154,"1"
"J82120","2021",9450.33333333333,7,5,10.66809154,"1"
"J82120","2022",9619.3,7,5,10.66809154,"1"
"J82120","2023",9742.5,6,4.5,10.66809154,"1"
"J82120","2024",9868,6,4.2,10.66809154,"1"
"J82121","2016",6991,5,4.9,8.89526157825,"1"
"J82121","2017",9600,6,5.5,9.1178298625,"1"
"J82121","2018",9497,6,5.5,9.34039814675,"1"
"J82121","2019",9614,7,5.9,9.562966431,"1"
"J82121","2020",9698,7,4.2,9.562966431,"1"
"J82121","2021",9825.66666666667,8,4.6,9.562966431,"1"
"J82121","2022",9797.6,9,5.3,9.562966431,"1"
"J82121","2023",9792.75,8,4.8,9.562966431,"1"
"J82121","2024",9754.7,7,5.7,9.562966431,"1"
"J82122","2016",10101,7,5.6,26.9631126675,"4"
"J82122","2017",9848,5,4.3,26.212425155,"4"
"J82122","2018",9697,5,4.3,25.4617376425,"4"
"J82122","2019",9734,3,3.1,24.71105013,"3"
"J82122","2020",9728,4,3.9,24.71105013,"3"
"J82122","2021",9967,4,3.9,24.71105013,"4"
"J82122","2022",10115.7,4,3.7,24.71105013,"4"
"J82122","2023",10419,4,3.7,24.71105013,"4"
"J82122","2024",11307.2,4,3.7,24.71105013,"4"
"J82123","2016",13467,11,7.6,14.34274673,"2"
"J82123","2017",13403,11,7.3,14.34274673,"2"
"J82123","2018",13141,11,7.3,14.34274673,"2"
"J82123","2019",0,11,6.9,14.34274673,"2"
"J82124","2016",9542,8,6.1,8.838695559,"1"
"J82124","2017",9597,7,5.1,9.210169822,"1"
"J82124","2018",9669,8,5.5,9.581644085,"1"
"J82124","2019",9646,8,6.6,9.953118348,"1"
"J82124","2020",9668,9,6.8,9.953118348,"1"
"J82124","2021",9822.66666666667,9,6.2,9.953118348,"1"
"J82124","2022",9980.1,9,6.2,9.953118348,"1"
"J82124","2023",10046.25,10,6.2,9.953118348,"1"
"J82124","2024",10105,9,6.3,9.953118348,"1"
"J82125","2016",10208,3,3,13.2705977775,"2"
"J82125","2017",9702,1,1,13.637377845,"2"
"J82125","2018",9101,1,1,14.0041579125,"2"
"J82125","2019",8824,1,1,14.37093798,"2"
"J82125","2020",8844,5,3.7,14.37093798,"2"
"J82125","2021",8844.33333333333,5,3.6,14.37093798,"2"
"J82125","2022",8877.3,5,3.6,14.37093798,"2"
"J82125","2023",8689.16666666667,5,3.6,14.37093798,"2"
"J82125","2024",8360.8,5,3.6,14.37093798,"2"
"J82126","2016",3785,2,2.1,16.886963505,"2"
"J82126","2017",3977,2,2.1,17.19495862,"2"
"J82126","2018",4218,2,2.1,17.502953735,"2"
"J82126","2019",4419,2,2.1,17.81094885,"2"
"J82126","2020",4688,2,2.1,17.81094885,"2"
"J82126","2021",4729.66666666667,4,3.2,17.81094885,"2"
"J82126","2022",4734.4,4,3.2,17.81094885,"2"
"J82126","2023",4707.5,4,3,17.81094885,"2"
"J82126","2024",4693.5,2,2.2,17.81094885,"2"
"J82127","2016",8941,5,3.4,23.9532074,"3"
"J82127","2017",9180,4,2.4,23.9532074,"3"
"J82127","2018",0,4,2.4,23.9532074,"3"
"J82127","2019",0,4,2.4,23.9532074,"3"
"J82128","2016",8605,6,5.4,24.869702595,"3"
"J82128","2017",8751,5,4.4,25.17231028,"3"
"J82128","2018",8657,6,5.3,25.474917965,"4"
"J82128","2019",8771,6,5.6,25.77752565,"4"
"J82128","2020",8910,7,6,25.77752565,"4"
"J82128","2021",8986,6,5,25.77752565,"4"
"J82128","2022",9008.4,4,4.1,25.77752565,"4"
"J82128","2023",8882.16666666667,4,3.8,25.77752565,"4"
"J82128","2024",8748.4,5,4.1,25.77752565,"4"
"J82129","2016",7664,5,5.1,6.993067637,"1"
"J82129","2017",7587,5,5.1,6.796500199,"1"
"J82129","2018",7685,5,5.1,6.599932761,"1"
"J82129","2019",7725,5,5.1,6.403365323,"1"
"J82129","2020",7833,6,5.1,6.403365323,"1"
"J82129","2021",7874.33333333333,5,4.3,6.403365323,"1"
"J82129","2022",7862.2,5,4.3,6.403365323,"1"
"J82129","2023",7798.41666666667,5,4.3,6.403365323,"1"
"J82129","2024",7666.1,4,4.5,6.403365323,"1"
"J82130","2016",24586,17,11.6,8.6783830105,"1"
"J82130","2017",24717,16,11,8.758400113,"1"
"J82130","2018",24566,15,10.3,8.8384172155,"1"
"J82130","2019",24430,14,9.5,8.918434318,"1"
"J82130","2020",24360,13,9,8.918434318,"1"
"J82130","2021",24263.3333333333,13,9,8.918434318,"1"
"J82130","2022",24192.2,13,9,8.918434318,"1"
"J82130","2023",24511.0833333333,13,9,8.918434318,"1"
"J82130","2024",24561.1,15,10.3,8.918434318,"1"
"J82131","2016",12652,10,7.6,10.798788335,"1"
"J82131","2017",12678,10,7.7,11.01976225,"1"
"J82131","2018",12616,8,6.1,11.240736165,"1"
"J82131","2019",12488,10,8,11.46171008,"1"
"J82131","2020",12438,11,8.2,11.46171008,"1"
"J82131","2021",12368.3333333333,10,6.6,11.46171008,"1"
"J82131","2022",12395.1,11,6.9,11.46171008,"1"
"J82131","2023",12248.5833333333,12,7.4,11.46171008,"1"
"J82131","2024",12204.5,14,8.9,11.46171008,"1"
"J82132","2016",13067,9,6.5,14.607991535,"2"
"J82132","2017",13129,9,6.5,14.94157559,"2"
"J82132","2018",13126,9,6.4,15.275159645,"2"
"J82132","2019",13110,12,7.7,15.6087437,"2"
"J82132","2020",13155,12,7.3,15.6087437,"2"
"J82132","2021",13156.6666666667,12,7.5,15.6087437,"2"
"J82132","2022",13160.2,12,7.4,15.6087437,"2"
"J82132","2023",13188.6666666667,12,7.4,15.6087437,"2"
"J82132","2024",13294,10,6.3,15.6087437,"2"
"J82133","2016",4643,4,2.6,19.4412543425,"3"
"J82133","2017",4867,2,1.3,19.594215965,"3"
"J82133","2018",5154,2,1.3,19.7471775875,"3"
"J82133","2019",5739,NA,NA,19.90013921,"3"
"J82133","2020",5686,NA,NA,19.90013921,"3"
"J82133","2021",2913.5,1,1.1,19.90013921,"3"
"J82134","2016",20530,13,11.4,17.554864295,"2"
"J82134","2017",27944,13,11.8,17.65607925,"2"
"J82134","2018",27303,17,14,17.757294205,"2"
"J82134","2019",26988,14,11.9,17.85850916,"2"
"J82134","2020",27090,15,13,17.85850916,"2"
"J82134","2021",27511.6666666667,15,12.9,17.85850916,"2"
"J82134","2022",27603,13,9.9,17.85850916,"2"
"J82134","2023",27206.9166666667,11,8.9,17.85850916,"2"
"J82134","2024",26586.5,13,9.9,17.85850916,"2"
"J82135","2016",12677,9,5.8,4.17160809475,"1"
"J82135","2017",12836,7,5,4.3502475335,"1"
"J82135","2018",12916,8,5.4,4.52888697225,"1"
"J82135","2019",13134,7,4.4,4.707526411,"1"
"J82135","2020",13456,7,4.6,4.707526411,"1"
"J82135","2021",13529,7,4.6,4.707526411,"1"
"J82135","2022",13665,9,5.3,4.707526411,"1"
"J82135","2023",13676.5833333333,9,5.5,4.707526411,"1"
"J82135","2024",0,8,4.6,4.707526411,"1"
"J82136","2016",9614,7,5.8,8.57316049925,"1"
"J82136","2017",9665,7,5.8,9.0284696855,"1"
"J82136","2018",9744,8,5.9,9.48377887175,"1"
"J82136","2019",9806,7,5.4,9.939088058,"1"
"J82136","2020",9797,7,5.8,9.939088058,"1"
"J82136","2021",9865.66666666667,7,5.7,9.939088058,"1"
"J82136","2022",10110.8,8,5.8,9.939088058,"1"
"J82136","2023",10971.6666666667,8,6.9,9.939088058,"1"
"J82136","2024",11058,9,7.6,9.939088058,"1"
"J82138","2016",16930,11,8.8,7.187285605,"1"
"J82138","2017",17163,10,8.3,7.24858735,"1"
"J82138","2018",17305,10,8.3,7.309889095,"1"
"J82138","2019",17436,11,9.3,7.37119084,"1"
"J82138","2020",17699,11,9,7.37119084,"1"
"J82138","2021",18013,9,6.7,7.37119084,"1"
"J82138","2022",18188.2,9,6.7,7.37119084,"1"
"J82138","2023",18156,9,6.8,7.37119084,"1"
"J82138","2024",18205.4,9,6.6,7.37119084,"1"
"J82139","2016",15252,11,17.6,9.927921225,"1"
"J82139","2017",15319,12,15.3,9.9939321,"1"
"J82139","2018",15512,12,15.3,10.059942975,"1"
"J82139","2019",15636,13,15.1,10.12595385,"1"
"J82139","2020",15750,13,15.1,10.12595385,"1"
"J82139","2021",15892.3333333333,12,14.4,10.12595385,"1"
"J82139","2022",16026.9,12,14.2,10.12595385,"1"
"J82139","2023",16057.6666666667,13,14.8,10.12595385,"1"
"J82139","2024",16029.5,17,16.4,10.12595385,"1"
"J82141","2016",12351,7,5.2,23.9679841675,"3"
"J82141","2017",12087,4,3.2,24.126631645,"3"
"J82141","2018",11214,2,1.6,24.2852791225,"3"
"J82141","2019",10532,2,1.6,24.4439266,"3"
"J82141","2020",9726,NA,NA,24.4439266,"3"
"J82142","2016",8713,4,3,15.7999404375,"2"
"J82142","2017",8871,5,4,15.660136235,"2"
"J82142","2018",9058,5,4,15.5203320325,"2"
"J82142","2019",9303,5,4,15.38052783,"2"
"J82142","2020",9679,5,4,15.38052783,"2"
"J82142","2021",9871.33333333333,6,4.1,15.38052783,"2"
"J82142","2022",10182,6,4.1,15.38052783,"2"
"J82142","2023",10641.6666666667,5,3.8,15.38052783,"2"
"J82142","2024",11149.2,5,3.8,15.38052783,"2"
"J82143","2016",14952,8,6.3,4.80095210325,"1"
"J82143","2017",14961,9,6.9,4.8519199765,"1"
"J82143","2018",14982,9,6.9,4.90288784975,"1"
"J82143","2019",16979,9,6.9,4.953855723,"1"
"J82143","2020",16862,10,7.6,4.953855723,"1"
"J82143","2021",16752.3333333333,10,7.4,4.953855723,"1"
"J82143","2022",16692.5,10,7.9,4.953855723,"1"
"J82143","2023",16670.5,10,8.4,4.953855723,"1"
"J82143","2024",16660.4,10,8,4.953855723,"1"
"J82144","2016",24426,16,15.5,13.72254036,"2"
"J82144","2017",25196,14,13.9,14.10852566,"2"
"J82144","2018",25562,17,14.9,14.49451096,"2"
"J82144","2019",25692,16,14.6,14.88049626,"2"
"J82144","2020",26236,17,14.1,14.88049626,"2"
"J82144","2021",27057.6666666667,18,11.1,14.88049626,"2"
"J82144","2022",27450.1,19,11.3,14.88049626,"2"
"J82144","2023",27612,18,11.1,14.88049626,"2"
"J82144","2024",27639.5,16,12.7,14.88049626,"2"
"J82145","2016",18972,10,11.5,9.34946102825,"1"
"J82145","2017",18742,9,9.9,9.6911760955,"1"
"J82145","2018",18642,9,9.9,10.03289116275,"1"
"J82145","2019",18608,9,10.3,10.37460623,"1"
"J82145","2020",18597,9,10.3,10.37460623,"1"
"J82145","2021",18681,8,8.2,10.37460623,"1"
"J82145","2022",18880.7,11,9.7,10.37460623,"1"
"J82145","2023",18714,11,10.5,10.37460623,"1"
"J82145","2024",18126.1,13,11.3,10.37460623,"1"
"J82146","2016",5279,4,3.3,11.26811511,"1"
"J82146","2017",5310,4,3.3,11.90431974,"1"
"J82146","2018",5295,5,3.5,12.54052437,"1"
"J82146","2019",5350,4,2.7,13.176729,"2"
"J82146","2020",5394,4,1.4,13.176729,"2"
"J82146","2021",5490,4,1.4,13.176729,"2"
"J82146","2022",5547.4,8,3.4,13.176729,"2"
"J82146","2023",5538.66666666667,8,3.7,13.176729,"2"
"J82146","2024",5587.3,7,3.4,13.176729,"2"
"J82147","2016",7753,5,4.5,6.06442943125,"1"
"J82147","2017",7914,5,4.4,6.4071185495,"1"
"J82147","2018",8004,5,3.9,6.74980766775,"1"
"J82147","2019",8056,5,3.7,7.092496786,"1"
"J82147","2020",8081,5,3.7,7.092496786,"1"
"J82147","2021",8029,5,3.7,7.092496786,"1"
"J82147","2022",8016.4,5,3.9,7.092496786,"1"
"J82147","2023",8001.5,5,3.7,7.092496786,"1"
"J82147","2024",7967.6,4,3.1,7.092496786,"1"
"J82149","2016",11495,8,6.5,25.96535689,"4"
"J82149","2017",11707,7,5.7,26.15453148,"4"
"J82149","2018",12483,7,5.7,26.34370607,"4"
"J82149","2019",12907,7,5.8,26.53288066,"4"
"J82149","2020",13180,7,5.8,26.53288066,"4"
"J82149","2021",13591.6666666667,7,5.3,26.53288066,"4"
"J82149","2022",14614.5,8,5.5,26.53288066,"4"
"J82149","2023",15560.8333333333,9,6.3,26.53288066,"4"
"J82149","2024",16723.4,10,6.7,26.53288066,"4"
"J82150","2016",11894,7,6,10.702525195,"1"
"J82150","2017",11926,7,6.1,10.76382767,"1"
"J82150","2018",11928,9,6,10.825130145,"1"
"J82150","2019",11931,9,6.1,10.88643262,"1"
"J82150","2020",11915,9,6.1,10.88643262,"1"
"J82150","2021",11979,9,6.1,10.88643262,"1"
"J82150","2022",12057.5,9,6.1,10.88643262,"1"
"J82150","2023",12098.0833333333,9,7,10.88643262,"1"
"J82150","2024",12029.7,9,11.6,10.88643262,"1"
"J82151","2016",4184,4,3.1,10.5281940125,"1"
"J82151","2017",4255,4,3.1,10.824814855,"1"
"J82151","2018",4449,4,3.1,11.1214356975,"1"
"J82151","2019",4561,4,3.1,11.41805654,"1"
"J82151","2020",4667,4,3.1,11.41805654,"1"
"J82151","2021",4791,4,3.1,11.41805654,"1"
"J82151","2022",4851.5,4,3.1,11.41805654,"1"
"J82151","2023",4892,4,3.1,11.41805654,"1"
"J82151","2024",4971.9,5,3.1,11.41805654,"1"
"J82152","2016",8742,5,4.7,22.672056255,"3"
"J82152","2017",8671,5,4.7,22.98055182,"3"
"J82152","2018",8709,5,4.7,23.289047385,"3"
"J82152","2019",8702,5,4.7,23.59754295,"3"
"J82152","2020",8690,5,4.7,23.59754295,"3"
"J82152","2021",8807.33333333333,4,3.6,23.59754295,"3"
"J82152","2022",8858.1,4,3.4,23.59754295,"3"
"J82152","2023",8808,4,3.6,23.59754295,"3"
"J82152","2024",8603,4,3.2,23.59754295,"3"
"J82154","2016",15962,9,7.7,11.6807080025,"1"
"J82154","2017",16104,9,7.4,11.647864895,"1"
"J82154","2018",16108,9,7.8,11.6150217875,"1"
"J82154","2019",15966,9,7.7,11.58217868,"1"
"J82154","2020",15682,9,7.2,11.58217868,"1"
"J82154","2021",15496.6666666667,10,7.9,11.58217868,"1"
"J82154","2022",31834.4,10,7.9,11.58217868,"1"
"J82154","2023",38640.3333333333,19,14.2,11.58217868,"1"
"J82154","2024",37975.8,21,16,11.58217868,"1"
"J82155","2016",33917,22,17,29.6697269575,"4"
"J82155","2017",38600,21,16.5,29.866277705,"4"
"J82155","2018",43951,21,16.1,30.0628284525,"4"
"J82155","2019",43934,17,13.2,30.2593792,"4"
"J82155","2020",43998,21,16.2,30.2593792,"4"
"J82155","2021",57367.3333333333,24,17.5,30.2593792,"4"
"J82155","2022",58588.9,28,19,30.2593792,"4"
"J82155","2023",58825.8333333333,31,19.9,30.2593792,"4"
"J82155","2024",62708.2,33,19.8,30.2593792,"4"
"J82156","2016",7124,5,4.7,14.28397024,"2"
"J82156","2017",7253,5,4.5,14.3286162,"2"
"J82156","2018",7324,4,3.7,14.37326216,"2"
"J82156","2019",7509,4,3.9,14.41790812,"2"
"J82156","2020",7543,5,4.3,14.41790812,"2"
"J82156","2021",7305,6,4.8,14.41790812,"2"
"J82156","2022",7170.2,6,4.6,14.41790812,"2"
"J82156","2023",7445.58333333333,6,4.6,14.41790812,"2"
"J82156","2024",7573.6,6,4.8,14.41790812,"2"
"J82157","2016",14060,9,7.9,10.3095932225,"1"
"J82157","2017",14209,8,6.9,10.825748005,"1"
"J82157","2018",14199,8,7,11.3419027875,"1"
"J82157","2019",14329,11,8.7,11.85805757,"1"
"J82157","2020",14794,10,12.6,11.85805757,"1"
"J82157","2021",15042.3333333333,12,14.3,11.85805757,"1"
"J82157","2022",15347.4,12,12.3,11.85805757,"1"
"J82157","2023",16865.25,14,13.1,11.85805757,"1"
"J82157","2024",17114.4,15,13.6,11.85805757,"1"
"J82161","2016",10136,8,5.3,10.11355939975,"1"
"J82161","2017",10299,8,5.3,10.3514796565,"1"
"J82161","2018",10401,8,5.3,10.58939991325,"1"
"J82161","2019",10507,8,5.3,10.82732017,"1"
"J82161","2020",10526,8,5.3,10.82732017,"1"
"J82161","2021",10447.3333333333,8,5.3,10.82732017,"1"
"J82161","2022",10340,8,5.3,10.82732017,"1"
"J82161","2023",10349,8,5.2,10.82732017,"1"
"J82161","2024",10550.1,6,4.5,10.82732017,"1"
"J82163","2016",9163,6,5.3,11.31076376,"1"
"J82163","2017",9473,5,4.5,11.76137651,"1"
"J82163","2018",15263,9,7.6,12.21198926,"1"
"J82163","2019",15826,9,7.6,12.66260201,"1"
"J82163","2020",16104,10,8.4,12.66260201,"1"
"J82163","2021",16035,10,8.4,12.66260201,"1"
"J82163","2022",16138.7,10,8.4,12.66260201,"1"
"J82163","2023",16409.75,8,6.8,12.66260201,"1"
"J82163","2024",16646.8,10,6.6,12.66260201,"1"
"J82164","2016",10770,9,7.9,9.52850030875,"1"
"J82164","2017",11010,9,7.9,9.9847599225,"1"
"J82164","2018",11128,9,7.9,10.44101953625,"1"
"J82164","2019",11195,10,8.6,10.89727915,"1"
"J82164","2020",11306,9,7.5,10.89727915,"1"
"J82164","2021",11395.3333333333,9,6.6,10.89727915,"1"
"J82164","2022",11349.1,7,5.1,10.89727915,"1"
"J82164","2023",0,7,5.1,10.89727915,"1"
"J82165","2016",5765,2,2,20.252571345,"3"
"J82165","2017",5661,3,2.8,20.28684321,"3"
"J82165","2018",5666,3,2.8,20.321115075,"3"
"J82165","2019",5851,4,3.1,20.35538694,"3"
"J82166","2016",10570,6,6.4,9.62470698725,"1"
"J82166","2017",10673,6,6.4,9.7693016315,"1"
"J82166","2018",10720,6,6.4,9.91389627575,"1"
"J82166","2019",10774,6,5.8,10.05849092,"1"
"J82166","2020",10799,8,7.4,10.05849092,"1"
"J82168","2016",6021,3,3.2,25.315554,"3"
"J82168","2017",0,0,0,25.315554,"3"
"J82169","2016",5592,3,2.2,13.4268224125,"2"
"J82169","2017",6057,3,2.1,13.209194155,"2"
"J82169","2018",6375,3,2.1,12.9915658975,"2"
"J82169","2019",7037,3,2.1,12.77393764,"1"
"J82169","2020",7408,3,2.1,12.77393764,"1"
"J82169","2021",7664.66666666667,3,2.1,12.77393764,"1"
"J82169","2022",7987.4,3,2.1,12.77393764,"2"
"J82169","2023",8243,3,2,12.77393764,"1"
"J82169","2024",8435.8,2,1.1,12.77393764,"1"
"J82171","2016",8979,6,4.3,19.36637983,"3"
"J82171","2017",9191,7,4.2,19.36637983,"3"
"J82171","2018",9313,7,4.2,19.36637983,"3"
"J82174","2016",13354,9,5,5.5377970325,"1"
"J82174","2017",13270,8,4.5,5.713019294,"1"
"J82174","2018",13340,7,4.3,5.8882415555,"1"
"J82174","2019",13288,9,5.2,6.063463817,"1"
"J82174","2020",13458,9,5.2,6.063463817,"1"
"J82174","2021",13560.6666666667,9,5.2,6.063463817,"1"
"J82174","2022",13636.5,9,5,6.063463817,"1"
"J82174","2023",13666.75,9,5,6.063463817,"1"
"J82174","2024",13536,9,4.8,6.063463817,"1"
"J82177","2016",4024,3,1.8,31.0073323575,"4"
"J82177","2017",4098,3,2,30.346933955,"4"
"J82177","2018",4218,3,2,29.6865355525,"4"
"J82177","2019",4344,3,2,29.02613715,"4"
"J82177","2020",4328,3,1.9,29.02613715,"4"
"J82178","2016",8345,7,4.3,19.072939845,"3"
"J82178","2017",8804,6,3.8,19.46098591,"3"
"J82178","2018",8856,7,4.6,19.849031975,"3"
"J82178","2019",9067,8,5.1,20.23707804,"3"
"J82178","2020",9527,8,4.5,20.23707804,"3"
"J82178","2021",9879.66666666667,8,4.5,20.23707804,"3"
"J82178","2022",10188,6,3.5,20.23707804,"3"
"J82178","2023",10696.8333333333,7,4.2,20.23707804,"3"
"J82178","2024",11439.7,9,5.3,20.23707804,"3"
"J82180","2016",5465,3,2.5,19.0643415875,"3"
"J82180","2017",5441,3,2.2,19.116567195,"3"
"J82180","2018",5524,2,1.7,19.1687928025,"3"
"J82180","2019",5452,3,2.1,19.22101841,"3"
"J82180","2020",5657,4,2.3,19.22101841,"3"
"J82180","2021",6202.66666666667,3,2.1,19.22101841,"3"
"J82180","2022",6349.4,3,1.9,19.22101841,"3"
"J82180","2023",6566.83333333333,3,2.2,19.22101841,"3"
"J82180","2024",4762,5,2.8,19.22101841,"3"
"J82181","2016",9370,7,4.7,21.9358604075,"3"
"J82181","2017",9348,7,4.7,22.365125385,"3"
"J82181","2018",9314,7,4.7,22.7943903625,"3"
"J82181","2019",9288,7,4.7,23.22365534,"3"
"J82181","2020",9313,5,3.2,23.22365534,"3"
"J82181","2021",9371,6,3.7,23.22365534,"3"
"J82181","2022",9605.1,6,3.8,23.22365534,"3"
"J82181","2023",9648.25,9,4.8,23.22365534,"3"
"J82181","2024",9535,8,4.3,23.22365534,"3"
"J82183","2016",6052,3,1.7,16.4636372425,"2"
"J82183","2017",6080,3,2.2,16.386678305,"2"
"J82183","2018",6236,3,2.2,16.3097193675,"2"
"J82183","2019",6163,2,1.6,16.23276043,"2"
"J82183","2020",6229,4,3,16.23276043,"2"
"J82183","2021",6159.66666666667,4,3,16.23276043,"2"
"J82183","2022",6071.1,4,3,16.23276043,"2"
"J82183","2023",6035.16666666667,4,2.7,16.23276043,"2"
"J82183","2024",5949.4,4,2.1,16.23276043,"2"
"J82184","2016",3546,3,1.9,12.7161272275,"1"
"J82184","2017",3674,1,0.7,13.576012935,"2"
"J82184","2018",3652,2,1.5,14.4358986425,"2"
"J82184","2019",3661,2,1.5,15.29578435,"2"
"J82184","2020",3478,2,1.6,15.29578435,"2"
"J82184","2021",3277.66666666667,1,0.8,15.29578435,"2"
"J82184","2022",3236.5,1,0.8,15.29578435,"2"
"J82184","2023",3360.66666666667,1,0.9,15.29578435,"2"
"J82184","2024",3617,2,1.3,15.29578435,"2"
"J82187","2016",9369,6,4,36.21032471,"5"
"J82187","2017",9851,7,4.2,36.21032471,"5"
"J82187","2018",10485,7,4.2,36.21032471,"5"
"J82188","2016",3732,1,1,15.93460177,"2"
"J82188","2017",3821,1,1,16.29084162,"2"
"J82188","2018",3924,2,2,16.64708147,"2"
"J82188","2019",4200,2,2,17.00332132,"2"
"J82188","2020",4486,1,1,17.00332132,"2"
"J82188","2021",4599,NA,NA,17.00332132,"2"
"J82188","2022",4686,0,0,17.00332132,"2"
"J82190","2016",6983,3,4,6.2949125,"1"
"J82190","2017",6819,3,4,6.2949125,"1"
"J82190","2018",6590,2,2.4,6.2949125,"1"
"J82191","2016",3812,2,0.9,22.66719874,"3"
"J82191","2017",0,0,0,22.66719874,"3"
"J82192","2016",12849,6,5.1,7.3207445735,"1"
"J82192","2017",12440,5,4.1,7.318146434,"1"
"J82192","2018",12070,4,3.2,7.3155482945,"1"
"J82192","2019",11912,4,3.2,7.312950155,"1"
"J82192","2020",11366,1,1,7.312950155,"1"
"J82192","2021",11186,1,1,7.312950155,"1"
"J82192","2022",11311,1,1,7.312950155,"1"
"J82194","2016",6988,3,2.6,23.0685178875,"3"
"J82194","2017",6549,3,2.1,22.979021245,"3"
"J82194","2018",14335,3,2.1,22.8895246025,"3"
"J82194","2019",13614,4,2.8,22.80002796,"3"
