"Practice.Code","Year","TOTAL_PATIENTS","TOTAL_GP_EXTGL_HC","TOTAL_GP_EXTGL_FTE","IMD","IMD_quintile"
"C83030","2023",5017.91666666667,2,1.5,25.41742035,"4"
"C83030","2024",5093.7,3,1.8,25.41742035,"4"
"C83031","2016",11448,7,6.6,9.4755057395,"1"
"C83031","2017",11475,8,7.6,9.594892498,"1"
"C83031","2018",11566,7,6.6,9.7142792565,"1"
"C83031","2019",11735,8,7.1,9.833666015,"1"
"C83031","2020",11857,9,7.9,9.833666015,"1"
"C83031","2021",12050.6666666667,9,8.1,9.833666015,"1"
"C83031","2022",12215.3,9,6.9,9.833666015,"1"
"C83031","2023",12441.6666666667,9,6.7,9.833666015,"1"
"C83031","2024",12617.2,9,6.6,9.833666015,"1"
"C83032","2016",7570,4,4,29.3712614225,"4"
"C83032","2017",7607,4,4,29.507561365,"4"
"C83032","2018",7651,4,4,29.6438613075,"4"
"C83032","2019",7657,4,3.5,29.78016125,"4"
"C83032","2020",7474,4,2.7,29.78016125,"4"
"C83032","2021",7472.66666666667,5,3.2,29.78016125,"4"
"C83032","2022",7490.4,4,2.8,29.78016125,"4"
"C83032","2023",7189.58333333333,2,1.7,29.78016125,"4"
"C83032","2024",7065.7,2,1.6,29.78016125,"4"
"C83033","2016",3315,3,3.5,16.1258683825,"2"
"C83033","2017",3347,3,3.1,16.697177955,"2"
"C83033","2018",3444,3,3.1,17.2684875275,"2"
"C83033","2019",3461,3,3.1,17.8397971,"2"
"C83033","2020",3449,3,3.2,17.8397971,"2"
"C83033","2021",3477.66666666667,3,3.2,17.8397971,"2"
"C83033","2022",3533.4,2,2.7,17.8397971,"2"
"C83033","2023",3595.25,2,2.4,17.8397971,"2"
"C83033","2024",3644.9,2,2.2,17.8397971,"2"
"C83035","2016",12431,0,0,10.59014552775,"1"
"C83035","2017",12522,0,0,10.2314644555,"1"
"C83035","2018",12603,9,7.4,9.87278338325,"1"
"C83035","2019",12644,8,6.5,9.514102311,"1"
"C83035","2020",12514,6,5.2,9.514102311,"1"
"C83035","2021",12254,7,5.3,9.514102311,"1"
"C83035","2022",12020.2,8,5.8,9.514102311,"1"
"C83035","2023",11771.75,8,5.9,9.514102311,"1"
"C83035","2024",11872.7,8,6.5,9.514102311,"1"
"C83036","2016",6411,3,4.2,17.57223653,"2"
"C83036","2017",6690,3,4.2,17.5138346,"2"
"C83036","2018",6822,4,4.1,17.45543267,"2"
"C83036","2019",7021,4,4.1,17.39703074,"2"
"C83036","2020",7060,4,4.1,17.39703074,"2"
"C83036","2021",7182,4,4.1,17.39703074,"2"
"C83036","2022",7390.5,4,4.1,17.39703074,"2"
"C83036","2023",7627.08333333333,4,4.1,17.39703074,"2"
"C83036","2024",8071.6,4,4.1,17.39703074,"2"
"C83037","2016",9399,6,4.8,10.2103030975,"1"
"C83037","2017",9242,6,5.2,10.356707705,"1"
"C83037","2018",9191,6,5.3,10.5031123125,"1"
"C83037","2019",9388,6,4.8,10.64951692,"1"
"C83037","2020",9471,6,5,10.64951692,"1"
"C83037","2021",9475.66666666667,5,4.1,10.64951692,"1"
"C83037","2022",9535.9,6,4.6,10.64951692,"1"
"C83037","2023",9676.91666666667,5,4.1,10.64951692,"1"
"C83037","2024",9688.6,4,3.6,10.64951692,"1"
"C83038","2016",8166,4,0.9,11.853929225,"1"
"C83038","2017",8189,3,2.8,11.89812685,"1"
"C83038","2018",8284,4,3.7,11.942324475,"1"
"C83038","2019",8217,4,3.7,11.9865221,"1"
"C83038","2020",8121,7,5.9,11.9865221,"1"
"C83038","2021",8083,7,5.5,11.9865221,"1"
"C83038","2022",8187.3,6,5.1,11.9865221,"1"
"C83038","2023",8248.33333333333,7,5.4,11.9865221,"1"
"C83038","2024",8270.8,7,5.4,11.9865221,"1"
"C83039","2016",5540,0,0,17.8120488175,"2"
"C83039","2017",5490,4,4.3,17.799501085,"2"
"C83039","2018",5443,4,4.7,17.7869533525,"2"
"C83039","2019",5519,4,4.7,17.77440562,"2"
"C83039","2020",5632,4,4.1,17.77440562,"2"
"C83039","2021",5540.66666666667,3,2.7,17.77440562,"2"
"C83039","2022",5598.2,4,3.6,17.77440562,"2"
"C83039","2023",5599.16666666667,3,3.8,17.77440562,"2"
"C83039","2024",5592.2,3,3.3,17.77440562,"2"
"C83040","2016",15859,6,6,19.7155224425,"3"
"C83040","2017",16026,5,5,19.361906975,"3"
"C83040","2018",15793,5,6.3,19.0082915075,"3"
"C83040","2019",15711,5,6.3,18.65467604,"3"
"C83040","2020",15660,5,6.3,18.65467604,"3"
"C83040","2021",15394,5,6.3,18.65467604,"3"
"C83040","2022",14860.4,5,6.4,18.65467604,"3"
"C83040","2023",14743,5,6.4,18.65467604,"3"
"C83040","2024",14770.2,6,6.7,18.65467604,"3"
"C83041","2016",7584,4,3.7,23.48948379,"3"
"C83041","2017",7752,3,2.7,23.28147319,"3"
"C83041","2018",7879,2,1.6,23.07346259,"3"
"C83041","2019",7880,2,1.6,22.86545199,"3"
"C83041","2020",7981,4,3.1,22.86545199,"3"
"C83041","2021",7951,5,3.9,22.86545199,"3"
"C83041","2022",7943.5,5,3.9,22.86545199,"3"
"C83041","2023",7901.83333333333,5,3.9,22.86545199,"3"
"C83041","2024",7834.3,5,3.9,22.86545199,"3"
"C83042","2016",5749,3,2,24.2699852825,"3"
"C83042","2017",5711,4,3,24.525507045,"3"
"C83042","2018",5729,4,3,24.7810288075,"3"
"C83042","2019",5868,6,3.9,25.03655057,"4"
"C83042","2020",6077,3,2.1,25.03655057,"4"
"C83042","2021",6218.66666666667,4,2.8,25.03655057,"4"
"C83042","2022",6448.4,4,3.2,25.03655057,"4"
"C83042","2023",6574.75,3,2.6,25.03655057,"4"
"C83042","2024",6727.8,3,2.6,25.03655057,"4"
"C83043","2016",10121,5,4.7,18.3264644,"2"
"C83043","2017",10286,5,4.7,18.29350678,"2"
"C83043","2018",10299,5,4.7,18.26054916,"2"
"C83043","2019",10467,5,4.2,18.22759154,"2"
"C83043","2020",10456,6,5.2,18.22759154,"2"
"C83043","2021",10452,5,4.4,18.22759154,"2"
"C83043","2022",10504.8,7,4.6,18.22759154,"2"
"C83043","2023",10528.5833333333,8,5,18.22759154,"2"
"C83043","2024",10568.8,8,5.3,18.22759154,"3"
"C83044","2016",10311,5,5.3,37.7300751675,"5"
"C83044","2017",10622,4,4.2,38.832169555,"5"
"C83044","2018",10793,4,4.2,39.9342639425,"5"
"C83044","2019",11050,4,4.2,41.03635833,"5"
"C83044","2020",11314,5,4.7,41.03635833,"5"
"C83044","2021",11467,5,4.7,41.03635833,"5"
"C83044","2022",11743.2,5,4.4,41.03635833,"5"
"C83044","2023",11944.25,5,3.9,41.03635833,"5"
"C83044","2024",12052.9,5,3.9,41.03635833,"5"
"C83045","2016",13660,7,7,40.0111373125,"5"
"C83045","2017",13923,7,7,40.736540345,"5"
"C83045","2018",16108,7,7,41.4619433775,"5"
"C83045","2019",16387,8,7,42.18734641,"5"
"C83045","2020",16606,8,7,42.18734641,"5"
"C83045","2021",17212,8,7,42.18734641,"5"
"C83045","2022",17803.4,7,7.1,42.18734641,"5"
"C83045","2023",17663.8333333333,8,7.8,42.18734641,"5"
"C83045","2024",17184.5,8,8,42.18734641,"5"
"C83046","2016",6183,4,3.7,13.944030975,"2"
"C83046","2017",6196,2,1.6,13.1166752,"2"
"C83046","2018",6054,2,1.6,12.289319425,"1"
"C83046","2019",5995,1,0.8,11.46196365,"1"
"C83046","2020",5973,2,1.5,11.46196365,"1"
"C83046","2021",5835.33333333333,2,1.3,11.46196365,"1"
"C83046","2022",5815.2,2,1.3,11.46196365,"1"
"C83046","2023",5853.5,2,1.3,11.46196365,"1"
"C83046","2024",5954.8,2,1.3,11.46196365,"1"
"C83047","2016",10210,0,0,27.21008256,"4"
"C83047","2017",10302,4,3.2,27.21008256,"4"
"C83047","2018",10268,4,3.2,27.21008256,"4"
"C83048","2016",15088,7,6.3,19.6901322925,"3"
"C83048","2017",15043,8,7.1,19.345556275,"3"
"C83048","2018",15092,6,5.3,19.0009802575,"3"
"C83048","2019",14875,7,5.6,18.65640424,"3"
"C83048","2020",14419,7,5.6,18.65640424,"3"
"C83048","2021",14299.3333333333,5,4.5,18.65640424,"3"
"C83048","2022",14080.9,4,2.9,18.65640424,"3"
"C83048","2023",13866.5833333333,5,3.3,18.65640424,"3"
"C83048","2024",13671.3,6,4.4,18.65640424,"3"
"C83049","2016",6660,5,3.8,26.71252438,"4"
"C83049","2017",6581,6,4.1,27.06439802,"4"
"C83049","2018",6642,5,3.6,27.41627166,"4"
"C83049","2019",6698,5,4.2,27.7681453,"4"
"C83049","2020",6674,5,4.2,27.7681453,"4"
"C83049","2021",7241.33333333333,4,3.8,27.7681453,"4"
"C83049","2022",8436.7,4,3.5,27.7681453,"4"
"C83049","2023",9046.08333333333,4,3.5,27.7681453,"4"
"C83049","2024",9588.1,4,3.9,27.7681453,"4"
"C83051","2016",5259,4,2.5,35.5591833875,"5"
"C83051","2017",5315,4,2.5,35.330786035,"5"
"C83051","2018",7469,4,2.5,35.1023886825,"5"
"C83051","2019",7368,4,2.5,34.87399133,"5"
"C83051","2020",7543,5,3.2,34.87399133,"5"
"C83051","2021",7592.66666666667,5,3.2,34.87399133,"5"
"C83051","2022",7810.6,5,3.2,34.87399133,"5"
"C83051","2023",8071.58333333333,5,3.2,34.87399133,"5"
"C83051","2024",8503,5,3.7,34.87399133,"5"
"C83052","2016",3394,1,1,18.087215675,"2"
"C83052","2017",3390,1,1,18.08624017,"2"
"C83052","2018",3414,2,2,18.085264665,"2"
"C83052","2019",3394,2,2,18.08428916,"2"
"C83052","2020",3433,2,2,18.08428916,"2"
"C83052","2021",3466,2,1.5,18.08428916,"2"
"C83052","2022",3577.8,3,2.2,18.08428916,"2"
"C83052","2023",3667.91666666667,3,2.2,18.08428916,"2"
"C83052","2024",3782.1,3,2.2,18.08428916,"2"
"C83053","2016",2445,2,2,15.72953401,"2"
"C83053","2017",2400,1,1,15.8422212,"2"
"C83053","2018",2331,1,1,15.95490839,"2"
"C83053","2019",2328,2,1.4,16.06759558,"2"
"C83053","2020",2319,2,1.4,16.06759558,"2"
"C83053","2021",2399.33333333333,2,1.4,16.06759558,"2"
"C83053","2022",2591.6,2,1.4,16.06759558,"2"
"C83053","2023",2640.16666666667,2,1.4,16.06759558,"2"
"C83053","2024",2543.1,2,1.4,16.06759558,"2"
"C83054","2016",10852,7,8.9,10.891967975,"1"
"C83054","2017",11110,7,8.9,10.53409165,"1"
"C83054","2018",11356,6,7.8,10.176215325,"1"
"C83054","2019",11587,7,8.8,9.818339,"1"
"C83054","2020",12151,9,10.4,9.818339,"1"
"C83054","2021",12754.6666666667,8,9.7,9.818339,"1"
"C83054","2022",13459.4,10,11.1,9.818339,"1"
"C83054","2023",14466.75,10,11,9.818339,"1"
"C83054","2024",15094.7,10,9.9,9.818339,"1"
"C83055","2016",5094,0,0,23.6444266875,"3"
"C83055","2017",5172,4,3.8,24.344622365,"3"
"C83055","2018",5334,4,3.8,25.0448180425,"3"
"C83055","2019",5455,4,3.8,25.74501372,"4"
"C83055","2020",5520,4,3.7,25.74501372,"4"
"C83055","2021",5657.33333333333,3,3.1,25.74501372,"4"
"C83055","2022",5772.7,4,4,25.74501372,"4"
"C83055","2023",5904.83333333333,5,3.6,25.74501372,"4"
"C83055","2024",6004.6,3,2.5,25.74501372,"4"
"C83056","2016",10767,5,4.1,22.8113554925,"3"
"C83056","2017",10902,4,2.7,23.012409745,"3"
"C83056","2018",11025,4,2.7,23.2134639975,"3"
"C83056","2019",14184,7,5.4,23.41451825,"3"
"C83056","2020",14518,7,5,23.41451825,"3"
"C83056","2021",14711,7,5,23.41451825,"3"
"C83056","2022",14721,6,4.4,23.41451825,"3"
"C83056","2023",14684.4166666667,6,4.2,23.41451825,"3"
"C83056","2024",14430.1,6,4.1,23.41451825,"3"
"C83057","2016",5660,2,2,20.794422725,"3"
"C83057","2017",5903,2,2,20.56390994,"3"
"C83057","2018",6222,2,2,20.333397155,"3"
"C83057","2019",6559,2,2,20.10288437,"3"
"C83057","2020",7052,2,2,20.10288437,"3"
"C83057","2021",7396,2,2,20.10288437,"3"
"C83057","2022",7674.2,2,2,20.10288437,"3"
"C83057","2023",7891.5,3,2.7,20.10288437,"3"
"C83057","2024",8037.3,3,3,20.10288437,"3"
"C83058","2016",6893,3,2.8,7.315023929,"1"
"C83058","2017",6914,4,3.5,7.415851689,"1"
"C83058","2018",7075,4,3.5,7.516679449,"1"
"C83058","2019",7224,4,3.5,7.617507209,"1"
"C83058","2020",7429,4,3.5,7.617507209,"1"
"C83058","2021",7616.66666666667,4,3.5,7.617507209,"1"
"C83058","2022",7752.2,4,3.5,7.617507209,"1"
"C83058","2023",7928.41666666667,4,3.5,7.617507209,"1"
"C83058","2024",8270.5,4,3.5,7.617507209,"1"
"C83059","2016",11511,4,3.6,24.9129381525,"3"
"C83059","2017",11468,4,3.8,24.386703135,"3"
"C83059","2018",11659,4,3.8,23.8604681175,"3"
"C83059","2019",12010,4,3.8,23.3342331,"3"
"C83059","2020",12486,4,3.8,23.3342331,"3"
"C83059","2021",12843.3333333333,4,3.7,23.3342331,"3"
"C83059","2022",13189.5,4,3.5,23.3342331,"3"
"C83059","2023",13383.5,5,4.3,23.3342331,"3"
"C83059","2024",13569.9,5,4.3,23.3342331,"3"
"C83060","2016",8306,3,2.8,24.0676141375,"3"
"C83060","2017",8165,5,3.9,23.942319545,"3"
"C83060","2018",8028,3,2.5,23.8170249525,"3"
"C83060","2019",18158,5,3.7,23.69173036,"3"
"C83060","2020",17405,2,1.6,23.69173036,"3"
"C83060","2021",16999,6,4.1,23.69173036,"3"
"C83060","2022",17119.3,8,7.7,23.69173036,"3"
"C83060","2023",17118.75,7,7,23.69173036,"3"
"C83060","2024",16759.7,3,2.4,23.69173036,"3"
"C83061","2016",9477,5,3.8,12.966667235,"2"
"C83061","2017",9514,6,4.8,13.02541073,"2"
"C83061","2018",9653,6,4.8,13.084154225,"2"
"C83061","2019",9709,6,5.3,13.14289772,"2"
"C83061","2020",9723,6,5.3,13.14289772,"2"
"C83061","2021",9595.33333333333,6,5.3,13.14289772,"2"
"C83061","2022",9403.2,5,4.6,13.14289772,"2"
"C83061","2023",9250.25,5,4.3,13.14289772,"2"
"C83061","2024",9109.7,7,5.2,13.14289772,"2"
"C83062","2016",4018,2,1.8,12.9895828725,"2"
"C83062","2017",4213,2,1.8,13.063888195,"2"
"C83062","2018",5666,1,1,13.1381935175,"2"
"C83062","2019",5662,1,1,13.21249884,"2"
"C83062","2020",5640,2,2,13.21249884,"2"
"C83062","2021",5631.66666666667,3,2.5,13.21249884,"2"
"C83062","2022",5645,3,2.2,13.21249884,"2"
"C83062","2023",5602.16666666667,1,1.1,13.21249884,"2"
"C83062","2024",5666.4,1,1.1,13.21249884,"2"
"C83063","2016",15556,7,8.1,24.54798086,"3"
"C83063","2017",15798,8,8.8,24.53508793,"3"
"C83063","2018",15942,7,7.6,24.522195,"3"
"C83063","2019",15985,7,7.1,24.50930207,"3"
"C83063","2020",16012,7,7.3,24.50930207,"3"
"C83063","2021",16039.6666666667,7,6.7,24.50930207,"3"
"C83063","2022",16087.9,8,8.2,24.50930207,"3"
"C83063","2023",16174.4166666667,8,8.8,24.50930207,"3"
"C83063","2024",16115.7,8,8.8,24.50930207,"3"
"C83064","2016",13961,0,0,45.8014527675,"5"
"C83064","2017",13971,2,1.9,46.053255275,"5"
"C83064","2018",14094,1,1.5,46.3050577825,"5"
"C83064","2019",14058,2,2.3,46.55686029,"5"
"C83064","2020",13960,2,2.3,46.55686029,"5"
"C83064","2021",14314.6666666667,1,1,46.55686029,"5"
"C83064","2022",14576,4,4.1,46.55686029,"5"
"C83064","2023",14512.1666666667,5,5.3,46.55686029,"5"
"C83064","2024",14348.5,5,4.7,46.55686029,"5"
"C83065","2016",6777,3,2.6,20.909026305,"3"
"C83065","2017",6877,3,2.6,20.93868729,"3"
"C83065","2018",6764,3,2.8,20.968348275,"3"
"C83065","2019",6781,2,1.8,20.99800926,"3"
"C83065","2020",6860,2,2,20.99800926,"3"
"C83065","2021",7135,2,2.2,20.99800926,"3"
"C83065","2022",7577.1,3,2.9,20.99800926,"3"
"C83065","2023",8008.75,3,2.9,20.99800926,"3"
"C83065","2024",8503.7,3,2.9,20.99800926,"3"
"C83067","2016",5850,4,3,9.5290043555,"1"
"C83067","2017",5818,4,3,9.490867211,"1"
"C83067","2018",5857,4,3,9.4527300665,"1"
"C83067","2019",5896,5,3.6,9.414592922,"1"
"C83067","2020",6026,5,3.1,9.414592922,"1"
"C83067","2021",6086.66666666667,5,3.3,9.414592922,"1"
"C83067","2022",6293.1,6,3.8,9.414592922,"1"
"C83067","2023",6542.66666666667,6,3.8,9.414592922,"1"
"C83067","2024",6713.7,6,4,9.414592922,"1"
"C83068","2016",3928,3,2.8,11.00956745,"1"
"C83068","2017",3949,2,2.2,11.00956745,"1"
"C83068","2018",3741,2,2.2,11.00956745,"1"
"C83071","2016",7305,5,1.9,18.488529475,"2"
"C83071","2017",7419,4,4.7,18.44457935,"2"
"C83071","2018",7378,4,4.5,18.400629225,"2"
"C83071","2019",7303,4,4.5,18.3566791,"2"
"C83071","2020",7166,5,4.1,18.3566791,"2"
"C83071","2021",7099,5,4.1,18.3566791,"2"
"C83071","2022",7121.1,5,4,18.3566791,"3"
"C83071","2023",0,4,3.9,18.3566791,"3"
"C83072","2016",9975,5,4.3,28.6691111075,"4"
"C83072","2017",9889,6,5.1,28.493587565,"4"
"C83072","2018",10543,6,5.1,28.3180640225,"4"
"C83072","2019",10429,6,5.2,28.14254048,"4"
"C83072","2020",10472,6,5.2,28.14254048,"4"
"C83072","2021",10383,5,4.5,28.14254048,"4"
"C83072","2022",10316.9,6,5.8,28.14254048,"4"
"C83072","2023",10222.3333333333,6,6,28.14254048,"4"
"C83072","2024",10105,6,5.7,28.14254048,"4"
"C83073","2016",5526,1,0.7,24.111471315,"3"
"C83073","2017",5494,1,0.7,23.46255919,"3"
"C83073","2018",6175,0,0,22.813647065,"3"
"C83073","2019",6144,1,0.2,22.16473494,"3"
"C83073","2020",6127,2,1.6,22.16473494,"3"
"C83073","2021",6276,2,1.6,22.16473494,"3"
"C83073","2022",6435.6,2,1.6,22.16473494,"3"
"C83073","2023",6856.75,2,1.6,22.16473494,"3"
"C83073","2024",7404.2,2,1.6,22.16473494,"3"
"C83074","2016",3767,3,3,17.6554942975,"2"
"C83074","2017",3854,3,3,17.476100435,"2"
"C83074","2018",3984,3,3,17.2967065725,"2"
"C83074","2019",4057,3,3,17.11731271,"2"
"C83074","2020",4134,3,3,17.11731271,"2"
"C83074","2021",4107.33333333333,3,2.6,17.11731271,"2"
"C83074","2022",4202.3,3,2.7,17.11731271,"2"
"C83074","2023",4345.08333333333,3,2.7,17.11731271,"2"
"C83074","2024",4535.9,4,3.5,17.11731271,"2"
"C83075","2016",7046,4,2.3,16.6708058025,"2"
"C83075","2017",7195,3,1.9,16.410320705,"2"
"C83075","2018",7524,2,1.5,16.1498356075,"2"
"C83075","2019",7791,3,2,15.88935051,"2"
"C83075","2020",8054,4,3,15.88935051,"2"
"C83075","2021",8194,4,3.7,15.88935051,"2"
"C83075","2022",8693.9,5,4,15.88935051,"2"
"C83075","2023",9136.66666666667,5,4,15.88935051,"2"
"C83075","2024",9652.1,5,4,15.88935051,"2"
"C83078","2016",7156,3,2.5,17.282552295,"2"
"C83078","2017",7176,4,3.4,17.97938719,"2"
"C83078","2018",7100,4,3.4,18.676222085,"3"
"C83078","2019",9530,4,3.4,19.37305698,"3"
"C83078","2020",9616,4,3.4,19.37305698,"3"
"C83078","2021",9526.66666666667,4,3.2,19.37305698,"3"
"C83078","2022",9355.3,4,3.1,19.37305698,"3"
"C83078","2023",9045.41666666667,4,3.1,19.37305698,"3"
"C83078","2024",9009.6,5,4.1,19.37305698,"3"
"C83079","2016",3892,3,2.1,22.8842725675,"3"
"C83079","2017",4099,3,2.1,22.802949455,"3"
"C83079","2018",4577,3,1.9,22.7216263425,"3"
"C83079","2019",4841,3,2.5,22.64030323,"3"
"C83079","2020",5042,2,1.8,22.64030323,"3"
"C83079","2021",5247.33333333333,2,1.8,22.64030323,"3"
"C83079","2022",5390.7,2,1.8,22.64030323,"3"
"C83079","2023",5538.16666666667,2,1.8,22.64030323,"3"
"C83079","2024",5776.2,2,1.8,22.64030323,"3"
"C83080","2016",5387,2,1.7,18.2291219175,"2"
"C83080","2017",5492,2,1.7,18.050396715,"2"
"C83080","2018",5642,2,1.7,17.8716715125,"2"
"C83080","2019",5837,2,1.7,17.69294631,"2"
"C83080","2020",5969,2,1.7,17.69294631,"2"
"C83080","2021",6047.33333333333,1,1.3,17.69294631,"2"
"C83080","2022",6051.5,2,1.5,17.69294631,"2"
"C83080","2023",6046.5,1,1.1,17.69294631,"2"
"C83080","2024",5979.4,1,1.1,17.69294631,"2"
"C83082","2016",9608,5,4.1,25.6145091475,"4"
"C83082","2017",9565,5,4.1,25.482224005,"4"
"C83082","2018",9663,5,4.1,25.3499388625,"4"
"C83082","2019",9718,5,4.1,25.21765372,"4"
"C83082","2020",9736,5,4.1,25.21765372,"4"
"C83082","2021",9784,7,4.7,25.21765372,"4"
"C83082","2022",9906.6,7,4.8,25.21765372,"4"
"C83082","2023",10121.25,8,5.9,25.21765372,"4"
"C83082","2024",10304.9,7,4.9,25.21765372,"4"
"C83083","2016",7881,5,4.2,18.30419924,"2"
"C83083","2017",7985,5,4.2,18.27701289,"2"
"C83083","2018",7995,4,3.7,18.24982654,"2"
"C83083","2019",8022,5,4.3,18.22264019,"2"
"C83083","2020",8171,4,3.7,18.22264019,"2"
"C83083","2021",8022.33333333333,3,3,18.22264019,"2"
"C83083","2022",7928.3,2,1.2,18.22264019,"2"
"C83083","2023",7812.41666666667,2,1.3,18.22264019,"2"
"C83083","2024",7705.3,4,1.7,18.22264019,"2"
"C83085","2016",8361,6,4.9,24.0157882125,"3"
"C83085","2017",8295,7,6,24.252216685,"3"
"C83085","2018",8287,7,6.3,24.4886451575,"3"
"C83085","2019",12077,8,7,24.72507363,"3"
"C83085","2020",12155,7,5.7,24.72507363,"3"
"C83085","2021",12319.6666666667,10,8,24.72507363,"4"
"C83085","2022",12626.9,8,6.2,24.72507363,"4"
"C83085","2023",12874.1666666667,8,5.7,24.72507363,"4"
"C83085","2024",13079.5,8,5.3,24.72507363,"4"
"C83605","2016",2673,2,1.2,22.84855453,"3"
"C83605","2017",2776,2,1.2,22.84855453,"3"
"C83605","2018",2859,2,1.2,22.84855453,"3"
"C83611","2016",5979,4,3.1,9.750137547,"1"
"C83611","2017",6232,4,3,9.789013745,"1"
"C83611","2018",6354,4,3,9.827889943,"1"
"C83611","2019",6374,4,3,9.866766141,"1"
"C83611","2020",6530,4,3.1,9.866766141,"1"
"C83611","2021",6694.33333333333,4,3.1,9.866766141,"1"
"C83611","2022",6749.5,4,3.1,9.866766141,"1"
"C83611","2023",6782.5,4,3.1,9.866766141,"1"
"C83611","2024",6914.6,4,3.1,9.866766141,"1"
"C83613","2016",5532,3,3,16.827350025,"2"
"C83613","2017",5457,2,2,17.17289976,"2"
"C83613","2018",5342,2,2,17.518449495,"2"
"C83613","2019",5259,2,2,17.86399923,"2"
"C83613","2020",5225,3,2.4,17.86399923,"2"
"C83613","2021",5164.66666666667,2,2,17.86399923,"2"
"C83613","2022",5187.6,2,2,17.86399923,"2"
"C83613","2023",5193.08333333333,2,2,17.86399923,"2"
"C83613","2024",5218.5,2,2,17.86399923,"2"
"C83614","2016",3702,1,1.4,25.048420305,"3"
"C83614","2017",3650,1,1.4,25.26655043,"3"
"C83614","2018",3596,1,1.4,25.484680555,"4"
"C83614","2019",3552,1,1.4,25.70281068,"4"
"C83614","2020",3550,1,1.4,25.70281068,"4"
"C83614","2021",3581.66666666667,2,1.7,25.70281068,"4"
"C83614","2022",3615.8,2,1.7,25.70281068,"4"
"C83614","2023",3602.75,1,1.4,25.70281068,"4"
"C83614","2024",3621.7,1,1.4,25.70281068,"4"
"C83617","2016",7208,5,4.4,16.5225298625,"2"
"C83617","2017",7276,5,4,16.616920215,"2"
"C83617","2018",7368,5,4,16.7113105675,"2"
"C83617","2019",7449,4,3.3,16.80570092,"2"
"C83617","2020",7546,4,3.3,16.80570092,"2"
"C83617","2021",7989.33333333333,4,3.3,16.80570092,"2"
"C83617","2022",8394.4,3,2.9,16.80570092,"2"
"C83617","2023",8750.33333333333,3,2.7,16.80570092,"2"
"C83617","2024",8976.3,2,2.2,16.80570092,"2"
"C83626","2016",6080,3,3,25.7113041,"4"
"C83626","2017",6340,3,3,25.01070433,"3"
"C83626","2018",7043,3,3,24.31010456,"3"
"C83626","2019",7554,3,3,23.60950479,"3"
"C83626","2020",7859,3,3,23.60950479,"3"
"C83626","2021",8357.66666666667,3,3,23.60950479,"3"
"C83626","2022",8951.4,2,2,23.60950479,"3"
"C83626","2023",9505.5,3,2.5,23.60950479,"3"
"C83626","2024",10040.1,4,3.3,23.60950479,"3"
"C83628","2016",1315,4,1.1,15.64023199,"2"
"C83628","2017",1343,4,1.1,15.64023199,"2"
"C83628","2018",1433,4,1.1,15.64023199,"2"
"C83631","2016",3572,1,1.1,14.2918211125,"2"
"C83631","2017",3577,1,1.1,14.030797835,"2"
"C83631","2018",3430,1,1.1,13.7697745575,"2"
"C83631","2019",2795,1,1.1,13.50875128,"2"
"C83631","2020",2793,1,1.1,13.50875128,"2"
"C83631","2021",2951,2,1.7,13.50875128,"2"
"C83631","2022",3199.4,2,2.2,13.50875128,"2"
"C83631","2023",2918.90909090909,2,2.2,13.50875128,"2"
"C83633","2016",4168,2,2,11.23214412,"1"
"C83633","2017",4214,2,2,11.23214412,"1"
"C83633","2018",4395,5,4.3,11.23214412,"1"
"C83633","2019",0,5,4.3,11.23214412,"1"
"C83634","2016",3722,5,4,14.1320043125,"2"
"C83634","2017",3870,5,4.4,14.114908175,"2"
"C83634","2018",3960,5,4.4,14.0978120375,"2"
"C83634","2019",4036,6,5.5,14.0807159,"2"
"C83634","2020",4069,7,6.2,14.0807159,"2"
"C83634","2021",4148.66666666667,7,6,14.0807159,"2"
"C83634","2022",4295.8,7,5.2,14.0807159,"2"
"C83634","2023",4487.91666666667,7,5.1,14.0807159,"2"
"C83634","2024",4642.8,7,5.3,14.0807159,"2"
"C83635","2017",5925,4,2.7,18.58497414,"2"
"C83635","2018",5885,4,2.7,18.580228005,"2"
"C83635","2019",5774,4,2.7,18.57548187,"3"
"C83635","2020",5771,4,2.7,18.57548187,"3"
"C83635","2021",5725,5,3.4,18.57548187,"3"
"C83635","2022",5629.7,5,3.4,18.57548187,"3"
"C83635","2023",5580.83333333333,5,3.4,18.57548187,"3"
"C83635","2024",5503.7,5,3.6,18.57548187,"3"
"C83637","2016",7265,5,4,10.923242905,"1"
"C83637","2017",7109,2,2,10.84952467,"1"
"C83637","2018",6613,2,2,10.775806435,"1"
"C83637","2019",6214,2,2,10.7020882,"1"
"C83637","2020",6084,2,2,10.7020882,"1"
"C83641","2016",4200,1,1,15.48590818,"2"
"C83641","2017",4274,3,2.1,15.27987587,"2"
"C83641","2018",4338,3,2.1,15.07384356,"2"
"C83641","2019",4352,1,1,14.86781125,"2"
"C83641","2020",4357,1,1,14.86781125,"2"
"C83641","2021",4340,2,1.5,14.86781125,"2"
"C83641","2022",4354.8,3,2.3,14.86781125,"2"
"C83641","2023",4273.75,3,2.5,14.86781125,"2"
"C83641","2024",4162.7,3,2.4,14.86781125,"2"
"C83643","2016",2391,3,2.7,25.8530552575,"4"
"C83643","2017",2371,3,2.7,25.707324315,"4"
"C83643","2018",2308,3,2.7,25.5615933725,"4"
