"","Practice.Code","Achievement_AF","Achievement_BP","Achievement_CHD","Achievement_CHOL","Achievement_HF","Achievement_HYP","Achievement_LVSD","Achievement_PAD","Achievement_STIA","Prevalence_AF","Prevalence_BP","Prevalence_CHD","Prevalence_CHOL","Prevalence_HF","Prevalence_HYP","Prevalence_LVSD","Prevalence_PAD","Prevalence_STIA","List.Size_AF","List.Size_BP","List.Size_CHD","List.Size_CHOL","List.Size_HF","List.Size_HYP","List.Size_LVSD","List.Size_PAD","List.Size_STIA"
"3198","D82621",97.7586206896552,98.7333333333333,100,55.9666666666667,99.9310344827586,99.76,NA,100,98.6363636363636,3.20502496376228,NA,4.46126590433242,NA,1.36898051215977,22.1774842969882,0.77435341489856,0.692543082622,2.96344016749879,6209,3868,6209,6457,6209,6209,NA,6209,6209
"3199","D82087",100,90.2666666666667,100,76.0333333333333,100,89.4,NA,100,92.6363636363636,1.40002916727432,NA,2.52296922852559,NA,0.539594574886977,10.718973311944,0.301248027542677,0.656263672159837,1.50211462738807,6857,2435,6857,6971,6857,6857,NA,6857,6857
"3200","D82030",100,100,100,100,100,100,NA,100,100,3.33994708994709,NA,3.27380952380952,NA,0.617283950617284,16.2808641975309,0.290049085229808,0.418871252204586,2.40299823633157,9072,5279,9072,8964,9072,9072,NA,9072,9072
"3201","D83047",100,100,75.0714285714286,76.9,100,54.2,NA,100,89.4545454545455,2.82994761722244,NA,3.89676759933563,NA,1.04126740769133,18.3978535837486,0.736461177068123,0.715472083812444,2.25501469273029,15654,7917,15654,15751,15654,15654,NA,15654,15654
"3202","D82023",100,100,100,92.0333333333333,100,100,NA,100,100,1.80319785870254,NA,2.44417834753821,NA,0.633936747200113,12.9604846094245,0.124403897988804,0.324012115235613,1.68345425089808,14197,5746,14197,14469,14197,14197,NA,14197,14197
"3203","Y01690",100,100,82.75,95.6,100,69.52,NA,100,100,1.23025768911056,NA,1.74563591022444,NA,0.615128844555278,9.31005818786367,0.181323662737987,0.498753117206982,0.881130507065669,6015,2078,6015,6618,6015,6015,NA,6015,6015
"3204","D82041",100,100,84.3928571428572,99.8,100,70.32,NA,100,99.9090909090909,2.39431678652868,NA,3.07840729696545,NA,0.955972636379583,15.0061392738116,0.292237442922374,0.98228380985792,1.85932292580249,11402,4884,11402,10950,11402,11402,NA,11402,11402
"3205","D82005",100,100,90.7142857142857,69.4666666666667,83.7586206896552,86.24,NA,100,88.0909090909091,5.40798980025499,NA,5.29111772205695,NA,1.22184445388865,24.1075223119422,0.384779820436084,0.956226094347641,3.86740331491713,9412,6219,9412,9356,9412,9412,NA,9412,9412
"3206","D82100",100,100,100,100,100,100,NA,100,100,3.64831180602765,NA,3.87491502379334,NA,0.906412871062769,22.1164740539316,0.401516841400848,0.702469975073646,2.17539089055065,4413,2581,4413,4483,4413,4413,NA,4413,4413
"3207","D83022",100,95.6666666666667,99.9285714285714,51.1666666666667,84.2068965517241,92.36,NA,100,94.4545454545454,4.35750046356388,NA,4.5429260152049,NA,1.52048952345633,19.5623956981272,0.349907918968692,0.57481921008715,3.09660671240497,5393,3439,5393,5430,5393,5393,NA,5393,5393
"3208","D82099",100,100,100,100,100,92.6,NA,100,100,1.8428089757005,NA,2.94151842808976,NA,0.976630624346006,12.7485176142309,0.382830626450116,0.587141030112778,1.77886292291594,17202,6928,17202,17240,17202,17202,NA,17202,17202
"3209","D82105",100,100,99.9285714285714,100,100,100,NA,100,100,2.88184438040346,NA,3.44449018800604,NA,1.11156854672705,18.7182654041444,0.184162062615101,0.329353643474681,2.09962947715109,7287,3777,7287,7602,7287,7287,NA,7287,7287
"3210","D82051",99.551724137931,100,100,96.1333333333333,100,100,NA,100,100,2.587757470264,NA,3.71917609515521,NA,1.05599071656513,15.7528285465622,0.239466332174012,0.522193211488251,2.41369306643458,17235,7960,17235,17539,17235,17235,NA,17235,17235
"3211","Y03222",100,100,100,100,100,100,NA,100,100,3.37711069418386,NA,4.2995622263915,NA,1.23514696685428,18.4177611006879,0.683442062752408,0.672295184490306,3.06441525953721,6396,3471,6396,6438,6396,6396,NA,6396,6396
"3212","D82008",99.7931034482758,100,100,74.9666666666667,100,100,NA,100,95.9090909090909,2.44671596346237,NA,2.70769899956503,NA,0.777511961722488,14.3921270117442,0.174400169115316,0.489343192692475,2.33797303175294,18392,9052,18392,18922,18392,18392,NA,18392,18392
"3213","D82009",99.3793103448276,100,96.0357142857143,67.5333333333333,100,97.72,NA,100,96.3636363636364,4.03743315508021,NA,4.10427807486631,NA,1.37700534759358,23.9171122994652,0.89213300892133,0.521390374331551,2.7807486631016,7480,4651,7480,7398,7480,7480,NA,7480,7480
"3214","D82024",100,99.6,94.5714285714286,99.9333333333333,100,88.12,NA,100,94.5454545454545,2.50151791135398,NA,3.20582877959927,NA,0.898603521554341,15.2155434122647,0.208947885939036,0.510018214936248,2.01578627808136,8235,4208,8235,8136,8235,8235,NA,8235,8235
"3215","Y00297",100,100,100,100,100,100,NA,100,100,2.57307533964594,NA,3.21119802387814,NA,0.617538081515027,14.9444215726637,0.513980263157895,0.452861259777686,2.4083985179086,4858,2230,4858,4864,4858,4858,NA,4858,4858
"3216","D82073",100,99.2666666666667,93.6071428571429,100,94.0689655172414,100,NA,100,91.6363636363636,1.84610840348545,NA,2.62885836656328,NA,0.590754689115345,11.925860286516,0.138580931263858,0.347068379855265,1.77964850095998,13542,6123,13542,14432,13542,13542,NA,13542,13542
"3217","D82019",96.448275862069,100,95.4642857142857,3.53333333333333,90.6896551724138,99.48,NA,100,93.4545454545455,2.73496524629798,NA,4.38702528457742,NA,1.29948624962224,18.9936536718042,0.796065307778116,0.705147577314395,2.79540646721064,19854,10443,19854,19722,19854,19854,NA,19854,19854
"3218","D82067",100,98,94.9285714285714,90.7666666666667,100,99.36,NA,100,97.3636363636363,1.99349639474056,NA,3.42146189735614,NA,0.968471652764032,14.5906970168245,0.757888934821552,0.940195108157783,2.32574579386399,14146,6213,14146,14514,14146,14146,NA,14146,14146
"3219","D82618",100,100,100,100,100,96.64,NA,100,100,2.95877122069523,NA,3.79951495553759,NA,1.06709781729992,16.911883589329,0.325097529258778,0.436540016168149,2.78092158447858,6185,3160,6185,6152,6185,6185,NA,6185,6185
"3220","D82050",100,99,100,65.8666666666667,100,100,NA,100,98.5454545454545,2.98793550569399,NA,3.67572443341978,NA,0.935843950840005,18.2433194272184,0.243875401840151,0.50738527455181,2.75115571090315,8869,4838,8869,9021,8869,8869,NA,8869,8869
"3221","D82048",100,90.6666666666666,100,50.3666666666667,97.2068965517241,100,NA,100,100,2.50103177878663,NA,3.28518365662402,NA,0.965744944283945,17.3256293850598,0.0904010519395135,0.619067271976888,2.08832026413537,12115,5878,12115,12168,12115,12115,NA,12115,12115
"3222","Y05291",100,100,100,100,100,98.24,NA,100,100,2.74711168164313,NA,3.1578947368421,NA,1.0783055198973,19.7946084724005,0.172711571675302,0.641848523748395,2.69576379974326,3895,2059,3895,4053,3895,3895,NA,3895,3895
"3223","D82017",100,91.4666666666667,97.8214285714286,100,100,87.2,NA,100,98.2727272727273,1.78910273786934,NA,2.90051504472757,NA,0.876479624107708,12.5688985271528,0.831396388342571,0.406614258606668,1.72585163097497,11067,4352,11067,11186,11067,11067,NA,11067,11067
"3224","D82088",100,100,100,100,79.3103448275862,100,NA,100,100,0.064014181603309,NA,0.132952531022257,NA,0.0246208390781958,1.13255859759701,0.00487923883874116,0.0196966712625566,0.0590900137876699,20308,1085,20308,20495,20308,20308,NA,20308,20308
"3225","D82035",91.551724137931,100,89.5714285714286,52.9666666666667,69.8620689655172,90.4,NA,100,92.0909090909091,3.51309426042522,NA,4.50771055753262,NA,1.14973993977553,20.1660735468565,0.550155877498625,0.538370289259969,2.82872524865408,10959,6043,10959,10906,10959,10959,NA,10959,10959
"3226","D83016",100,100,89.2142857142857,55.9666666666667,100,92.36,NA,100,88.8181818181818,3.32379281691441,NA,4.26553411504016,NA,1.33874988459053,18.3177915243283,0.83162025789572,0.867879235527652,2.61287046440772,10831,5626,10831,10702,10831,10831,NA,10831,10831
"3227","D82044",100,100,100,100,100,100,NA,100,100,3.503861003861,NA,4.33397683397683,NA,0.92985842985843,20.1705276705277,0.817083889449526,0.701415701415701,3.24967824967825,31080,15968,31080,30719,31080,31080,NA,31080,31080
"3228","D82043",100,100,99.5,100,100,96.88,NA,100,92.6363636363636,3.27246165084003,NA,4.00292184075968,NA,1.2563915266618,17.9693206720234,0.351545334700454,0.467494521548576,2.84879474068663,6845,3795,6845,6827,6845,6845,NA,6845,6845
"3229","D82063",100,100,84.7857142857143,100,100,82.04,NA,100,91,2.87945339189849,NA,3.75095865579028,NA,1.10158265355923,18.8245137000627,0.564334085778781,0.606567663668689,2.37746635989681,14343,6977,14343,14176,14343,14343,NA,14343,14343
"3230","D82038",100,100,100,55.3,100,100,NA,100,100,4.04411764705882,NA,4.47303921568627,NA,1.47058823529412,19.6384803921569,0.758725341426404,0.704656862745098,4.01348039215686,3264,2046,3264,3295,3264,3264,NA,3264,3264
"3231","D82040",100,80.2666666666667,66.8928571428571,62.2,99.5862068965517,48.32,NA,100,69.0909090909091,1.36252658108214,NA,2.1894935811609,NA,0.732456485784043,10.301646058124,0.0315855969677827,0.378042057178861,1.54367173348035,12697,4272,12697,12664,12697,12697,NA,12697,12697
"3232","D82106",100,97.3333333333333,100,73.6666666666667,100,100,NA,100,100,1.73073419566406,NA,1.85826197850246,NA,0.437238112588814,9.78320276917471,0.188452972417338,0.30971032975041,1.42102386591365,5489,2143,5489,5837,5489,5489,NA,5489,5489
"3233","D82624",100,99.6,100,48.6333333333333,100,100,NA,100,100,1.83015141540487,NA,2.31731402238315,NA,0.552995391705069,12.8110599078341,0.100137689322819,0.460829493087558,1.46148782093482,7595,3497,7595,7989,7595,7595,NA,7595,7595
"3234","D82096",100,100,100,100,100,100,NA,100,100,1.38504155124654,NA,2.85438997952547,NA,0.493797422618331,10.2131759604962,0.105448154657293,0.674455016259183,1.44526074912682,8303,2963,8303,8535,8303,8303,NA,8303,8303
"3235","D82045",100,100,100,99.8666666666667,100,100,NA,100,100,2.571384313523,NA,3.06190943357257,NA,0.944906283884959,16.3009242525946,0.380208600935108,0.526669076263748,2.23059844064646,19367,9555,19367,19463,19367,19367,NA,19367,19367
"3236","N81033",100,100,100,57.7,100,100,NA,100,100,3.07187243522101,NA,3.45878766561144,NA,1.04349865165905,14.5386328995193,1.02911940123962,0.445538750146559,2.29804197444015,8529,4809,8529,8551,8529,8529,NA,8529,8529
"3237","N81032",100,90.2666666666667,100,89.6333333333333,100,100,NA,100,100,2.51085383502171,NA,3.27424023154848,NA,1.45079594790159,14.9782923299566,1.07283220621039,0.513748191027496,2.25036179450072,27640,13517,27640,28243,27640,27640,NA,27640,27640
"3238","N81001",85.2758620689655,86.4,100,88.6,100,100,NA,100,100,4.48057097541634,NA,4.61934972244251,NA,1.88342585249802,20.2418715305313,1.11045012889153,0.455987311657415,3.21173671689136,5044,3232,5044,5043,5044,5044,NA,5044,5044
"3239","N81034",100,90.5333333333333,100,100,100,100,NA,100,100,2.44052187260169,NA,2.8472755180353,NA,1.17421335379893,13.8679969301612,0.808111610886636,0.636991557943208,1.63468917881811,13030,5943,13030,13117,13030,13030,NA,13030,13030
