"","Practice.Code","Achievement_AF","Achievement_BP","Achievement_CHD","Achievement_CHOL","Achievement_HF","Achievement_HYP","Achievement_LVSD","Achievement_PAD","Achievement_STIA","Prevalence_AF","Prevalence_BP","Prevalence_CHD","Prevalence_CHOL","Prevalence_HF","Prevalence_HYP","Prevalence_LVSD","Prevalence_PAD","Prevalence_STIA","List.Size_AF","List.Size_BP","List.Size_CHD","List.Size_CHOL","List.Size_HF","List.Size_HYP","List.Size_LVSD","List.Size_PAD","List.Size_STIA"
"1222","C82026",99.8275862068965,100,92.7142857142857,100,100,86.6,NA,100,97.2727272727273,2.38357169050238,NA,2.79916880576947,NA,1.22234445666789,14.1303019190808,0.531323365871741,0.745630118567412,2.13910279916881,8181,3767,8181,8093,8181,8181,NA,8181,8181
"1223","C82072",100,100,100,83.2,100,100,NA,100,100,2.42163491087892,NA,3.46650276582668,NA,2.11432083589428,17.2587584511371,1.33731343283582,0.737553779963122,1.94222495390289,8135,3807,8135,8375,8135,8135,NA,8135,8135
"1224","C82111",100,81.7333333333333,52.8928571428571,100,100,59.64,NA,100,18.1818181818182,0.0268499624100526,NA,0.0483299323380947,NA,0.010739984964021,0.472559338416926,0.0056028686687584,0.010739984964021,0.0322199548920631,18622,434,18622,17848,18622,18622,NA,18622,18622
"1225","C82007",100,90.2,89.1071428571429,61.5333333333333,89.5172413793103,94.36,NA,100,88.5454545454546,2.84697508896797,NA,3.76070020198134,NA,1.19265172645956,14.6388381263826,0.845284452464621,0.61556218139848,2.45263056650957,10397,5359,10397,10529,10397,10397,NA,10397,10397
"1226","C82075",100,100,100,100,100,100,NA,100,100,2.75151285930408,NA,3.33774583963691,NA,1.30484114977307,17.7571860816944,0.874988364516429,0.633509833585477,2.40166414523449,10576,5447,10576,10743,10576,10576,NA,10576,10576
"1227","C82014",100,100,100,92.9,100,100,NA,100,100,2.76855551178887,NA,3.05553992459625,NA,1.79505936638343,16.5606887625907,1.09902309058615,0.478307354678971,1.99763659895335,17771,8787,17771,18016,17771,17771,NA,17771,17771
"1228","C82041",100,100,100,100,100,100,NA,100,100,2.12649519193183,NA,2.70502697208975,NA,1.30560550386991,11.5315456180127,0.245156188216686,0.398717848487218,1.93886326323196,12791,5516,12791,12645,12791,12791,NA,12791,12791
"1229","C82097",100,100,94.3928571428571,100,100,100,NA,100,100,2.22544750846638,NA,2.66086115142719,NA,0.870827285921626,15.7716497339139,0.164406083025072,0.435413642960813,1.45137880986938,2067,991,2067,2433,2067,2067,NA,2067,2067
"1230","C82650",100,100,100,100,100,94.44,NA,100,100,2.7240426371891,NA,2.94117647058824,NA,1.46071851559416,14.9230161863403,0.619195046439629,0.57244374259771,2.28977497039084,5066,2444,5066,5168,5066,5066,NA,5066,5066
"1231","C82103",100,100,96.5714285714286,100,100,82.44,NA,100,98.2727272727273,2.03868269733403,NA,2.7443805541035,NA,1.72503920543649,15.656037637219,1.07541157727031,0.666492420282279,2.03868269733403,7652,3354,7652,7532,7652,7652,NA,7652,7652
"1232","C82052",100,100,100,100,100,100,NA,100,100,3.06435137895812,NA,3.52400408580184,NA,1.91521961184882,20.1991828396323,0.957061562338334,0.817160367722166,2.47701736465781,3916,2058,3916,3866,3916,3916,NA,3916,3916
"1233","C82644",100,100,100,99.9333333333333,100,89.52,NA,100,100,1.92020482184766,NA,2.60294431406017,NA,1.60017068487305,15.5109878387028,0.767953507679535,0.512054619159377,1.87753360358438,4687,1875,4687,4818,4687,4687,NA,4687,4687
"1234","C82032",100,100,100,70.4333333333333,100,100,NA,100,100,2.77266754270696,NA,3.21944809461235,NA,1.28777923784494,16.7411300919842,0.779289393739268,0.630749014454665,1.68199737187911,7610,3747,7610,7571,7610,7610,NA,7610,7610
"1235","Y00252",100,100,100,100,100,100,NA,100,100,2.46794871794872,NA,2.91666666666667,NA,0.833333333333333,13.9423076923077,0.481695568400771,0.288461538461538,2.21153846153846,3120,1603,3120,3114,3120,3120,NA,3120,3120
"1236","C82656",84.6206896551724,100,100,53.3333333333333,57.7241379310345,100,NA,100,100,2.38532110091743,NA,2.4954128440367,NA,1.43119266055046,15.6697247706422,0.497159090909091,0.697247706422018,1.72477064220183,2725,1177,2725,2816,2725,2725,NA,2725,2725
"1237","C82064",100,90,98.2142857142857,100,100,72.68,NA,100,95.2727272727273,2.89806795469687,NA,3.38940706195869,NA,1.73217854763491,17.6882078614257,0.724224916592074,0.832778147901399,2.20686209193871,12008,6064,12008,12289,12008,12008,NA,12008,12008
"1238","C82003",100,100,100,100,100,100,NA,100,100,2.7155582461299,NA,3.05284095822883,NA,0.899420565597163,16.2501081034334,0.526633859967193,0.432413733460175,2.05828937127043,11563,5666,11563,11583,11563,11563,NA,11563,11563
"1239","C82628",100,100,100,100,100,100,NA,100,100,1.80355160932297,NA,2.99667036625971,NA,1.22086570477247,17.369589345172,0.367127929963287,0.471698113207547,1.88679245283019,3604,1762,3604,3541,3604,3604,NA,3604,3604
"1240","C82121",100,100,100,100,100,100,NA,100,100,2.37981262394857,NA,3.19359912466662,NA,1.6617657115503,17.0621623469876,1.41734399140189,0.601791698009984,2.20884907337756,14623,7147,14623,14887,14623,14623,NA,14623,14623
"1241","C82096",100,100,100,99.9666666666667,100,78.16,NA,100,100,1.94368564824543,NA,2.4795125026266,NA,1.38684597604539,14.2151712544652,0.68248955892839,0.493801218743434,1.41836520277369,9518,3917,9518,9817,9518,9518,NA,9518,9518
"1242","C82012",100,100,96.0714285714286,100,84.7241379310345,88.04,NA,100,98.0909090909091,2.79012991542419,NA,2.9470747231668,NA,1.85718022495422,17.2377713837301,0.971121901354459,0.496991891184933,1.87461853692563,11469,5534,11469,11739,11469,11469,NA,11469,11469
"1243","C82050",99,87.4,100,100,100,100,NA,100,100,2.58115258115258,NA,3.01730301730302,NA,1.9019019019019,16.6523666523666,1.5937388829598,0.536250536250536,1.77320177320177,13986,6770,13986,14055,13986,13986,NA,13986,13986
"1244","C82102",100,96.3333333333333,100,95.6,100,100,NA,100,100,2.45118404653095,NA,3.15745741587038,NA,1.4333194848359,16.7220606564188,1.02480016396803,0.477773161611965,1.86954715413378,4814,2778,4814,4879,4814,4814,NA,4814,4814
"1245","C82047",100,100,100,100,100,100,NA,100,100,2.48470588235294,NA,2.89882352941176,NA,1.75058823529412,15.36,0.909261342332208,0.527058823529412,1.91058823529412,10625,5202,10625,10668,10625,10625,NA,10625,10625
"1246","C82028",100,100,97.8928571428572,100,100,84.92,NA,100,97.4545454545454,3.20863107748354,NA,3.7410676754939,NA,1.96160851898557,20.232590724394,1.73232746577256,0.686562981644949,2.87235533137172,7137,3938,7137,7158,7137,7137,NA,7137,7137
"1247","C82017",100,100,100,100,100,81.16,NA,100,100,2.55521314843349,NA,3.1522855675398,NA,1.35464817668208,15.9283513097072,0.970627418638584,0.507190549563431,2.32408834103749,15576,8144,15576,15763,15576,15576,NA,15576,15576
"1248","C82051",100,100,100,81,91.2413793103448,98.4,NA,100,98.8181818181818,3.40546598844728,NA,3.51754461591516,NA,2.12087248900767,17.9412018277438,1.31008081667376,0.534528838692991,2.19846538494698,11599,6352,11599,11755,11599,11599,NA,11599,11599
"1249","C82035",99.6206896551724,87.3333333333333,100,99.2,98,95.08,NA,100,99.7272727272727,2.62747138397503,NA,2.99167533818939,NA,1.50884495317378,14.9063475546306,0.82122552116235,0.572320499479709,1.86004162330905,7688,3454,7688,7915,7688,7688,NA,7688,7688
"1250","C82011",100,100,100,100,100,100,NA,100,100,2.36037234042553,NA,2.74268617021277,NA,1.43783244680851,15.4920212765957,0.71620411817368,0.714760638297872,1.85339095744681,12032,4961,12032,12287,12032,12032,NA,12032,12032
"1251","C82034",100,85.8666666666667,99.6071428571429,93.4,91.551724137931,100,NA,100,96,3.03970887295301,NA,2.57947126190731,NA,0.984694423632666,13.2719683185272,0.432855817788313,0.406721609761319,1.7981376431553,9343,5037,9343,9703,9343,9343,NA,9343,9343
"1252","C82634",100,88.6666666666667,100,100,100,100,NA,100,100,1.99170124481328,NA,2.73858921161826,NA,1.55601659751037,15.3112033195021,0.862843789322308,0.58091286307054,1.6804979253112,4820,2329,4820,5563,4820,4820,NA,4820,4820
"1253","C82627",100,100,100,70.9333333333333,100,100,NA,100,99.9090909090909,1.71062009978617,NA,3.09337134711333,NA,1.86742694226657,18.3321454027085,0.806451612903226,0.570206699928724,1.59657875980043,7015,3009,7015,7440,7015,7015,NA,7015,7015
"1254","C82043",100,100,100,100,100,94.4,NA,100,100,2.80365769496204,NA,2.62249827467219,NA,1.59592822636301,15.7867494824017,0.567828941531364,0.5175983436853,2.12215320910973,11592,5763,11592,11271,11592,11592,NA,11592,11592
"1255","C82600",100,100,100,100,100,100,NA,100,100,1.69747899159664,NA,2.33613445378151,NA,1.05882352941176,14.0336134453781,0.567813108371188,0.470588235294118,1.42857142857143,5950,2600,5950,6164,5950,5950,NA,5950,5950
"1256","C82054",99.8275862068965,100,100,100,90.3793103448276,85.04,NA,100,96,2.6271613228135,NA,3.02165519556824,NA,1.46886016451234,18.5999664260534,0.644621180410214,0.629511499076716,2.10676515024341,11914,6123,11914,11945,11914,11914,NA,11914,11914
"1257","C82082",100,100,100,100,100,100,NA,100,100,2.36265847099501,NA,3.70726085286208,NA,1.84402612370342,19.6504033807146,1.18321316324644,0.787552823665002,2.24740683826354,5206,2546,5206,5409,5206,5206,NA,5206,5206
"1258","C82027",99.551724137931,99.3333333333333,100,100,100,96.96,NA,100,100,2.35806740997052,NA,2.8963219274638,NA,1.4481609637319,16.160451108548,0.881514130152969,0.486992182493913,2.12738690247341,7803,3711,7803,7714,7803,7803,NA,7803,7803
"1259","C82093",100,100,100,100,100,100,NA,100,100,2.11176088369071,NA,2.38791423001949,NA,0.925925925925926,14.6361273554256,0.529567519858782,0.397985705003249,1.83560753736192,12312,6052,12312,12463,12312,12312,NA,12312,12312
"1260","C82045",100,100,99.6785714285714,100,100,92.56,NA,100,100,2.20719571319214,NA,2.20719571319214,NA,0.880326613932125,13.79178361827,0.364871665827881,0.306200561367696,1.41617759632559,7838,3302,7838,7948,7838,7838,NA,7838,7838
"1261","C82678",100,100,96.8214285714286,93.9,100,85.92,NA,100,84.0909090909091,1.91183441301943,NA,3.71306683520303,NA,1.8012324221836,20.0347606256913,0.889391979301423,0.726813082635487,1.76963185337336,6329,2802,6329,6184,6329,6329,NA,6329,6329
"1262","C82120",100,100,100,100,100,100,NA,100,100,2.1978021978022,NA,2.52747252747253,NA,0.851648351648352,20.7967032967033,0.403442711135019,0.494505494505494,1.8956043956044,3640,1902,3640,3718,3640,3640,NA,3640,3640
"1263","C82070",99.6896551724138,100,99.3928571428571,96.0333333333333,100,100,NA,100,94.8181818181818,1.89337319382162,NA,2.93971101145989,NA,1.03637269556552,15.5555555555556,0.475524475524476,0.637767812655705,1.98305929247633,10035,4457,10035,10725,10035,10035,NA,10035,10035
"1264","M83738",100,100,100,100,100,100,NA,100,100,3.30224736278856,NA,3.82204555878306,NA,1.60525913468889,20.8225042042501,0.476829086574281,0.978443663048464,2.58370279773735,6541,3406,6541,6711,6541,6541,NA,6541,6541
"1265","M83107",81.0689655172414,96.7333333333333,100,100,78.0344827586207,100,NA,100,98.5454545454545,2.38918106686702,NA,3.60631104432757,NA,1.427498121713,16.0781367392938,0.701073985680191,0.586025544703231,2.19383921863261,6655,3084,6655,6704,6655,6655,NA,6655,6655
"1266","M83703",100,100,100,100,100,100,NA,100,100,2.38365493757094,NA,3.44305713204692,NA,0.775633749527053,15.7396897465002,0.421322586554314,0.662126371547484,2.21339387060159,5286,2559,5286,5459,5286,5286,NA,5286,5286
"1267","M83637",100,100,100,100,100,70.08,NA,100,100,1.74912543728136,NA,3.22338830584708,NA,0.899550224887556,15.5422288855572,0.328272466146902,0.64967516241879,1.5992003998001,4002,2003,4002,4874,4002,4002,NA,4002,4002
"1268","M83616",100,100,100,100,100,100,NA,100,100,1.98650674662669,NA,3.82308845577211,NA,1.10569715142429,14.4677661169415,0.804394742005101,0.543478260869565,1.87406296851574,5336,2289,5336,5097,5336,5336,NA,5336,5336
"1269","M83109",100,100,100,100,100,100,NA,100,100,3.02114803625378,NA,3.57044767920901,NA,1.4281790716836,17.4402636638286,0.606220347917765,0.411974732216424,1.92254875034331,3641,1758,3641,3794,3641,3641,NA,3641,3641
"1270","Y02594",100,100,100,100,100,67.56,NA,100,100,2.56410256410256,NA,3.14192849404117,NA,1.22788010111954,16.7569519682196,0.563181978176698,0.613940050559769,2.38353196099675,2769,1233,2769,2841,2769,2769,NA,2769,2769
"1271","M83129",100,92.6666666666666,83.6785714285714,100,100,69.56,NA,100,100,2.29349415204678,NA,3.71893274853801,NA,1.30665204678363,16.2280701754386,0.628300855946094,0.712719298245614,1.79093567251462,10944,5084,10944,10982,10944,10944,NA,10944,10944
"1272","M83033",100,97.2,100,87.2,100,99.88,NA,100,100,2.35638379793624,NA,3.3420606807331,NA,1.12428769444017,16.8335130140151,0.683139534883721,0.523640843985831,2.23317418758663,6493,3001,6493,6880,6493,6493,NA,6493,6493
"1273","M83016",100,100,100,100,100,99.76,NA,100,100,2.69823788546256,NA,4.28138766519824,NA,0.894823788546256,18.1167400881057,0.330305532617671,0.66079295154185,2.39537444933921,7264,3864,7264,7266,7264,7264,NA,7264,7264
"1274","M83001",100,100,100,100,100,100,NA,100,100,2.816431964003,NA,4.09132572285643,NA,1.33322223148071,20.4982918090159,0.273858921161826,0.741604866261145,1.83318056828598,12001,5689,12001,12050,12001,12001,NA,12001,12001
"1275","M83139",98.8965517241379,100,100,93.3,93.0689655172414,100,NA,100,100,2.76198212835093,NA,4.30544272948822,NA,1.50284321689683,18.0544272948822,0.72536772113641,0.995125913891145,1.94963444354184,4924,2418,4924,4963,4924,4924,NA,4924,4924
"1276","M83063",100,98.8,100,100,100,100,NA,100,100,1.68799346583175,NA,3.34876123060169,NA,0.952899537163082,16.3081949360196,0.469606052700235,0.626191124421454,1.63354206370814,3673,1655,3673,3833,3673,3673,NA,3673,3673
"1277","M83727",100,97.2,100,100,100,97.48,NA,100,100,2.50950570342205,NA,3.21926489226869,NA,0.988593155893536,18.6058301647655,0.444444444444444,0.836501901140684,2.28136882129278,3945,2077,3945,4050,3945,3945,NA,3945,3945
"1278","M83717",100,90.5333333333333,100,100,100,100,NA,100,100,1.4215418261345,NA,2.73373428102788,NA,0.218698742482231,13.4499726626572,0.241351568785197,0.273373428102788,1.31219245489338,3658,1562,3658,3729,3658,3658,NA,3658,3658
"1279","M83608",100,100,100,100,100,100,NA,100,100,2.64939083349449,NA,4.0224327982982,NA,0.947592341906788,15.9156836201895,0.796359499431172,0.638174434345388,2.43666602204603,5171,2728,5171,5274,5171,5171,NA,5171,5171
"1280","M83719",100,100,100,100,100,100,NA,100,100,2.34267340376665,NA,3.00872760679835,NA,0.597152044097382,19.1318327974276,0.227998176014592,0.390445567294442,1.65365181442352,4354,2090,4354,4386,4354,4354,NA,4354,4354
"1281","M83130",100,98.5333333333333,98.1428571428571,100,100,79.4,NA,100,93.4545454545455,2.83119658119658,NA,4.51388888888889,NA,1.01495726495726,18.7232905982906,0.353624652690073,0.801282051282051,2.56410256410256,3744,2030,3744,3959,3744,3744,NA,3744,3744
"1282","Y02354",100,100,100,100,100,100,NA,100,100,2.67127592708988,NA,4.33689503456945,NA,1.20469306515818,16.8866540959564,0.466398134407462,0.827571757804316,1.91703331238215,9546,4525,9546,9434,9546,9546,NA,9546,9546
"1283","M83698",100,100,100,100,100,100,NA,100,100,3.03030303030303,NA,4.81818181818182,NA,1.03030303030303,17.5454545454545,0.274977085242896,0.606060606060606,2.48484848484848,3300,1691,3300,3273,3300,3300,NA,3300,3300
"1284","M83638",100,93.6,100,88.5666666666667,100,100,NA,100,100,2.40921294333757,NA,3.32061608026,NA,1.07390137063728,14.9922283453441,0.613582485009064,0.593471810089021,1.87226225801893,14154,6692,14154,14342,14154,14154,NA,14154,14154
"1285","M83048",100,100,100,100,100,97.4,NA,100,100,2.43130043926857,NA,3.62651956277454,NA,1.07263254673613,16.7330677290837,0.43050430504305,0.347328634181224,1.9613852283175,9789,4755,9789,9756,9789,9789,NA,9789,9789
"1286","M83059",100,100,100,100,100,100,NA,100,100,3.17581300813008,NA,4.42073170731707,NA,2.1849593495935,19.2073170731707,1.71549221430457,0.40650406504065,1.93089430894309,3936,2301,3936,3789,3936,3936,NA,3936,3936
"1287","M83681",100,72.8666666666667,100,100,100,100,NA,100,100,0.687539665749947,NA,1.96742119737677,NA,0.676962132430717,9.09667865453776,0.381089710577814,0.211550666384599,0.846202665538397,9454,3042,9454,9709,9454,9454,NA,9454,9454
"1288","M83035",100,83.0666666666667,100,100,100,100,NA,100,99.2727272727273,3.13365398629937,NA,3.42515668269932,NA,0.961958898119808,13.5403002477773,1.16295362197001,0.393528640139921,1.90934266141962,6861,3736,6861,7137,6861,6861,NA,6861,6861
"1289","M83074",100,82.0666666666667,100,79.4333333333333,98.7241379310345,100,NA,100,100,2.44797178130512,NA,3.32980599647266,NA,1.38977072310406,16.0141093474427,0.851692827479412,0.529100529100529,1.91887125220458,14175,7077,14175,14207,14175,14175,NA,14175,14175
"1290","M83065",100,97.8666666666667,100,93.7,96.551724137931,89.04,NA,100,96.7272727272727,3.0103995621237,NA,2.95566502463054,NA,1.20415982484948,18.1992337164751,0.627557980900409,0.711548987411056,2.27148330596606,7308,4118,7308,7330,7308,7308,NA,7308,7308
"1291","M83042",100,100,100,100,100,93.68,NA,100,100,3.14602295211713,NA,3.24495449149189,NA,1.28611001187178,17.4515235457064,0.811318887899476,0.603482390185991,2.22595963593194,10108,5438,10108,10107,10108,10108,NA,10108,10108
"1292","M83026",100,100,100,87.4,100,100,NA,100,100,1.35056467574805,NA,2.31109558737921,NA,0.832460123413669,11.1945511701013,0.564719038300252,0.448247758761206,1.33310047735476,17178,5659,17178,17885,17178,17178,NA,17178,17178
"1293","C81018",100,86,100,87.4333333333333,100,100,NA,100,91.9090909090909,3.33861475780896,NA,3.72340425531915,NA,1.2675418741512,19.726120416478,0.649350649350649,0.588501584427343,2.22951561792666,8836,5085,8836,8932,8836,8836,NA,8836,8836
"1294","M83010",100,94.8,80.2857142857143,100,100,59.92,NA,100,76.2727272727273,1.51800867433528,NA,1.99886856496323,NA,0.565717518385819,10.4752027154441,0.187687687687688,0.198001131435037,1.01829153309448,10606,3381,10606,10656,10606,10606,NA,10606,10606
"1295","M83641",100,100,100,71.1666666666667,100,100,NA,100,100,3.80408939610081,NA,3.61388492629577,NA,1.80694246314788,20.6371849738469,1.48396361895644,0.523062291963861,2.94816928197813,2103,999,2103,2089,2103,2103,NA,2103,2103
"1296","M83680",100,94.6,92.2857142857143,100,100,92.48,NA,100,85.5454545454545,2.34990903577926,NA,2.54699818071559,NA,1.28865979381443,13.3414190418435,0.687335478210003,0.651910248635537,1.80412371134021,6596,3105,6596,6838,6596,6596,NA,6596,6596
"1297","M83718",100,100,100,100,100,100,NA,100,100,1.8681888946549,NA,2.93201868188895,NA,1.03788271925272,13.4146341463415,0.670640834575261,0.441100155682408,1.55682407887909,3854,1453,3854,4026,3854,3854,NA,3854,3854
"1298","M83073",100,100,100,83.6666666666667,83.7586206896552,100,NA,100,100,2.06480304955527,NA,3.44133841592545,NA,1.12240576027107,11.711139347734,0.380589914367269,0.296484540448962,1.99068191444303,9444,4459,9444,9459,9444,9444,NA,9444,9444
"1299","M83027",100,100,100,91.2333333333333,100,100,NA,100,100,2.28745711017918,NA,3.17384674037362,NA,1.0770110560427,15.9264201296226,0.515070583746662,0.46702249332825,1.77277926038887,10492,5011,10492,10484,10492,10492,NA,10492,10492
"1300","M83037",100,75.1333333333333,100,100,99.8620689655173,94.16,NA,100,100,2.96135789093536,NA,3.85217286625737,NA,0.914891055736126,16.853256289876,0.770964298422488,0.517635728903335,2.02239075478512,8307,4514,8307,8431,8307,8307,NA,8307,8307
"1301","M83051",100,100,100,100,100,100,NA,100,100,2.62460672296738,NA,3.48567643649611,NA,2.34310316277529,18.3556880278192,1.95903829029386,0.612684219241596,2.01192250372578,12078,5514,12078,12353,12078,12078,NA,12078,12078
"1302","Y00078",100,100,100,100,100,100,NA,100,100,1.69995750106247,NA,2.29494262643434,NA,1.08372290692733,11.6447088822779,0.76320939334638,0.318742031449214,1.52996175095623,4706,1959,4706,5110,4706,4706,NA,4706,4706
"1303","M83013",100,89.4666666666667,100,100,99.4137931034483,99.64,NA,100,100,3.84197959626655,NA,4.38463208161493,NA,2.30084653787714,18.3416540047753,0.869187309865276,0.347297590622965,2.45278923377469,4607,2939,4607,4602,4607,4607,NA,4607,4607
"1304","M83103",100,100,100,100,100,100,NA,100,100,3.32895313184406,NA,3.54796320630749,NA,1.24835742444152,19.9956197985107,0.729144327686039,0.503723171265878,2.69382391590013,4566,2536,4566,4663,4566,4566,NA,4566,4566
"1305","M83640",100,100,94.3214285714286,100,100,84.16,NA,100,100,3.28050129008478,NA,4.01769259122742,NA,2.2852930335422,22.2631772945079,0.520833333333333,0.552893475856985,2.87504607445632,2713,1653,2713,2688,2713,2713,NA,2713,2713
"1306","M83017",100,100,98.6785714285714,53.3333333333333,100,94.48,NA,100,90.4545454545455,3.78124332407605,NA,3.69579149754326,NA,1.15359965819269,21.469771416364,0.67212770426381,0.790429395428327,2.73445844904935,4681,2814,4681,4761,4681,4681,NA,4681,4681
"1307","M83054",100,100,100,100,100,100,NA,100,100,2.59273645368033,NA,3.3598757040202,NA,1.73820159254224,19.5960380656438,1.2975694780672,0.738007380073801,2.67042144105652,10298,5229,10298,10327,10298,10298,NA,10298,10298
"1308","M83691",100,78.6,55.5,77.6666666666667,100,45.84,NA,100,53.0909090909091,3.87931034482759,NA,3.82543103448276,NA,1.23922413793103,19.989224137931,1.47783251231527,0.484913793103448,3.7176724137931,1856,1177,1856,1827,1856,1856,NA,1856,1856
"1309","M83089",100,95.6,100,86.7,100,100,NA,100,100,2.86136237769983,NA,4.43049658482555,NA,1.36606978032121,21.3771460217833,1.04474852071006,0.784567103562858,2.46446372530921,10834,5826,10834,10816,10834,10834,NA,10834,10834
"1310","M83046",100,88,93.4642857142857,100,100,78.64,NA,100,90.5454545454545,3.31577316392935,NA,4.86519987604586,NA,1.19822332403677,19.7293668009503,0.841198194501436,0.568123127776056,2.97489928726371,9681,5432,9681,9748,9681,9681,NA,9681,9681
"1311","M83108",100,100,100,100,100,99.52,NA,100,100,3.15861130020422,NA,3.58066712049013,NA,1.38869979577944,18.4206943498979,0.599440522179299,0.490129339686862,2.57317903335602,7345,3894,7345,7507,7345,7345,NA,7345,7345
"1312","M83079",100,98.3333333333333,62.3214285714286,66.8666666666667,89.7586206896552,54.44,NA,100,77.6363636363636,3.01874455100261,NA,3.80340017436792,NA,1.38404533565824,19.8561464690497,0.608649225840897,0.632083696599826,2.84437663469921,9176,4954,9176,9365,9176,9176,NA,9176,9176
"1313","M83096",100,100,100,100,100,81.56,NA,100,100,3.09058614564831,NA,3.41030195381883,NA,0.976909413854352,19.9822380106572,0.236578707916287,0.710479573712256,2.59325044404973,5630,3072,5630,5495,5630,5630,NA,5630,5630
"1314","M83084",100,100,100,100,100,100,NA,100,100,2.95287637698898,NA,3.67197062423501,NA,1.11689106487148,22.3072215422277,0.900350984282008,0.535495716034272,2.40208078335373,6536,3444,6536,6553,6536,6536,NA,6536,6536
"1315","M83005",94.4827586206896,89.0666666666667,100,76.1,79.6896551724138,95,NA,100,100,2.35155790711346,NA,4.44836370762297,NA,1.58730158730159,21.7127180090143,0.289743094456249,0.725063688026651,2.84146580442877,5103,2569,5103,5177,5103,5103,NA,5103,5103
"1316","M83140",100,100,100,100,100,100,NA,100,100,2.87393860222077,NA,3.46178967994775,NA,1.13215763117788,14.8922273024167,0.555199658338672,0.631395602003048,2.63444371870237,4593,2188,4593,4683,4593,4593,NA,4593,4593
"1317","M83670",100,100,100,90.7,99.4137931034483,100,NA,100,99.3636363636364,0.452318130418394,NA,0.816685513255434,NA,0.175901495162709,3.89496167860284,0.164682036990119,0.100515140092977,0.577962055534615,7959,1053,7959,7894,7959,7959,NA,7959,7959
"1318","M83023",100,100,100,100,100,100,NA,100,100,3.31360946745562,NA,3.5933297471759,NA,1.40935987089833,19.4620763851533,1.1215356411086,0.591715976331361,2.35610543302851,9295,4869,9295,9273,9295,9295,NA,9295,9295
"1319","M83141",100,100,100,100,100,100,NA,100,100,3.00057045065602,NA,3.09184255561894,NA,1.1751283513976,18.6309184255562,1.01225958834777,0.661722760981175,2.77239018824872,8765,4456,8765,8891,8765,8765,NA,8765,8765
"1320","M83012",100,92.6,100,100,100,100,NA,100,100,2.8510691509316,NA,3.57634112792297,NA,1.13792672252095,16.6812554708015,0.269806230071131,0.450168813304989,2.35088158059272,7997,4344,7997,8154,7997,7997,NA,7997,7997
"1321","M83723",100,93.2666666666667,100,100,100,94.68,NA,100,100,2.24182583360311,NA,3.1644545160246,NA,1.23826481061832,16.3402395597281,0.743353912057453,0.833603107801878,2.50890255746196,12356,9928,12356,23811,12356,12356,NA,12356,12356
"1322","M83067",100,100,100,95.5666666666667,100,88.52,NA,100,100,2.16917111003393,NA,2.78720310227824,NA,0.508967523024721,13.8633058652448,0.130316313233029,0.58167716917111,1.82985942801745,8252,3624,8252,8441,8252,8252,NA,8252,8252
"1323","M83015",100,100,100,100,100,100,NA,100,100,3.27225130890052,NA,3.78272251308901,NA,1.07329842931937,18.1937172774869,0.300143546913741,0.56282722513089,2.90575916230366,7640,4242,7640,7663,7640,7640,NA,7640,7640
"1324","M83697",100,100,100,100,100,100,NA,100,100,2.12294043092522,NA,3.32699619771863,NA,1.14068441064639,13.9733840304183,0.483091787439614,0.760456273764259,2.43979721166033,3156,1273,3156,3312,3156,3156,NA,3156,3156
"1325","M83025",99.8965517241379,81.8,100,100,100,93.52,NA,100,97.7272727272727,3.03030303030303,NA,3.74424877042678,NA,1.09471680152308,18.5625892432175,0.874681933842239,0.523560209424084,2.82405203871172,6303,3356,6303,6288,6303,6303,NA,6303,6303
"1326","M83071",100,89,100,69.8333333333333,95.3448275862069,97.4,NA,100,100,3.33664513992383,NA,4.11491968869018,NA,1.74697797648617,20.0943864878291,1.26346137539218,0.819672131147541,2.81503560192085,12078,6334,12078,11793,12078,12078,NA,12078,12078
"1327","M83034",100,91,100,98.9333333333333,100,99.8,NA,100,100,3.25977933801404,NA,4.18756268806419,NA,1.22868605817452,18.0959545302574,0.392746720147071,0.794048813105985,2.83350050150451,11964,5719,11964,11967,11964,11964,NA,11964,11964
"1328","M83701",100,86.2666666666667,80.3214285714286,99.4666666666667,100,73.64,NA,100,92.9090909090909,2.85844957694946,NA,3.7045506517265,NA,1.6007317630917,18.4770180654013,0.710953121528549,0.686027898467871,2.85844957694946,4373,2114,4373,4501,4373,4373,NA,4373,4373
"1329","M83121",100,100,96.9642857142857,100,100,84.48,NA,100,100,3.73924553275976,NA,3.98742554599603,NA,1.4228987425546,22.1872931833223,0.250417362270451,0.512905360688286,2.39907346128392,6044,3521,6044,5990,6044,6044,NA,6044,6044
"1330","M83007",100,98.0666666666667,97.1428571428571,94.7666666666667,100,90.16,NA,100,91.2727272727273,2.0615796519411,NA,3.14591700133869,NA,1.19143239625167,17.710843373494,0.33178500331785,0.776439089692102,1.61981258366801,7470,3316,7470,7535,7470,7470,NA,7470,7470
"1331","M83122",100,100,100,100,100,73.64,NA,100,99.9090909090909,3.55744125326371,NA,3.19843342036553,NA,0.97911227154047,20.6919060052219,0.5859375,0.620104438642298,2.44778067885118,3064,1743,3064,3072,3064,3064,NA,3064,3064
