"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",28.13009262,136.14
"Non-dispensing",39.9176628,138.16
"Non-dispensing",41.75962456,147.14
"Non-dispensing",39.15546137,144.88
"Non-dispensing",40.90402203,118.43
"Non-dispensing",9.333666717,125.77
"Non-dispensing",41.40154129,144.06
"Non-dispensing",37.60266985,134.79
"Non-dispensing",22.36788077,122.49
"Non-dispensing",23.03545706,113.08
"Non-dispensing",28.84872034,133.96
"Non-dispensing",13.74076675,121.25
"Non-dispensing",30.11938796,140.2
"Non-dispensing",18.08386691,147.8
"Non-dispensing",29.69509879,131.79
"Non-dispensing",23.62785209,131.32
"Non-dispensing",16.20485044,141.05
"Non-dispensing",27.10103796,183.15
"Non-dispensing",21.64823327,128.51
"Non-dispensing",31.87191359,120.67
"Non-dispensing",32.42944798,132.44
"Non-dispensing",20.50926645,112.15
"Non-dispensing",20.67309504,122.79
"Non-dispensing",27.18292287,169.9
"Non-dispensing",22.46178424,129.25
"Non-dispensing",23.95284158,128.14
"Non-dispensing",22.00058653,117.67
"Non-dispensing",39.1726959,109.59
"Non-dispensing",14.65706586,125.16
"Non-dispensing",12.34283702,133.79
"Non-dispensing",45.65607348,138.23
"Non-dispensing",22.43294785,108.27
"Non-dispensing",50.7741621,166.82
"Non-dispensing",32.50372427,128.72
"Non-dispensing",41.79791727,144.89
"Non-dispensing",32.87745818,150.15
"Non-dispensing",29.83633161,185.55
"Non-dispensing",51.96421484,175.51
"Non-dispensing",38.74372078,141.9
"Non-dispensing",35.11943807,148.13
"Non-dispensing",26.26178673,110.61
"Non-dispensing",48.08296885,173.86
"Non-dispensing",50.28033116,158.93
"Non-dispensing",41.84309809,189.57
"Non-dispensing",31.2721458,134.87
"Non-dispensing",35.85285569,144.31
"Non-dispensing",44.09311996,166.64
"Non-dispensing",48.10482959,144.31
"Non-dispensing",43.89068449,133.4
"Non-dispensing",37.10800054,149.5
"Non-dispensing",50.38777176,145.5
"Non-dispensing",55.69092441,177.37
"Non-dispensing",42.11268293,160
"Non-dispensing",48.71697414,147.03
"Non-dispensing",47.70161065,152.94
"Non-dispensing",17.73509224,172.3
"Non-dispensing",28.42043378,140.47
"Non-dispensing",42.15401275,163.69
"Non-dispensing",27.92846686,132.19
"Non-dispensing",39.47152221,147.47
"Non-dispensing",55.0666911,163.15
"Non-dispensing",44.59965771,168.39
"Non-dispensing",48.13679068,182.4
"Non-dispensing",50.26117783,165.82
"Non-dispensing",43.1851301,150.36
"Non-dispensing",45.83950426,142.37
"Non-dispensing",51.6349631,166.96
"Non-dispensing",46.60355452,177.41
"Non-dispensing",45.8506276,176.91
"Non-dispensing",53.03832813,146.63
"Non-dispensing",48.53609044,157
"Non-dispensing",55.93102991,202.45
"Non-dispensing",38.24724656,151.34
"Non-dispensing",58.58119875,170.48
"Non-dispensing",41.27471347,143.09
"Non-dispensing",43.3472975,157.59
"Non-dispensing",32.5651039,152.47
"Non-dispensing",47.86886917,167.09
"Non-dispensing",52.86322598,141.64
"Non-dispensing",37.00280603,175.68
"Non-dispensing",33.57087922,152.81
"Non-dispensing",22.08272176,136.76
"Non-dispensing",54.9089678,151.09
"Non-dispensing",23.42163311,133.77
"Non-dispensing",37.87680455,128.05
"Non-dispensing",43.92510623,144.15
"Non-dispensing",60.33614461,152.73
"Non-dispensing",40.97487581,155.02
"Non-dispensing",35.93176687,119.78
"Non-dispensing",31.62379187,128.18
"Non-dispensing",45.03682198,136.75
"Non-dispensing",48.39255127,159.23
"Non-dispensing",29.75853684,114.91
"Non-dispensing",41.19728165,147.76
"Non-dispensing",44.07346121,132.72
"Non-dispensing",40.13891765,143.03
"Non-dispensing",32.37438425,153.9
"Non-dispensing",37.36354832,142.43
"Non-dispensing",44.3583915,152.35
"Non-dispensing",33.23703881,139.18
"Non-dispensing",35.67232811,134.93
"Non-dispensing",22.82308893,142.6
"Non-dispensing",43.07593492,257.33
"Non-dispensing",18.2509822,126.69
"Non-dispensing",54.94596715,143.8
"Non-dispensing",27.0960982,280.77
"Non-dispensing",38.83394309,136.68
"Non-dispensing",45.69927321,132.63
"Non-dispensing",53.41078891,141.4
"Non-dispensing",48.2553161,165.5
"Non-dispensing",48.92108245,116.43
"Non-dispensing",34.57045702,118.46
"Non-dispensing",18.09898026,147.79
"Non-dispensing",43.33004557,131.79
"Non-dispensing",25.09552073,133.22
"Non-dispensing",32.86345417,223.44
"Non-dispensing",46.97681082,128.73
"Non-dispensing",21.46533609,167.19
"Non-dispensing",40.88786868,144.58
"Non-dispensing",44.87719143,135.77
"Non-dispensing",9.640579132,208.75
"Non-dispensing",24.44094963,140.61
"Non-dispensing",40.68593924,179.31
"Non-dispensing",26.15271532,129.24
"Non-dispensing",37.45591452,138.51
"Non-dispensing",44.37478166,143.54
"Non-dispensing",33.30708498,150.45
"Non-dispensing",30.24453429,303.43
"Non-dispensing",38.94418519,135.37
"Non-dispensing",45.19265718,139.26
"Non-dispensing",42.5818366,136.72
"Non-dispensing",30.79679905,137.99
"Non-dispensing",50.42398815,448.3
"Non-dispensing",34.24242597,127.97
"Non-dispensing",45.46904718,177.27
"Non-dispensing",26.72430322,126.13
"Non-dispensing",44.83023979,177.91
"Non-dispensing",47.09014851,159.21
"Non-dispensing",48.34693457,123.5
"Non-dispensing",24.32365329,144.73
"Non-dispensing",45.59672821,130.42
"Non-dispensing",18.96085209,129.43
"Non-dispensing",30.19852602,150.14
"Non-dispensing",38.38742714,144.96
"Non-dispensing",36.84501609,138.07
"Non-dispensing",40.93359879,151.84
"Non-dispensing",42.00628584,137.34
"Non-dispensing",34.25605417,164.4
"Non-dispensing",25.53372809,133.79
"Non-dispensing",34.34892308,149.7
"Non-dispensing",42.29587992,138.87
"Non-dispensing",28.75075485,138.31
"Non-dispensing",49.35704911,116.52
"Non-dispensing",32.77783414,168.08
"Non-dispensing",37.68723718,143.27
"Non-dispensing",50.64548836,142.77
"Non-dispensing",23.56366749,140.32
"Non-dispensing",31.83378697,147.61
"Non-dispensing",23.96318775,135.48
"Non-dispensing",24.44418251,141.82
"Non-dispensing",28.83410113,140.35
"Non-dispensing",36.90295368,130.64
"Non-dispensing",36.59986017,146.3
"Non-dispensing",48.79009835,129.91
"Non-dispensing",24.23589255,129.53
"Non-dispensing",48.81055728,130.93
"Non-dispensing",49.14247109,124.57
"Non-dispensing",48.03318691,111.47
"Non-dispensing",44.04481879,131.44
"Non-dispensing",24.25877706,147.89
"Non-dispensing",27.39569852,167.12
"Non-dispensing",40.96086931,137.56
"Non-dispensing",31.56832226,164.82
"Non-dispensing",47.07996478,194.54
"Non-dispensing",14.05502117,173.53
"Non-dispensing",30.71668343,167.43
"Non-dispensing",32.7590211,177.68
"Non-dispensing",34.72894397,158.8
"Non-dispensing",45.30463535,167.18
"Non-dispensing",38.66561669,164.69
"Non-dispensing",28.58862226,154.81
"Non-dispensing",43.805479,190.52
"Non-dispensing",43.75346696,150.02
"Non-dispensing",33.37305228,179.86
"Non-dispensing",26.88801804,158.55
"Non-dispensing",35.55772296,166.42
"Non-dispensing",35.96277687,176.98
"Non-dispensing",26.88517992,163
"Non-dispensing",52.07802601,173.78
"Non-dispensing",36.6430384,188.81
"Non-dispensing",29.71335603,165.46
"Non-dispensing",14.44208303,155.26
"Non-dispensing",50.88093325,148.48
"Non-dispensing",15.58977077,143.48
"Non-dispensing",50.56260417,145.24
"Non-dispensing",47.38469074,186.96
"Non-dispensing",44.16974038,142.79
"Non-dispensing",34.20103898,148
"Non-dispensing",27.72315167,159
"Non-dispensing",32.55664507,138.35
"Non-dispensing",48.90450889,178.41
"Non-dispensing",26.4723262,158.15
"Non-dispensing",39.96574419,166.77
"Non-dispensing",47.04236182,135.44
"Non-dispensing",9.028197975,156.65
"Non-dispensing",33.41882929,160.7
"Non-dispensing",28.86213222,145.93
"Non-dispensing",15.10777968,172.19
"Non-dispensing",9.647068572,162.73
"Non-dispensing",14.19148411,137.68
"Non-dispensing",24.15854995,207.4
"Non-dispensing",37.09556131,150.7
"Non-dispensing",12.81604689,157.33
"Non-dispensing",22.86319842,166.08
"Non-dispensing",26.7577824,152.66
"Non-dispensing",5.80687586,174.76
"Non-dispensing",22.50913673,146.91
"Non-dispensing",19.21880172,175.66
"Non-dispensing",28.96501151,154.72
"Non-dispensing",26.58136489,191.62
"Non-dispensing",18.31281436,161.53
"Non-dispensing",14.65411579,159.6
"Non-dispensing",15.3061309,185.1
"Non-dispensing",12.98513255,163.13
"Non-dispensing",11.28967003,156.71
"Non-dispensing",21.01315663,147.68
"Non-dispensing",19.64535694,160.92
"Non-dispensing",31.49194689,292.57
"Non-dispensing",5.591654762,139.45
"Non-dispensing",15.45872911,184
"Non-dispensing",62.14585215,194.21
"Non-dispensing",27.73856963,165.22
"Non-dispensing",17.06136526,141.99
"Non-dispensing",39.88312646,165.45
"Non-dispensing",9.791364869,170.48
"Non-dispensing",23.08606084,201.03
"Non-dispensing",30.73556935,151.97
"Non-dispensing",30.69301178,137.68
"Non-dispensing",36.32991885,139.28
"Non-dispensing",25.73813638,141.25
"Non-dispensing",27.07211551,134.9
"Non-dispensing",18.42114167,139.2
"Non-dispensing",30.20731676,143.74
"Non-dispensing",36.41474433,140.35
"Non-dispensing",26.66219103,143.53
"Non-dispensing",39.92077098,121.87
"Non-dispensing",33.21858393,169.12
"Non-dispensing",55.3471935,118.26
"Non-dispensing",32.66611297,158.18
"Non-dispensing",27.72210122,162.29
"Non-dispensing",32.65221082,149.93
"Non-dispensing",31.17914395,137.15
"Non-dispensing",38.85144338,140.92
"Non-dispensing",30.94962124,228
"Non-dispensing",37.96308571,132.51
"Non-dispensing",29.99022081,170.88
"Non-dispensing",34.59779506,136.9
"Non-dispensing",29.66703859,143.97
"Non-dispensing",29.78372765,151.68
"Non-dispensing",40.19954085,151.63
"Non-dispensing",22.0356933,131.05
"Non-dispensing",39.16295218,231.48
"Non-dispensing",22.84352669,138.58
"Non-dispensing",32.34606898,120.63
"Non-dispensing",26.73921128,123.59
"Non-dispensing",9.041271933,140.79
"Non-dispensing",8.12217577,122.41
"Non-dispensing",14.66912757,140.71
"Non-dispensing",13.52349896,137.07
"Non-dispensing",6.3887439,158.09
"Non-dispensing",13.05672878,157.02
"Non-dispensing",6.15368855,205.18
"Non-dispensing",14.98079149,178.83
"Non-dispensing",26.4186264,140.39
"Non-dispensing",10.94944882,155.2
"Non-dispensing",10.73988519,157.63
"Non-dispensing",16.62047185,128.34
"Non-dispensing",22.75669313,191.79
"Non-dispensing",44.13843125,180.03
"Non-dispensing",38.09964073,138.7
"Non-dispensing",16.47239868,154.18
"Non-dispensing",43.72973382,214.51
"Non-dispensing",14.78026561,135.73
"Non-dispensing",13.16302458,127.77
"Non-dispensing",9.08880728,129.78
"Non-dispensing",7.275787873,133.48
"Non-dispensing",11.65325084,112.77
"Non-dispensing",10.08025979,123.8
"Non-dispensing",23.73644856,127.03
"Non-dispensing",27.3767746,128.2
"Non-dispensing",8.439443465,115.87
"Non-dispensing",9.874371494,58.27
"Non-dispensing",19.1880285,144.93
"Non-dispensing",15.35502011,157.88
"Non-dispensing",29.23643353,148.48
"Non-dispensing",26.11121266,155.85
"Non-dispensing",23.51284884,170.69
"Non-dispensing",33.90358184,168.75
"Non-dispensing",33.84548574,146.68
"Non-dispensing",25.91936391,183.86
"Non-dispensing",24.08617719,165.08
"Non-dispensing",31.90267126,174.46
"Non-dispensing",23.4452093,145.51
"Non-dispensing",11.5010247,160.83
"Non-dispensing",21.24235258,158.71
"Non-dispensing",25.46662934,184.77
"Non-dispensing",10.63650205,157.98
"Non-dispensing",36.27099714,152.75
"Non-dispensing",14.48159085,169.44
"Non-dispensing",33.60209673,169.93
"Non-dispensing",30.04926228,170.55
"Non-dispensing",23.34709829,159.17
"Non-dispensing",31.9648,151.69
"Non-dispensing",23.59634245,145.47
"Non-dispensing",33.28087142,159.99
"Non-dispensing",25.33860863,145.16
"Non-dispensing",32.6120105,150.77
"Non-dispensing",25.03294349,152.81
"Non-dispensing",20.31874974,172.66
"Non-dispensing",12.18430632,144.43
"Non-dispensing",20.57520242,160.72
"Non-dispensing",30.29324688,173.64
"Non-dispensing",32.17492821,147.96
"Non-dispensing",13.93632384,151.61
"Non-dispensing",29.35677813,156.81
"Non-dispensing",34.28952275,144.33
"Non-dispensing",39.91089266,222.85
"Non-dispensing",37.81769259,117.1
"Non-dispensing",29.81826139,145.27
"Non-dispensing",31.06551163,156.39
"Non-dispensing",22.82173861,155.74
"Non-dispensing",29.7895,159
"Non-dispensing",25.77311892,153.14
"Non-dispensing",31.75223094,137.56
"Non-dispensing",16.3949301,130.23
"Non-dispensing",22.05372093,134.4
"Non-dispensing",21.70917024,171.23
"Non-dispensing",13.04262156,144.97
"Non-dispensing",20.05279459,189.89
"Non-dispensing",18.3785492,153.51
"Non-dispensing",26.66229124,157.81
"Non-dispensing",31.69004489,164.46
"Non-dispensing",28.74356251,149.48
"Non-dispensing",25.06905007,142.38
"Non-dispensing",24.8236157,176.64
"Non-dispensing",34.54518444,142.18
"Non-dispensing",36.42803603,111.88
"Non-dispensing",46.82193862,386.37
"Non-dispensing",23.11984427,136.8
"Non-dispensing",19.1896193,208.03
"Non-dispensing",20.88714195,132.13
"Non-dispensing",56.35087909,166.24
"Non-dispensing",31.64088319,185.76
"Non-dispensing",25.23603496,139.19
"Non-dispensing",19.62367766,101.45
"Non-dispensing",32.86916914,148.05
"Non-dispensing",39.84339286,103.85
"Non-dispensing",9.968927359,151.87
"Non-dispensing",43.13046722,131.35
"Non-dispensing",29.47514879,150.16
"Non-dispensing",31.64056898,123.54
"Non-dispensing",38.69688623,119.9
"Non-dispensing",8.899676631,137.44
"Non-dispensing",11.36110149,170.24
"Non-dispensing",24.26258576,104.6
"Non-dispensing",39.74507873,192.51
"Non-dispensing",31.88897898,226.92
"Dispensing",13.20566723,247.74
"Non-dispensing",21.38877442,173.95
"Non-dispensing",30.67113909,132.24
"Non-dispensing",15.94961647,115.11
"Non-dispensing",23.44603685,118.31
"Non-dispensing",31.84491706,314.06
"Non-dispensing",22.04048164,148.16
"Non-dispensing",19.98489195,157.1
"Non-dispensing",25.54584159,162.96
"Non-dispensing",16.71137552,149.18
"Non-dispensing",37.02634576,133.4
"Non-dispensing",42.76979582,185.52
"Non-dispensing",42.54785594,150.17
"Non-dispensing",19.13115585,113.85
"Non-dispensing",47.31477036,226.79
"Non-dispensing",14.85561892,147.98
"Non-dispensing",35.6742612,143.83
"Non-dispensing",43.70438161,151.52
"Non-dispensing",16.75488598,216.39
"Non-dispensing",20.05743367,142.03
"Non-dispensing",45.14809787,141.02
"Non-dispensing",31.9195378,163.3
"Non-dispensing",12.02301391,1.8
"Non-dispensing",17.6924703,135.4
"Non-dispensing",11.52383837,113.21
"Non-dispensing",19.9912958,185.24
"Non-dispensing",18.5084541,131.62
"Non-dispensing",9.988091861,128.06
"Non-dispensing",35.03830325,113.69
"Non-dispensing",30.95628131,136.97
"Non-dispensing",37.86706258,135.71
"Non-dispensing",20.63558445,170.7
"Non-dispensing",34.16029451,139.9
"Non-dispensing",24.16343307,140.08
"Non-dispensing",19.59020497,122.3
"Non-dispensing",21.23699916,183.47
"Non-dispensing",39.38506315,365.72
"Non-dispensing",21.76586094,129.37
"Non-dispensing",33.90859601,176.04
"Non-dispensing",33.93348519,157.66
"Non-dispensing",31.25190287,168.86
"Dispensing",32.37599282,190.77
"Non-dispensing",46.59929297,6.45
"Non-dispensing",31.70236434,153.13
"Non-dispensing",50.69723738,129.96
"Non-dispensing",22.02219058,108.09
"Non-dispensing",22.07138016,134.52
"Non-dispensing",34.52327007,167.56
"Non-dispensing",46.48810815,129.33
"Non-dispensing",22.31628769,165.17
"Non-dispensing",15.67517002,117.53
"Dispensing",16.24415108,251.72
"Non-dispensing",21.11074941,163.58
"Non-dispensing",9.012655103,135.7
"Non-dispensing",22.48137811,164.98
"Non-dispensing",34.06288609,109.34
"Non-dispensing",10.04032198,153.44
"Non-dispensing",23.00015893,161.34
"Dispensing",17.64067633,451.46
"Non-dispensing",19.43519841,127.08
"Non-dispensing",24.60390837,173.54
"Non-dispensing",61.42621587,396.45
"Non-dispensing",33.61897472,150.36
"Non-dispensing",20.84214002,138.97
"Non-dispensing",24.39866931,166.66
"Non-dispensing",30.8915983,119.84
"Non-dispensing",20.05461128,162.45
"Non-dispensing",29.4821818,126.28
"Non-dispensing",21.14742944,214.31
"Non-dispensing",26.25387808,138.38
"Non-dispensing",62.9031753,499.02
"Non-dispensing",11.85306547,102.75
"Non-dispensing",24.6482865,132.66
"Non-dispensing",31.67335912,140.24
"Non-dispensing",41.42507779,153
"Non-dispensing",30.80679969,138.82
"Non-dispensing",37.56823695,125.27
"Non-dispensing",50.01221698,141.52
"Non-dispensing",31.11249841,136.8
"Non-dispensing",38.6541217,146.72
"Non-dispensing",50.58197359,129.82
"Non-dispensing",30.08760469,158.99
"Non-dispensing",29.45745482,132.33
"Non-dispensing",46.7069565,148.8
"Non-dispensing",19.06352774,152.78
"Non-dispensing",21.14314697,139.59
"Non-dispensing",16.4452144,140.76
"Non-dispensing",19.21152233,136.02
"Non-dispensing",42.0579751,553.32
"Non-dispensing",31.65691809,141.71
"Non-dispensing",13.20003899,133.9
"Non-dispensing",36.13959618,156.02
"Non-dispensing",22.62442192,224.58
"Non-dispensing",49.26678474,174.06
"Non-dispensing",36.83619692,140.82
"Non-dispensing",24.45767265,156.93
"Non-dispensing",37.7704347,229.29
"Non-dispensing",47.29880522,135.46
"Non-dispensing",35.74646517,140.16
"Non-dispensing",45.35603467,193.3
"Non-dispensing",28.43882492,152.55
"Non-dispensing",38.80098884,306
"Non-dispensing",35.22782318,145.47
"Non-dispensing",30.03830379,136.85
"Non-dispensing",49.43900257,215
"Non-dispensing",25.27840444,11.07
"Non-dispensing",18.60881593,151.48
"Non-dispensing",39.36740439,134.15
"Non-dispensing",35.50576612,149.77
"Non-dispensing",10.48256123,215.07
"Non-dispensing",27.92128501,131.63
"Non-dispensing",36.27706722,141.97
"Non-dispensing",51.04360666,149.88
"Dispensing",18.68076359,271.98
"Non-dispensing",40.10688498,165.95
"Non-dispensing",15.9150569,146.22
"Non-dispensing",17.11298331,129.72
"Non-dispensing",38.18427113,251.16
"Non-dispensing",34.18688124,197.61
"Non-dispensing",41.36744023,127.35
"Non-dispensing",20.50342565,139.65
"Non-dispensing",28.81903427,108.3
"Non-dispensing",45.13255125,235.78
"Non-dispensing",22.24696029,150.3
"Non-dispensing",22.99277835,116.26
"Non-dispensing",24.27662669,137.04
"Non-dispensing",55.27595179,114.76
"Non-dispensing",29.32359798,128.02
"Non-dispensing",22.88095842,104.04
"Non-dispensing",38.62382829,24.91
"Non-dispensing",33.43346311,201.53
"Non-dispensing",31.34803752,112.89
"Non-dispensing",38.66709478,137.99
"Non-dispensing",45.5003412,159.91
"Non-dispensing",50.11319953,155.11
"Non-dispensing",43.4262457,127.62
"Non-dispensing",27.48834518,153.49
"Non-dispensing",27.38729553,397.33
"Non-dispensing",50.30202259,202.78
"Non-dispensing",35.63444636,154.38
"Non-dispensing",39.85471753,149.65
"Non-dispensing",30.02611362,136.8
"Non-dispensing",14.51564065,164.53
"Non-dispensing",36.88442727,103.84
"Non-dispensing",43.90723072,135.49
"Non-dispensing",49.82849374,127.56
"Non-dispensing",37.32218038,122.37
"Non-dispensing",22.21138496,148.32
"Non-dispensing",15.94939383,137.2
"Non-dispensing",46.92431493,110.23
"Non-dispensing",32.02490844,193.58
"Non-dispensing",30.34484457,155.47
"Non-dispensing",27.56196524,205.87
"Non-dispensing",48.38201525,246.82
"Non-dispensing",50.95351704,277.14
"Non-dispensing",49.31604599,151.97
"Non-dispensing",24.22097307,128.32
